!datetime	Ten_Meter_Uwind_vector_meterPerSecond	Ten_Meter_Vwind_vector_meterPerSecond	Surface_Level_Barometric_Pressure_pascal	Air_Temperature_celsius	Relative_Humidity_percent	Cloud_Cover_decimalFraction	Shortwave_Radiation_Downwelling_wattPerMeterSquared	Precipitation_meterPerSecond
2006-01-01 00:00:00	0.82625811	-4.4190545	97618.633	-7.3417114	59.46983	0.60531049	113.23	0
2006-01-02 00:00:00	3.8894369	-3.9301826	98476.367	-9.7273926	50.970909	0.56009136	119.46653	0
2006-01-03 00:00:00	1.7987672	-2.8808113	99069.875	-10.308325	51.60379	0.52638795	123.75323	0
2006-01-04 00:00:00	0.30134631	-3.6950467	99072.148	-9.278479	48.683712	0.47739971	129.28812	0
2006-01-05 00:00:00	0.27537788	-4.6558134	99099.172	-9.6653809	55.123379	0.42441469	134.67384	0
2006-01-06 00:00:00	0.093174307	-3.0009257	98914.742	-7.9338135	62.28928	0.42389578	135.10837	0
2006-01-07 00:00:00	-3.3737967	0.52885542	98078.703	-5.2001099	80.458183	0.92792766	67.223274	2.3751522e-13
2006-01-08 00:00:00	1.5943327	1.681728	96108.258	1.0042664	92.159599	1	43.889584	8.4681822e-13
2006-01-09 00:00:00	5.5112268	-3.688544	96048.43	-8.853064	67.425209	0.59983347	119.72865	0
2006-01-10 00:00:00	5.0624353	-3.9568604	97365.906	-13.189093	52.818684	0.79150075	94.043391	0
2006-01-11 00:00:00	3.8918212	0.29964867	98047.727	-11.180884	54.878387	0.40108196	142.91462	0
2006-01-12 00:00:00	4.2669519	2.9125235	97933.609	-3.8104004	73.055481	0.85205524	83.81497	0
2006-01-13 00:00:00	3.9005775	-1.1677816	98151.242	-4.2383789	71.336113	0.80251489	93.193353	0
2006-01-14 00:00:00	-0.044248504	-1.2935484	98520.18	-5.1271423	60.275753	0.90930609	75.164039	0
2006-01-15 00:00:00	-2.403264	-0.57653743	98835.516	-4.5081543	63.187759	0.36921137	149.20962	0
2006-01-16 00:00:00	-6.0311146	-0.8274813	98573.844	-3.9577087	79.512184	0.84603489	87.858379	2.3113808e-14
2006-01-17 00:00:00	-7.0181752	1.4467474	96430.805	2.1973816	89.037758	1	38.967429	1.8521112e-12
2006-01-18 00:00:00	6.9820691	3.572884	96243.477	-2.0203308	77.54454	0.79495172	98.431796	3.6487409e-14
2006-01-19 00:00:00	2.8420648	2.6315275	97091.922	-1.6685547	77.886208	0.84631023	90.116925	0
2006-01-20 00:00:00	-5.5052856	-1.2163749	96211.312	1.0727783	87.044113	1	20.201903	2.1674313e-12
2006-01-21 00:00:00	5.6136124	-4.7837552	94512.641	-1.5940918	87.86203	1	55.611457	1.1118875e-12
2006-01-22 00:00:00	9.5221266	-2.2159081	95972.773	-5.8332581	78.926262	0.54316441	141.70332	0
2006-01-23 00:00:00	4.7004203	-3.2079867	95929.094	-8.1379456	80.374748	0.73135378	115.99317	3.1004364e-14
2006-01-24 00:00:00	8.9216222	-1.1745641	96622.883	-8.5606445	62.030655	0.80282613	104.97408	2.5365778e-14
2006-01-25 00:00:00	7.3582583	-0.90123476	97271.898	-9.2697815	57.007618	0.80865959	105.24398	0
2006-01-26 00:00:00	6.5766982	-2.2090097	97666.07	-11.109656	55.650688	0.73195305	120.91409	0
2006-01-27 00:00:00	7.5938201	-2.8323539	97767.453	-15.203131	57.070301	0.41037228	167.62885	0
2006-01-28 00:00:00	7.954548	-3.1864382	97740.398	-15.087866	65.569221	0.40579879	169.8137	0
2006-01-29 00:00:00	3.2244984	-0.96054529	98192.32	-11.860968	64.403725	0.44078119	167.66572	0
2006-01-30 00:00:00	1.5624209	-1.3118245	98010.164	-9.3789124	58.148365	0.72589216	127.56241	0
2006-01-31 00:00:00	1.5050881	-1.5352648	97897.172	-8.1364197	64.290062	0.35689304	179.58091	0
2006-02-01 00:00:00	1.0291144	0.14550927	98092.969	-7.1418518	63.384144	0.54558025	159.65617	0
2006-02-02 00:00:00	0.63772734	-0.26802125	98119.414	-6.2347168	64.321625	0.2362083	192.81962	0
2006-02-03 00:00:00	2.6289692	5.1853806	97225.375	-3.1148437	74.290016	0.93158059	87.601258	1.8912473e-13
2006-02-04 00:00:00	-2.6336947	-2.7712342	96592.422	-4.4429077	80.434761	0.97999261	76.472122	5.4300164e-13
2006-02-05 00:00:00	-0.91638677	-6.0645043	96269.812	-6.1636414	89.773468	0.70509687	139.50697	9.629975e-13
2006-02-06 00:00:00	2.8954585	-5.3509483	98049.367	-11.618506	80.492111	0.21283286	204.48754	0
2006-02-07 00:00:00	2.195369	-4.8250423	98562.914	-14.938483	81.134789	0.39483245	192.31505	0
2006-02-08 00:00:00	4.7393294	-5.8450483	97875.164	-18.958289	80.409325	0.62585502	162.03666	1.9700426e-14
2006-02-09 00:00:00	9.5359867	-3.1732091	97182.008	-19.386984	79.1082	0.48602252	186.34986	0
2006-02-10 00:00:00	4.3672511	-2.2118455	97416.273	-14.074255	77.99118	0.31709759	207.40502	0
2006-02-11 00:00:00	-0.47256368	6.2284933	96981.953	-0.79562988	93.206894	1	64.591192	1.2187601e-12
2006-02-12 00:00:00	2.9457006	2.9200241	97256.312	4.8419434	100	1	32.710671	1.6413695e-12
2006-02-13 00:00:00	-0.45686244	6.5549866	97596.945	6.4198853	88.060936	1	37.465154	2.3786311e-12
2006-02-14 00:00:00	3.264863	6.2122665	97390.633	9.0866638	81.363777	1	42.394495	1.2606996e-13
2006-02-15 00:00:00	0.44907235	-3.1841384	97816.828	-1.2717651	77.714844	0.44251702	202.13255	0
2006-02-16 00:00:00	-1.3540019	2.3182589	97540.125	1.1392456	87.338593	1	36.272326	1.4784467e-13
2006-02-17 00:00:00	1.1545018	5.5764116	97204.422	8.1180054	89.016129	1	46.761845	5.953877e-13
2006-02-18 00:00:00	0.029345577	8.4544155	96952.023	11.364709	81.427666	1	74.172699	1.9140699e-13
2006-02-19 00:00:00	0.56515345	6.5895956	96403.242	11.219873	86.472313	1	28.757123	3.1182194e-12
2006-02-20 00:00:00	2.2056661	-1.2379367	96262.641	6.4239746	81.68969	1	85.314796	0
2006-02-21 00:00:00	3.9654897	-4.3647629	96286.609	-0.7553772	74.648018	0.5483993	204.61295	0
2006-02-22 00:00:00	2.584592	-3.7249597	96729.062	-3.6648621	65.023659	0.51915531	214.13858	0
2006-02-23 00:00:00	1.399199	-1.4981981	97248.086	-3.9435791	61.590302	0.28014198	249.98688	0
2006-02-24 00:00:00	-6.2248793	-6.0148165	96526.828	-2.88526	81.266449	1	32.248511	4.010904e-12
2006-02-25 00:00:00	0.70848506	-6.251307	95170.211	-2.4738831	91.300125	1	52.564439	1.3261272e-12
2006-02-26 00:00:00	5.8710694	-2.0179045	95878.672	-2.8100647	79.190483	0.39831428	243.843	0
2006-02-27 00:00:00	6.2358352	-3.0626285	96366.914	-6.0089783	79.564011	0.62847578	205.73888	0
2006-02-28 00:00:00	5.8484037	-4.4502687	96809.234	-12.906012	73.777893	0.7432358	181.38758	0
2006-03-01 00:00:00	2.2861768	-3.5597163	97274.961	-13.152625	71.638565	0.65953479	205.65684	0
2006-03-02 00:00:00	-3.0520025	-5.8493838	97383.07	-12.566595	82.391884	0.81273279	165.28581	4.5161986e-14
2006-03-03 00:00:00	-0.97417857	-6.3994579	97782.984	-12.607245	81.020958	0.77500451	178.7955	4.0121759e-14
2006-03-04 00:00:00	-0.26279074	-0.88819658	98212.305	-10.118506	69.047043	0.76720554	183.21703	0
2006-03-05 00:00:00	2.2693104	5.1234754	97052.422	-2.2978882	87.307243	1	97.112952	6.9260881e-13
2006-03-06 00:00:00	6.4926958	-3.8281503	97034.57	-5.8122925	74.460968	0.81965242	170.12401	0
2006-03-07 00:00:00	3.8303828	-2.3397681	97711.969	-8.8704895	68.226143	0.67044709	217.46724	0
2006-03-08 00:00:00	2.1200975	2.806014	97750	-2.5585083	68.180717	0.75192271	194.96547	7.8563868e-14
2006-03-09 00:00:00	3.6690653	0.27086806	96976.633	0.063562012	82.599426	0.56914429	243.7797	4.9345923e-13
2006-03-10 00:00:00	2.4914698	2.9482476	97534.156	0.1954895	73.087044	0.33798878	290.1115	0
2006-03-11 00:00:00	2.416142	2.7122181	97440.406	3.5623108	75.356529	0.78649627	187.93944	6.4490469e-14
2006-03-12 00:00:00	0.039554421	-4.5824117	96941.734	0.043359375	84.132423	1	83.366069	8.750198e-13
2006-03-13 00:00:00	1.4124031	-5.554573	97582.039	-9.3869385	74.326027	0.48226687	279.05497	0
2006-03-14 00:00:00	-1.4106663	3.3060693	98200.555	-5.4848694	74.565903	0.87104901	167.59739	5.3397602e-14
2006-03-15 00:00:00	1.390365	1.474587	98519.078	1.9174744	80.546532	0.54663164	265.18358	1.8895748e-13
2006-03-16 00:00:00	-2.8455046	4.7537294	98474.617	5.3111206	83.585114	0.87630731	164.88066	0
2006-03-17 00:00:00	0.20068183	5.2854404	97090.188	8.4582764	85.871307	1	104.86337	6.7220553e-14
2006-03-18 00:00:00	6.7760226	-2.9873611	96848.164	1.5650269	73.927399	0.56752317	269.47214	4.9513649e-14
2006-03-19 00:00:00	1.5349764	-2.2242645	97844.516	-4.8994812	49.903278	0.72863845	229.57441	0
2006-03-20 00:00:00	-6.6077905	1.8422704	97200.023	1.8268066	89.679108	1	38.337699	3.1109418e-12
2006-03-21 00:00:00	4.6547732	3.8271095	96256.914	10.420038	84.268242	0.89780886	162.02299	2.7901352e-13
2006-03-22 00:00:00	3.9750195	-1.9417217	97303.031	0.0091491699	71.688698	0.82434146	198.8111	0
2006-03-23 00:00:00	1.2002208	3.3660672	97467.039	4.3819824	83.559265	1	69.563376	1.5841122e-13
