Results from FLAKE simulations.
 No     time         Ts            Tm            Tb            ufr_a         ufr_w         Wconv         Qw            Q_se          Q_la          I_w           Q_lwa         Q_lww         h_ML          C_T           H_B1          T_B1          Qbot          H_ice         H_snow        T_ice         T_snow   
        0   0.00000       17.2000       17.2000       8.00000      0.780949E-01  0.269505E-02   0.00000      -138.814      -13.6309      -46.1397       221.709       0.00000      -398.938       11.5500      0.500000       5.00000       4.00000      0.873600       0.00000       0.00000       0.00000       0.00000    
        1   1.00000       17.8694       17.3460       8.00000      0.152425      0.525329E-02  0.931936E-02  -178.112      -35.5637      -81.8943       42.9630       0.00000      -402.630       10.3249      0.500000       5.00000       4.00000      0.873600       0.00000       0.00000       0.00000       0.00000    
        2   2.00000       17.5394       17.1037       7.85687      0.522517E-01  0.180201E-02   0.00000      -72.2087      -3.12302      -11.8077       163.199       0.00000      -400.807       10.6059      0.550483       5.00000       4.00000      0.842340       0.00000       0.00000       0.00000       0.00000    
        3   3.00000       18.7213       17.2642       7.85687      0.100246      0.344915E-02   0.00000      -94.3776       6.28528      -24.7268       259.435       0.00000      -407.365       8.72144      0.547629       5.00000       4.00000      0.842340       0.00000       0.00000       0.00000       0.00000    
        4   4.00000       21.1972       17.5566       7.85687      0.165936      0.568142E-02   0.00000      -110.077       5.76205      -46.1700       204.162       0.00000      -421.365       5.77483      0.545786       5.00000       4.00000      0.842340       0.00000       0.00000       0.00000       0.00000    
        5   5.00000       21.5061       17.7226       7.85687      0.965275E-01  0.330293E-02  0.421638E-02  -185.853      -13.9132      -63.3233       304.852       0.00000      -423.136       5.66839      0.544333       5.00000       4.00000      0.842340       0.00000       0.00000       0.00000       0.00000    
        6   6.00000       21.7919       17.9330       7.88992      0.123983      0.423997E-02  0.776310E-02  -281.048      -36.4431      -128.185       294.938       0.00000      -424.780       5.66840      0.545097       5.00000       4.00000      0.849560       0.00000       0.00000       0.00000       0.00000    
        7   7.00000       21.7518       17.9561       7.88074      0.719397E-01  0.246039E-02  0.666856E-02  -238.590      -27.3848      -90.0357       296.193       0.00000      -424.549       5.77884      0.547645       5.00000       4.00000      0.847553       0.00000       0.00000       0.00000       0.00000    
        8   8.00000       21.8970       18.0571       7.89727      0.945848E-01  0.323393E-02  0.738442E-02  -191.936      -24.3425      -86.9654       164.873       0.00000      -425.386       5.78569      0.549584       5.00000       4.00000      0.851163       0.00000       0.00000       0.00000       0.00000    
        9   9.00000       21.7324       18.0073       7.87789      0.760094E-01  0.259968E-02  0.832668E-02  -184.649      -28.5324      -76.2258       75.2321       0.00000      -424.437       5.92363      0.551945       5.00000       4.00000      0.846931       0.00000       0.00000       0.00000       0.00000    
