Results from FLAKE simulations.
 No     time         Ts            Tm            Tb            ufr_a         ufr_w         Wconv         Qw            Q_se          Q_la          I_w           Q_lwa         Q_lww         h_ML          C_T           H_B1          T_B1          Qbot          H_ice         H_snow        T_ice         T_snow   
        0   0.00000       17.2000       17.2000       8.00000      0.152061      0.524763E-02   0.00000      -155.701       6.06122      -72.9023       319.581       0.00000      -398.938       11.5500      0.500000       5.00000       4.00000      0.873600       0.00000       0.00000       0.00000       0.00000    
        1   1.00000       17.4902       17.4902       17.4902      0.142204      0.490468E-02  0.201193E-02  -253.147      -18.8970      -131.262       328.610       0.00000      -400.536       11.5500      0.500000       5.00000       4.00000       2.94626       0.00000       0.00000       0.00000       0.00000    
        2   2.00000       17.6193       17.6193       17.6193      0.121693      0.419617E-02   0.00000      -240.426      -19.3602      -110.684       348.539       0.00000      -401.247       11.5500      0.500000       5.00000       4.00000       2.97445       0.00000       0.00000       0.00000       0.00000    
        3   3.00000       17.8064       17.8064       17.8064      0.700107E-01  0.241320E-02   0.00000      -150.775      -8.26682      -54.1758       271.098       0.00000      -402.281       11.5500      0.500000       5.00000       4.00000       3.01532       0.00000       0.00000       0.00000       0.00000    
        4   4.00000       18.0319       18.0152       17.8064      0.636000E-01  0.219126E-02   0.00000      -113.300      -1.72109      -31.6228       259.116       0.00000      -403.530       9.84392      0.500000       5.00000       4.00000       3.01532       0.00000       0.00000       0.00000       0.00000    
        5   5.00000       18.3575       18.2695       17.8064      0.134561      0.463316E-02   0.00000      -68.3075       2.78363      -24.6055       135.216       0.00000      -405.338       7.86138      0.500000       5.00000       4.00000       3.01532       0.00000       0.00000       0.00000       0.00000    
        6   6.00000       18.5501       18.3832       17.8064      0.175489      0.604008E-02  0.828868E-02  -217.629      -42.6426      -111.568       99.3745       0.00000      -406.410       6.36841      0.500000       5.00000       4.00000       3.01532       0.00000       0.00000       0.00000       0.00000    
        7   7.00000       18.1672       18.1672       18.1672      0.133783      0.460811E-02  0.896683E-02  -170.812      -35.3703      -72.2639       74.0091       0.00000      -404.281       11.5500      0.500000       5.00000       4.00000       3.09412       0.00000       0.00000       0.00000       0.00000    
        8   8.00000       17.9893       17.9893       17.9893       0.00000      0.909061E-04   0.00000      -61.6304      0.384759E-01 -0.649319E-02   231.264       0.00000      -403.294       11.5500      0.500000       5.00000       4.00000       3.05526       0.00000       0.00000       0.00000       0.00000    
        9   9.00000       18.2892       18.2859       17.9893      0.226308      0.779322E-02   0.00000      -64.3228       23.2880      -37.8922       176.486       0.00000      -404.958       11.2951      0.500000       5.00000       4.00000       3.05526       0.00000       0.00000       0.00000       0.00000    
