"",-33.000,-32.500,-32.000,-31.500,-31.000,-30.500,-30.000,-29.500,-29.000,-28.500,-28.000,-27.500,-27.000,-26.500,-26.000,-25.500,-25.000,-24.500,-24.000,-23.500,-23.000,-22.500,-22.000,-21.500,-21.000,-20.500,-20.000,-19.500,-19.000,-18.500,-18.000,-17.500,-17.000,-16.500,-16.000,-15.500,-15.000,-14.500,-14.000,-13.500,-13.000,-12.500,-12.000,-11.500,-11.000,-10.500,-10.000,-9.500,-9.000,-8.500,-8.000,-7.500,-7.000,-6.500,-6.000,-5.500,-5.000,-4.500,-4.000,-3.500,-3.000,-2.500,-2.000,-1.500,-1.000,-0.500,0.000
149.0000,NaN,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010
150.0000,NaN,7.7083E-009,7.7083E-009,1.3866E-008,1.1262E-008,1.6149E-008,2.3468E-008,2.9505E-008,3.4786E-008,4.5360E-008,6.9090E-008,1.6279E-007,4.7581E-007,8.8415E-007,1.2369E-006,1.2282E-006,1.3432E-006,1.2998E-006,1.1727E-006,9.0275E-007,9.5016E-007,1.2163E-006,1.7737E-006,1.5668E-006,2.0625E-006,2.4191E-006,2.6286E-006,2.5797E-006,2.4319E-006,2.0113E-006,1.4248E-006,6.0844E-008,4.6208E-008,5.9307E-008,1.0434E-006,8.4740E-007,5.1944E-008,4.0334E-008,3.2391E-008,3.6172E-008,3.2857E-008,3.0767E-008,2.7038E-008,3.4099E-008,2.9232E-008,3.0393E-008,3.0897E-008,1.9651E-008,1.1961E-008,9.1265E-009,6.1817E-009,4.7154E-009,3.5711E-009,2.9462E-009,2.4382E-009,2.1138E-009,1.6543E-009,1.5019E-009,1.3706E-009,1.3459E-009,2.0079E-009,1.8986E-009,2.0288E-009,7.5365E-008,3.8397E-005,5.9388E-005,5.9388E-005
151.0000,NaN,3.7928E-007,3.7928E-007,5.0967E-007,5.3211E-007,5.1341E-007,6.1919E-007,8.5100E-007,1.1662E-006,1.3711E-006,1.4752E-006,1.7788E-006,2.0272E-006,2.1099E-006,2.2093E-006,2.3998E-006,2.4690E-006,2.4798E-006,2.6775E-006,2.7472E-006,2.8550E-006,2.9513E-006,3.1763E-006,3.2294E-006,3.5171E-006,3.6707E-006,3.7255E-006,3.6506E-006,3.6024E-006,3.4767E-006,3.4346E-006,2.5321E-006,2.5421E-006,2.4759E-006,3.0512E-006,2.7096E-006,2.1213E-006,2.0581E-006,2.0565E-006,2.0108E-006,1.9603E-006,2.0219E-006,2.0016E-006,2.1283E-006,2.0226E-006,1.9519E-006,1.8423E-006,1.5673E-006,1.3211E-006,1.1454E-006,1.0160E-006,9.5264E-007,9.3576E-007,8.8894E-007,8.6148E-007,9.3914E-007,9.3546E-007,9.0406E-007,8.5951E-007,1.1886E-006,2.6437E-006,1.9748E-006,1.9029E-006,4.2104E-006,6.7445E-006,1.0521E-005,1.0521E-005
152.0000,NaN,3.5991E-007,3.5991E-007,5.1167E-007,4.8209E-007,4.3929E-007,5.5560E-007,8.0327E-007,9.1512E-007,1.0364E-006,1.0934E-006,1.2928E-006,1.4818E-006,1.4797E-006,1.5272E-006,1.6376E-006,1.6693E-006,1.6651E-006,1.7814E-006,1.8100E-006,1.8558E-006,1.8878E-006,1.9988E-006,2.0045E-006,2.1570E-006,2.2352E-006,2.2598E-006,2.2144E-006,2.1832E-006,2.1092E-006,2.0627E-006,1.9593E-006,1.9240E-006,1.8915E-006,1.9888E-006,1.8302E-006,1.6438E-006,1.6251E-006,1.5688E-006,1.6972E-006,1.7363E-006,1.7576E-006,1.7380E-006,1.8226E-006,1.7306E-006,1.7011E-006,1.6467E-006,1.4445E-006,1.2901E-006,1.1947E-006,1.1105E-006,1.1474E-006,1.2044E-006,1.2478E-006,1.3369E-006,1.5871E-006,1.7014E-006,1.8179E-006,1.8203E-006,1.7743E-006,1.4913E-006,1.5151E-006,2.7189E-006,1.6552E-005,1.4215E-005,4.2372E-005,4.2372E-005
153.0000,NaN,1.0753E-006,1.0753E-006,1.4130E-006,1.3702E-006,1.3072E-006,1.6021E-006,2.2619E-006,2.6574E-006,2.9913E-006,3.1537E-006,3.6560E-006,4.1194E-006,4.1015E-006,4.2108E-006,4.4581E-006,4.5239E-006,4.4943E-006,4.7493E-006,4.7871E-006,4.8590E-006,4.8981E-006,5.1240E-006,5.1033E-006,5.4326E-006,5.5862E-006,5.6095E-006,5.4663E-006,5.3493E-006,5.1268E-006,4.9650E-006,4.6933E-006,4.6441E-006,4.6696E-006,5.0381E-006,4.7645E-006,4.3519E-006,4.2992E-006,4.1030E-006,4.3287E-006,4.3305E-006,4.3211E-006,4.2515E-006,4.4562E-006,4.2605E-006,4.2222E-006,4.1390E-006,3.7082E-006,3.3950E-006,3.2178E-006,3.0265E-006,3.0861E-006,3.2247E-006,3.4210E-006,3.6936E-006,4.1608E-006,4.4856E-006,4.7443E-006,4.7834E-006,4.6797E-006,4.7594E-006,1.0741E-005,2.6401E-005,5.2264E-005,2.7686E-005,1.2786E-004,1.2786E-004
154.0000,NaN,8.5305E-007,8.5305E-007,1.1032E-006,1.0441E-006,9.5251E-007,1.1541E-006,1.5589E-006,1.9207E-006,2.1359E-006,2.1986E-006,2.5478E-006,2.8586E-006,2.7896E-006,2.8159E-006,2.9567E-006,2.9508E-006,2.8754E-006,3.0146E-006,2.9926E-006,2.9993E-006,2.9820E-006,3.0927E-006,3.0334E-006,3.2108E-006,3.2734E-006,3.2606E-006,3.1507E-006,3.0678E-006,2.9293E-006,2.8395E-006,2.6929E-006,2.6900E-006,2.7349E-006,3.0076E-006,2.8745E-006,2.6381E-006,2.6143E-006,2.4746E-006,2.5882E-006,2.5563E-006,2.5248E-006,2.4679E-006,2.5922E-006,2.4898E-006,2.4983E-006,2.4931E-006,2.2761E-006,2.1280E-006,2.0537E-006,1.9506E-006,1.9926E-006,2.0714E-006,2.1701E-006,2.2889E-006,2.5081E-006,2.6788E-006,2.9364E-006,3.2276E-006,3.4407E-006,3.2783E-006,3.3675E-006,8.4502E-006,1.9598E-005,1.4817E-005,4.4459E-005,4.4459E-005
155.0000,NaN,9.0981E-007,9.0981E-007,1.2240E-006,1.1207E-006,1.0245E-006,1.2794E-006,1.7887E-006,1.9608E-006,2.1753E-006,2.2414E-006,2.5714E-006,2.8618E-006,2.7824E-006,2.7962E-006,2.9167E-006,2.8967E-006,2.8161E-006,2.9294E-006,2.8976E-006,2.8917E-006,2.8657E-006,2.9558E-006,2.8968E-006,3.0473E-006,3.0966E-006,3.0776E-006,2.9723E-006,2.8920E-006,2.7632E-006,2.6805E-006,2.5483E-006,2.5519E-006,2.6063E-006,2.8663E-006,2.7491E-006,2.5323E-006,2.5070E-006,2.3748E-006,2.4774E-006,2.4439E-006,2.4113E-006,2.3581E-006,2.4796E-006,2.3922E-006,2.4139E-006,2.4263E-006,2.2354E-006,2.1088E-006,2.0518E-006,1.9606E-006,2.0086E-006,2.0878E-006,2.1830E-006,2.2986E-006,2.5190E-006,2.6935E-006,2.9336E-006,3.1707E-006,3.4489E-006,3.8238E-006,4.0543E-006,1.1765E-005,2.7306E-005,2.4682E-005,2.8818E-005,2.8818E-005
156.0000,NaN,7.4729E-007,7.4729E-007,1.0030E-006,9.1539E-007,8.1982E-007,1.0222E-006,1.4226E-006,1.5606E-006,1.7257E-006,1.7637E-006,2.0226E-006,2.2481E-006,2.1723E-006,2.1738E-006,2.2642E-006,2.2419E-006,2.1680E-006,2.2546E-006,2.2208E-006,2.2103E-006,2.1844E-006,2.2480E-006,2.1963E-006,2.3060E-006,2.3394E-006,2.3226E-006,2.2417E-006,2.1805E-006,2.0841E-006,2.0225E-006,1.9248E-006,1.9300E-006,1.9745E-006,2.1762E-006,2.0900E-006,1.9271E-006,1.9079E-006,1.8072E-006,1.8847E-006,1.8589E-006,1.8346E-006,1.7966E-006,1.8946E-006,1.8353E-006,1.8619E-006,1.8829E-006,1.7447E-006,1.6542E-006,1.6158E-006,1.5465E-006,1.5841E-006,1.6428E-006,1.7115E-006,1.7952E-006,1.9620E-006,2.0936E-006,2.2847E-006,2.4903E-006,2.6870E-006,2.6665E-006,2.5449E-006,2.0311E-006,1.9040E-005,2.8071E-005,3.2695E-005,3.2695E-005
157.0000,NaN,4.6949E-007,4.6949E-007,6.6722E-007,5.8223E-007,5.0008E-007,6.4130E-007,8.2266E-007,8.9094E-007,9.8696E-007,1.0076E-006,1.1537E-006,1.2810E-006,1.2347E-006,1.2334E-006,1.2823E-006,1.2666E-006,1.2222E-006,1.2687E-006,1.2471E-006,1.2390E-006,1.2218E-006,1.2571E-006,1.2255E-006,1.2875E-006,1.3055E-006,1.2955E-006,1.2490E-006,1.2149E-006,1.1606E-006,1.1272E-006,1.0720E-006,1.0759E-006,1.1015E-006,1.2183E-006,1.1693E-006,1.0762E-006,1.0670E-006,1.0090E-006,1.0543E-006,1.0397E-006,1.0267E-006,1.0057E-006,1.0644E-006,1.0319E-006,1.0502E-006,1.0658E-006,9.8868E-007,9.3904E-007,9.1861E-007,8.7872E-007,9.0016E-007,9.3299E-007,9.7127E-007,1.0184E-006,1.1156E-006,1.1927E-006,1.3034E-006,1.4117E-006,1.5068E-006,1.5679E-006,1.6644E-006,2.5653E-007,6.5603E-006,3.6593E-005,2.0092E-005,2.0092E-005
