par_id,rmse,nse,r,bias,mae,nmae
p0001,4.42990447556123,-0.329449107031005,0.859600723079404,-1.62786408553706,3.45958924836183,0.214436188953423
p0002,4.71202605103848,-0.504174976743304,0.869881472949552,-3.78132069531839,3.80832372562142,0.22900201044967
p0003,4.05083288286416,-0.111659150854433,0.831599223923983,-3.1402732977507,3.21729779788268,0.183165002603793
p0004,4.67477383120137,-0.480485650429037,0.858671841584945,-2.67550868278338,3.39726662027409,0.21432123141013
p0005,4.50203090656364,-0.373092952472591,0.86118677504112,0.0200136195353098,3.9778855320844,0.235574578719142
p0006,4.59161754492311,-0.42828346094674,0.809006830306807,-2.99985801670406,3.34799011667253,0.201212983452835
p0007,4.4742906606922,-0.356223860648324,0.876695124470831,-1.11100704254586,3.67819367163681,0.227901275299068
p0008,4.63965609964698,-0.458325855932125,0.826714106928607,-3.60640759753464,3.70171869402649,0.216206205002003
p0009,4.82477059766926,-0.577016842429288,0.86686574886737,-4.16484448472094,4.16641499866398,0.242341067279147
p0010,3.5028180355831,0.168775858270646,0.817183961198325,-0.887736172082423,2.74454664226934,0.161064409762816
p0011,5.09593527168817,-0.759263125168032,0.853523540926322,0.252093147700206,4.61539514875682,0.272982799473747
p0012,4.08071222717243,-0.128119048576264,0.841802798628936,-1.40313946947969,3.08442152180351,0.18759655943262
p0013,4.55554536290848,-0.405930151960837,0.844429853966028,-1.96823821158531,3.51087633207966,0.216475354208961
p0014,4.94161389860187,-0.654324164533678,0.849180313540768,-3.40349461775634,3.64004964777725,0.225920184307208
p0015,3.34435662436694,0.242281033851131,0.832684836101318,-0.197455343634855,2.73026249357331,0.158292301681903
p0016,3.73076411133794,0.0570719080159451,0.820423546708468,-1.14051082030536,2.84294365333742,0.168314497826538
p0017,4.74977986550018,-0.528375116077121,0.870306759385666,-0.105763923156727,4.16800765210255,0.250497806055789
p0018,4.2503096021201,-0.223838542144957,0.839460068511083,-3.3246600724733,3.40811360782544,0.197287758337098
p0019,4.02033660349892,-0.094984132585485,0.814146425969952,-2.57228594610815,2.99903104537883,0.176290831588041
p0020,4.2549364802744,-0.22650452861016,0.868646862836047,-2.00829143867341,3.14679760193124,0.197776398948415
p0021,4.24936163882559,-0.223292687961101,0.891367857103307,-2.13077190110399,3.15934168502544,0.202848429354795
p0022,3.81553843031763,0.0137326455688891,0.813046742514323,-1.74101484104674,2.78816400182457,0.167386348454581
p0023,3.44412700913188,0.196397441122433,0.831110389070384,-0.571651118196185,2.73849181447547,0.160416144495177
p0024,5.02520979654959,-0.710769068307937,0.870621213953196,-3.39491560281465,3.72950676228886,0.235320414411803
p0025,4.49385468253923,-0.368110080834164,0.877447219766052,-2.27102075009562,3.3488010987597,0.213125604215456
p0026,5.1734681979168,-0.813203552923819,0.847029266402724,0.693435170734069,4.68309484943903,0.271578906101432
p0027,4.64085570123431,-0.459080065353042,0.887578924328081,-3.30227078471189,3.45118290592401,0.218409740500309
p0028,4.16412644292392,-0.174710391327955,0.894574366606468,-2.10649638901552,3.04735505101134,0.196393951747145
p0029,3.33664918277312,0.245769504597935,0.827661561235697,-0.38090169987117,2.69976782941196,0.156807685877877
p0030,4.81722351785901,-0.572087048125937,0.864126471366599,-3.32798460586931,3.52125116668998,0.220655519854675
p0031,3.340505761152,0.244024981957143,0.85082466243336,-1.34273751486058,2.50911878792424,0.149741691928039
p0032,4.51594714050189,-0.381594811283569,0.877606124737229,-0.589587160226521,3.82820544193033,0.234178994456567
p0033,4.72726830267971,-0.513921992103332,0.86600709428593,-2.25833074864894,3.58493615822251,0.226426612662162
p0034,4.32097110041089,-0.264869490392975,0.792199828291743,-2.77836467983833,3.18673883858563,0.187472887454915
p0035,5.15735120215605,-0.80192374108967,0.846413124575838,-0.176091251364702,4.60550355991017,0.274457090781209
p0036,4.82065923021523,-0.574330317509838,0.889451711157962,-3.47744246898102,3.63201808336637,0.230024584366943
p0037,5.69324717427402,-1.19585203533259,0.868561528166143,1.89371195661772,5.2808481902838,0.303942324686279
p0038,4.25767283226496,-0.228082567339623,0.778304087687172,-2.33224572277465,3.08927356296688,0.183688000411242
p0039,5.74430042529766,-1.23541048939579,0.865075016366836,1.718938040798,5.32798327610601,0.307123816024829
p0040,4.50979147713888,-0.377830889347205,0.875339338299497,-1.05067275251588,3.731534558976,0.230481200938867
p0041,5.38441993138474,-0.964087538819351,0.849921286525676,0.770721218362192,4.96004986604778,0.288985647532487
p0042,4.53789722242392,-0.395058131146982,0.824326031497177,-2.78124406618425,3.20950239686232,0.196705715710172
p0043,4.58700489298367,-0.425415249370236,0.865769827955195,0.223681911153702,4.06645974655626,0.240800026988689
p0044,5.09029581937559,-0.755371478102727,0.853998248579524,-4.18365179157347,4.20241315520984,0.250050196921789
p0045,4.23445754247768,-0.214726648969292,0.86018906479895,-2.32413315590052,3.10726939005433,0.193433768108563
p0046,5.11735774760522,-0.774085522440556,0.843716692040042,-0.129746168176784,4.54366791890314,0.269637960225812
p0047,4.23378644087195,-0.214341645507931,0.815569526003714,-3.15191270698445,3.2445786335723,0.187215169034526
p0048,4.13948136513588,-0.160846663755585,0.781117596483206,-2.33931758988996,3.02119999232308,0.178054373138478
p0049,4.91397580588854,-0.635870879992633,0.872328552663924,-3.32850168009817,3.59136183422489,0.227280559841397
p0050,5.07364261627114,-0.743904663298444,0.86269672873717,-3.70329742675716,3.78633092370998,0.235944636708245
p0051,3.46791059214191,0.185260488611175,0.777847591494531,-1.28740446677047,2.56212329321579,0.15237488843424
p0052,4.47343939993366,-0.355707850216905,0.876997211374169,-1.74074907047744,3.48379510360153,0.219624508318306
p0053,3.52433862240185,0.158530745604335,0.806436411897537,-0.875710186128614,2.74850713413427,0.16097747605148
p0054,4.61344018907793,-0.441892168508843,0.900280008313192,-3.3220254705846,3.47270270939208,0.221207055828517
p0055,4.54798053261555,-0.401264720480999,0.870688125264874,-1.4296115502872,3.68215553613671,0.229002882687078
p0056,3.85734013501493,-0.00799613287433831,0.802037524649142,-1.5795156132212,2.89799448942002,0.170906939903905
p0057,4.7573881927071,-0.533275423726913,0.846924807143429,-1.73189280332306,3.79803967826221,0.234513272722859
p0058,4.58230610699048,-0.422496442482024,0.865296490961127,0.168881122684962,4.05503290433441,0.240395450394853
p0059,4.296412927727,-0.250532615677397,0.886081696637139,-1.65746483310985,3.2961163323418,0.209466749266373
p0060,5.41126816126008,-0.983723356000758,0.846430127501137,-4.47948111799288,4.493793239205,0.267383816803414
p0061,5.51811121116175,-1.06283215144024,0.869243807527144,1.63365559134594,5.10417158938025,0.29547641801712
p0062,5.19460399388384,-0.828049216486457,0.847557783044262,-0.0295616956631606,4.65101248953251,0.276049577715004
p0063,3.45324659983084,0.192136141301462,0.813373075714797,-0.790149238793076,2.71058523518836,0.158750685099188
p0064,2.52689447190269,0.567429195288339,0.82613341450988,-0.962701431273774,1.80877139198551,0.106824064061617
p0065,5.65275032161969,-1.16472434128609,0.868798175040995,1.88012580843537,5.24282418965818,0.302177353838927
p0066,4.85107883529062,-0.594261868344068,0.887963598649287,-3.79903029430142,3.84093711248324,0.237959152953337
p0067,3.30156839169228,0.261545757327094,0.826481180000174,-0.3310171399477,2.69269309753155,0.155925475809924
p0068,4.43477052733712,-0.332371391820561,0.882482705899437,-0.369438938928773,3.78177182563587,0.230828467049149
p0069,4.59210382763613,-0.428586006325686,0.8702767377822,-1.18064852188073,3.78565358869716,0.233899547639789
p0070,4.56948085795125,-0.414544839225973,0.856256885356599,-0.809455651337632,3.87840933343287,0.234617076507321
p0071,2.93800228692823,0.415227079977157,0.808037900126355,-0.281286749172048,2.32461001497417,0.134299229464816
p0072,5.01377300398568,-0.702990906953535,0.85732577961883,-2.95697993436621,3.69399745373004,0.23360201044846
p0073,4.56949540513756,-0.414553845798369,0.873617696003866,-0.776342863181302,3.86388956420971,0.2369501169275
p0074,4.21961666223885,-0.206226848912114,0.802395212056123,-2.63720873057341,3.06223750001294,0.18208030734572
p0075,4.72302249180755,-0.511203745769072,0.87207480798796,-0.143439475176356,4.14715433989363,0.248768694073396
p0076,4.43916791350163,-0.335014981277568,0.827867063553775,-3.66167815034989,3.68625390792565,0.20816799233634
p0077,5.52552096712617,-1.06837584010733,0.862617903543207,-4.50759877424614,4.52474119848856,0.274774868872638
p0078,3.78049449741949,0.0317662555418763,0.832791144842808,-1.65917507463633,2.75126305136208,0.167433042204573
p0079,3.54818470374574,0.147105266945688,0.776170566907436,-1.43136527750268,2.60944278103727,0.154995696807926
p0080,3.38136047216679,0.225420610487718,0.787459873125385,-1.13367955606478,2.49079599794603,0.148779968761232
p0081,4.43524399512824,-0.332655901970859,0.876506690747236,-1.55995115602665,3.48764806595828,0.218932405525303
p0082,4.18398407637785,-0.1859408805081,0.851339985435369,-1.52200141408996,3.20627118920293,0.196700745058903
p0083,4.07990812567944,-0.127674502238843,0.891962215247943,-1.15485691273785,3.2136026643705,0.202828787390793
p0084,4.14567875661053,-0.164325170345036,0.795637765277095,-2.22449100140265,2.98214504658466,0.178750557124535
p0085,4.22190869548007,-0.207537613908474,0.888555328589256,-2.01175735593342,3.14326966732917,0.201035583159994
p0086,3.40085759951214,0.216462315239079,0.827055031751427,-1.39009414958605,2.56206750912147,0.151030010814967
p0087,4.35051926457226,-0.282227792511102,0.8081025452373,-2.54239008746111,3.1385239495467,0.188997646504424
p0088,4.61041903183165,-0.440004311963678,0.79474430495232,-2.96340425593209,3.38598142268619,0.202604707158044
p0089,4.91352753460505,-0.635572433064876,0.815731380584871,-3.60344977413687,3.71006717562965,0.221400788587511
p0090,5.14036601796838,-0.790074399583411,0.858212942764218,0.433916302847608,4.67584153949322,0.275655269034606
p0091,4.35519078601866,-0.284982944357821,0.845874609092142,-1.44600655346754,3.48109917124774,0.211888010175075
p0092,4.92385923684283,-0.642457919415746,0.85174535479463,-2.42174316509338,3.81216733307634,0.237331499591165
