datetime	Ten_Meter_Uwind_vector_meterPerSecond	Ten_Meter_Vwind_vector_meterPerSecond	Air_Temperature_celsius	Shortwave_Radiation_Downwelling_wattPerMeterSquared	Vapour_Pressure_milliBar	Longwave_Radiation_Downwelling_wattPerMeterSquared	Precipitation_meterPerHour
140	1.5690027	0.93444806	8.4226929	38.816246	8.9329628	325.13297	7.7386934e-09
141	1.0774997	0.58220583	14.058588	89.779472	13.394608	365.27115	3.6949456e-09
142	2.8101933	3.188834	20.598016	290.45123	15.289978	347.14087	0
143	3.2937808	-1.7858481	18.882715	234.96886	15.492684	370.54858	0
144	-2.2497535	-2.7632935	11.079126	48.769524	10.375697	354.39938	1.1590374e-09
145	-3.5597999	-1.3098625	10.556512	132.55196	10.157733	352.76755	0
146	-5.0484567	2.1108665	10.584222	13.617076	11.803521	364.36359	9.9781034e-09
147	2.4609852	3.0814261	18.421838	238.54817	19.170887	376.23685	3.3597553e-09
148	1.6822807	-3.7842145	14.780206	244.10266	13.455552	337.23273	0
149	-1.5985315	0.52906561	13.514856	216.72455	11.962404	327.83014	0
150	-1.7202636	4.1085677	12.942224	41.997097	13.507162	367.45032	1.6735177e-09
151	-0.42086568	0.57158858	16.264948	159.53003	17.086356	378.55591	2.0800524e-09
152	-0.37293205	2.6211693	20.057001	253.60239	18.367624	369.25296	1.8079587e-11
153	3.4166429	3.4955049	21.959894	199.5721	21.426374	377.32181	1.0320069e-08
154	1.0703129	-2.1983647	18.454614	297.99817	17.16223	351.72043	5.0903745e-09
155	3.2508402	-1.2884259	15.627008	288.30713	12.843643	330.2135	3.6358157e-10
156	1.5919824	-0.11804086	14.07644	289.53339	10.630161	316.72726	0
157	1.2007173	1.0013154	16.474908	161.16603	14.430393	368.84439	3.6632646e-09
158	-0.26543382	-0.095995694	13.762933	73.540642	12.982784	350.63159	0
159	0.6121273	1.5629305	18.584955	252.33672	16.607283	377.97742	1.1067093e-10
160	3.4525111	1.9788749	24.058832	274.74689	20.491041	388.02841	3.0954296e-10
161	1.7598106	-0.22910593	22.848077	147.75729	20.389958	397.55872	4.8495737e-09
162	-1.3865463	-3.2748091	16.910425	21.511478	18.557292	399.23563	2.0211493e-08
163	-0.1323168	-4.8049068	13.752039	320.02954	12.1628	325.33173	0
164	2.3840914	2.7457941	16.773248	260.26215	14.150305	338.42548	9.2288938e-11
165	3.7741747	-3.4426661	15.744958	309.46976	12.993368	336.27466	6.999854e-10
166	0.61437935	-3.9996731	14.582086	319.8989	11.087478	317.30536	0
167	0.08278738	3.3641853	17.273859	250.43971	12.450797	339.31763	0
168	2.3541379	5.8052478	16.226648	28.673178	14.965025	378.90851	7.150337e-09
169	0.34793064	-0.46182239	16.293207	85.094147	17.795389	393.40305	6.1210934e-09
170	-0.24655674	-3.6805763	14.613458	138.10495	15.400368	372.87134	4.5972829e-09
171	0.26339123	-0.12352142	13.884271	247.978	13.060323	334.09418	8.3232347e-10
172	-0.042206921	2.008225	15.644403	269.96118	12.884486	335.31839	6.2610456e-12
173	-2.656497	3.4667752	13.775415	152.54396	13.445077	352.68854	2.1368279e-10
174	2.2859309	2.4051549	16.235315	274.0098	15.014543	360.18668	2.7961927e-09
175	3.8209484	-0.36610171	16.493829	311.8779	13.273163	331.40005	0
176	1.4115312	-0.3747063	18.50274	299.00339	13.608842	345.84601	0
177	0.51164412	2.0676475	20.999445	249.5582	15.528089	366.14423	0
178	0.52363694	4.6786284	19.912225	90.503853	19.786995	399.92172	7.1900534e-09
179	4.367743	1.335243	18.580743	110.09444	19.608279	399.22073	4.4122347e-09
180	4.0527616	-2.7324696	18.553613	274.70401	17.627395	363.58139	9.7942939e-10
181	2.0586615	-3.4023626	18.108514	314.24783	14.077372	333.76981	0
182	2.5352147	0.061926786	20.288171	293.96564	14.212088	335.8631	0
183	3.93942	1.5622506	23.71142	266.29279	18.919894	377.01343	0
184	4.5827932	2.5385358	26.192377	273.77582	20.49599	395.1723	0
185	4.27495	2.144453	26.086267	270.9617	20.344837	394.22278	0
186	3.6632595	-1.1755775	23.318475	270.95868	16.883307	382.93768	1.9342724e-10
187	-1.114941	-4.0417304	20.474969	291.88593	16.505154	365.07925	2.0808932e-10
188	-3.0680904	-0.80876338	19.303766	302.71692	14.468771	344.62277	0
189	-1.0392387	1.2877102	20.286279	302.54718	14.305292	343.00403	0
190	0.9180094	2.4794214	23.072626	306.76611	14.254443	348.63309	0
191	1.9216168	2.9792197	23.515192	301.56064	15.148394	356.85141	0
192	2.3670173	4.0399609	23.957666	232.27003	19.505756	390.09119	3.2203877e-10
193	0.87776327	-1.7171725	23.451868	278.76447	20.253236	392.2356	8.5444594e-10
194	-0.70150065	0.41965249	23.426538	293.10519	16.609972	364.42279	0
195	3.5402544	-0.71776485	24.063196	277.17065	17.080623	391.91998	2.0196912e-10
196	1.1341029	-2.9490192	19.459802	299.96857	13.318318	340.27475	0
197	0.85911721	2.4445915	22.001794	287.00137	13.944293	348.59592	0
198	1.5497009	1.2949758	23.078577	270.78323	16.578777	379.76797	1.891256e-10
199	0.83061171	0.1110808	23.898309	286.51804	16.847688	377.72321	0
200	3.0536332	1.7443867	25.145959	284.15335	16.932014	377.51648	0
201	3.5162673	-1.683107	24.104364	267.06403	19.208381	386.35739	1.3509894e-09
202	0.75187248	2.0942216	22.771448	177.68686	17.223713	374.23303	2.2493422e-10
203	2.7381122	-0.32275936	22.674768	218.70828	19.692078	391.40878	3.4619817e-10
204	-0.59381104	-2.3916478	22.167749	291.02087	14.802462	359.40051	0
205	-3.5442739	1.6979114	20.522699	114.47655	14.294185	365.15707	7.8213793e-10
206	0.89098108	2.0394893	21.377649	210.34018	22.593152	403.80475	3.5495301e-09
207	6.5876684	0.26718995	20.227106	160.78574	18.252466	380.92804	1.0776163e-09
208	4.282856	-0.46723402	19.029779	279.24094	15.576073	340.87302	0
209	3.1170969	-0.24887669	21.650171	277.82495	16.724259	360.17667	0
210	-1.9400374	-0.35543925	21.593256	123.44731	16.393944	375.22552	0
211	-2.4621286	-2.245723	18.012109	94.381012	16.969913	383.323	1.1478697e-09
212	-1.5880518	2.3455875	17.297876	158.98413	16.139294	360.87357	5.2178984e-10
213	2.4012291	3.5192235	20.597925	260.87497	19.899326	389.14792	1.2534683e-09
214	5.3604517	-1.9177029	20.441095	270.90808	16.599483	364.4075	0
215	4.1245537	-2.2152312	17.949854	260.02191	13.691359	340.51822	0
216	2.9599688	-2.598038	16.9638	221.78094	12.998635	342.95276	0
217	-0.18379559	0.8225053	18.431024	133.79128	14.859399	363.97906	0
218	2.3734941	0.85377103	20.47558	259.8783	16.541688	379.13727	4.9933791e-10
219	4.8674092	0.20217885	20.655084	269.15305	14.380877	351.56558	0
220	2.4606495	2.0952451	22.469659	144.22627	15.61138	375.88535	0
