"",-33.000,-32.500,-32.000,-31.500,-31.000,-30.500,-30.000,-29.500,-29.000,-28.500,-28.000,-27.500,-27.000,-26.500,-26.000,-25.500,-25.000,-24.500,-24.000,-23.500,-23.000,-22.500,-22.000,-21.500,-21.000,-20.500,-20.000,-19.500,-19.000,-18.500,-18.000,-17.500,-17.000,-16.500,-16.000,-15.500,-15.000,-14.500,-14.000,-13.500,-13.000,-12.500,-12.000,-11.500,-11.000,-10.500,-10.000,-9.500,-9.000,-8.500,-8.000,-7.500,-7.000,-6.500,-6.000,-5.500,-5.000,-4.500,-4.000,-3.500,-3.000,-2.500,-2.000,-1.500,-1.000,-0.500,0.000
149.0000,NaN,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000
150.0000,NaN,0.0000E+000,5.0936E-060,5.1747E-059,7.9428E-058,6.1130E-057,3.4118E-056,2.0834E-055,1.4875E-054,7.7652E-054,4.4372E-053,2.1664E-052,8.8151E-052,4.3993E-051,2.1867E-050,1.0218E-049,5.2851E-049,3.0037E-048,1.5362E-047,8.6767E-047,4.3721E-046,2.4261E-045,1.3092E-044,8.8117E-044,5.2209E-043,3.1564E-042,1.9587E-041,1.3307E-040,9.6561E-040,7.8811E-039,6.9595E-038,6.9979E-037,7.1569E-036,7.1788E-035,5.8810E-034,5.2346E-033,5.3207E-032,5.3641E-031,5.8919E-030,6.2471E-029,6.8864E-028,7.6902E-027,8.8270E-026,8.9435E-025,9.4927E-024,9.5270E-023,9.2587E-022,1.0351E-020,1.2789E-019,1.7121E-018,2.4846E-017,3.7663E-016,5.8820E-015,8.6227E-014,1.1510E-012,1.5519E-011,2.3610E-010,4.2311E-009,6.7531E-008,3.3555E-007,3.9333E-007,4.1129E-007,2.6587E-007,4.0812E-007,4.9746E-007,8.0011E-007,0.0000E+000
151.0000,NaN,0.0000E+000,2.0830E-035,9.4286E-035,1.6364E-034,4.5174E-035,1.0742E-034,8.6533E-034,3.0805E-033,9.0147E-033,2.8937E-032,7.3301E-032,1.5999E-031,4.5246E-031,1.2356E-030,3.0734E-030,8.2869E-030,2.4012E-029,6.4238E-029,1.8613E-028,5.5184E-028,1.7053E-027,5.0254E-027,1.6101E-026,4.6038E-026,1.3330E-025,3.9636E-025,1.2626E-024,4.1559E-024,1.4831E-023,5.4964E-023,2.2308E-022,8.7476E-022,3.2970E-021,1.0252E-020,3.7051E-020,1.4933E-019,5.6499E-019,2.3828E-018,8.7110E-018,3.3696E-017,1.2902E-016,4.9746E-016,1.6509E-015,5.9679E-015,1.9585E-014,6.2262E-014,2.2823E-013,8.4394E-013,3.0991E-012,1.2115E-011,4.3187E-011,1.4514E-010,4.4586E-010,1.1951E-009,2.4747E-009,4.0324E-009,4.2595E-009,2.3131E-009,8.2521E-010,1.1240E-008,4.5606E-008,1.1759E-007,3.0783E-007,2.3262E-007,3.4572E-007,0.0000E+000
152.0000,NaN,0.0000E+000,4.7533E-031,2.1083E-030,3.0274E-030,6.2267E-031,1.4999E-030,1.2941E-029,4.0136E-029,1.0156E-028,2.7853E-028,5.9331E-028,1.1418E-027,2.6996E-027,6.2897E-027,1.3512E-026,3.1569E-026,8.0717E-026,1.8586E-025,4.7082E-025,1.2133E-024,3.2612E-024,8.2298E-024,2.3009E-023,5.5714E-023,1.3817E-022,3.5223E-022,9.6309E-022,2.6952E-021,8.1616E-021,2.5245E-020,8.5282E-020,2.7272E-019,8.3725E-019,2.0901E-018,6.2432E-018,2.0589E-017,6.1874E-017,2.0565E-016,5.8035E-016,1.7455E-015,5.1483E-015,1.5193E-014,3.8064E-014,1.0579E-013,2.6384E-013,6.3719E-013,1.7742E-012,4.8354E-012,1.2735E-011,3.4716E-011,8.4155E-011,1.9076E-010,3.9703E-010,7.3493E-010,1.1190E-009,1.5178E-009,1.7105E-009,1.6737E-009,1.5977E-009,3.0165E-009,1.7533E-008,6.3986E-008,1.2483E-007,6.1826E-008,9.7214E-008,0.0000E+000
153.0000,NaN,0.0000E+000,4.8481E-029,2.1526E-028,2.8499E-028,5.1352E-029,1.2742E-028,1.1083E-027,3.1990E-027,7.7094E-027,2.0340E-026,3.9179E-026,6.9323E-026,1.5439E-025,3.3671E-025,6.6980E-025,1.4622E-024,3.5464E-024,7.4846E-024,1.7818E-023,4.2770E-023,1.0746E-022,2.4920E-022,6.4998E-022,1.4457E-021,3.3146E-021,7.8176E-021,1.9851E-020,5.1125E-020,1.4181E-019,3.9831E-019,1.2117E-018,3.4683E-018,9.5210E-018,2.1285E-017,5.7489E-017,1.6969E-016,4.5311E-016,1.3280E-015,3.3008E-015,8.7393E-015,2.2664E-014,5.8683E-014,1.2948E-013,3.1698E-013,6.9791E-013,1.4897E-012,3.6408E-012,8.6352E-012,1.9637E-011,4.5782E-011,9.5097E-011,1.8570E-010,3.3688E-010,5.5616E-010,7.8589E-010,1.0261E-009,1.1660E-009,1.1980E-009,1.0744E-009,3.5918E-010,1.0204E-008,6.8046E-008,1.3253E-007,5.0642E-008,9.8326E-008,0.0000E+000
154.0000,NaN,0.0000E+000,7.3863E-028,3.2820E-027,4.0846E-027,6.7878E-028,1.7394E-027,1.4518E-026,4.1727E-026,9.6264E-026,2.4307E-025,4.4704E-025,7.4994E-025,1.6140E-024,3.3908E-024,6.4578E-024,1.3559E-023,3.1532E-023,6.3901E-023,1.4530E-022,3.3283E-022,7.9587E-022,1.7569E-021,4.3404E-021,9.1796E-021,2.0021E-020,4.4935E-020,1.0835E-019,2.6459E-019,6.9228E-019,1.8260E-018,5.1635E-018,1.3685E-017,3.4723E-017,7.2749E-017,1.8325E-016,5.0239E-016,1.2479E-015,3.3597E-015,7.7233E-015,1.8819E-014,4.4956E-014,1.0673E-013,2.1777E-013,4.8960E-013,9.9747E-013,1.9802E-012,4.4725E-012,9.7912E-012,2.0520E-011,4.3792E-011,8.3602E-011,1.5067E-010,2.5491E-010,3.9764E-010,5.4245E-010,6.9558E-010,8.0678E-010,9.1926E-010,1.0724E-009,7.2333E-010,5.8678E-009,7.8144E-008,1.0302E-007,4.5345E-008,6.9569E-008,0.0000E+000
155.0000,NaN,0.0000E+000,8.8996E-027,3.9800E-026,4.9431E-026,7.9344E-027,2.0649E-026,1.6806E-025,4.8813E-025,1.0972E-024,2.7268E-024,4.8442E-024,7.6883E-024,1.6366E-023,3.3332E-023,6.0890E-023,1.2427E-022,2.8070E-022,5.4722E-022,1.2036E-021,2.6580E-021,6.1267E-021,1.3011E-020,3.1052E-020,6.3199E-020,1.3254E-019,2.8520E-019,6.5731E-019,1.5254E-018,3.7790E-018,9.3980E-018,2.5114E-017,6.3094E-017,1.5263E-016,3.0267E-016,7.2091E-016,1.8595E-015,4.3202E-015,1.0937E-014,2.3598E-014,5.4035E-014,1.2112E-013,2.7128E-013,5.2283E-013,1.1138E-012,2.1488E-012,4.0161E-012,8.4759E-012,1.7266E-011,3.3596E-011,6.6392E-011,1.1826E-010,1.9978E-010,3.1863E-010,4.7447E-010,6.3262E-010,8.1323E-010,9.8936E-010,1.2132E-009,1.4272E-009,4.7742E-009,1.4433E-007,1.3812E-007,1.1045E-007,8.9605E-008,8.8181E-008,0.0000E+000
156.0000,NaN,0.0000E+000,1.2670E-024,5.2872E-024,6.6828E-024,1.0908E-024,2.5079E-024,2.1037E-023,5.5990E-023,1.1957E-022,2.7103E-022,4.5615E-022,7.0449E-022,1.3565E-021,2.5707E-021,4.4642E-021,8.4329E-021,1.7467E-020,3.1752E-020,6.3930E-020,1.2988E-019,2.7391E-019,5.2769E-019,1.1422E-018,2.0836E-018,3.9283E-018,7.6369E-018,1.5979E-017,3.3662E-017,7.5876E-017,1.7117E-016,4.1510E-016,9.3059E-016,1.9858E-015,3.4304E-015,7.3654E-015,1.7342E-014,3.6202E-014,8.3040E-014,1.5847E-013,3.2612E-013,6.5774E-013,1.3229E-012,2.2362E-012,4.2587E-012,7.2223E-012,1.1872E-011,2.2650E-011,4.1574E-011,7.2588E-011,1.3110E-010,2.1131E-010,3.2802E-010,4.9308E-010,7.1661E-010,9.7256E-010,1.4130E-009,2.2576E-009,4.5067E-009,1.0549E-008,2.5356E-008,2.7061E-008,7.3451E-008,1.3838E-007,1.5553E-007,2.1886E-007,0.0000E+000
157.0000,NaN,0.0000E+000,1.7640E-023,7.4033E-023,8.6344E-023,1.2579E-023,2.9966E-023,2.5178E-022,6.4935E-022,1.3245E-021,2.8679E-021,4.5328E-021,6.4967E-021,1.1924E-020,2.1318E-020,3.4564E-020,6.1475E-020,1.1978E-019,2.0466E-019,3.8676E-019,7.3396E-019,1.4403E-018,2.6052E-018,5.2308E-018,8.9854E-018,1.5914E-017,2.9076E-017,5.6975E-017,1.1268E-016,2.3704E-016,4.9822E-016,1.1130E-015,2.2963E-015,4.5015E-015,7.2940E-015,1.4535E-014,3.1708E-014,6.1726E-014,1.2987E-013,2.2927E-013,4.3279E-013,8.0158E-013,1.4743E-012,2.3084E-012,4.0474E-012,6.4168E-012,9.9784E-012,1.7982E-011,3.1460E-011,5.2710E-011,9.1258E-011,1.4273E-010,2.1771E-010,3.2821E-010,4.8999E-010,6.9728E-010,1.0264E-009,1.4288E-009,1.8267E-009,2.0626E-009,3.0186E-009,2.5169E-008,3.9298E-008,4.6318E-008,7.1764E-008,1.6678E-007,0.0000E+000
