Results from FLAKE simulations.
 No     time         Ts            Tm            Tb            ufr_a         ufr_w         Wconv         Qw            Q_se          Q_la          I_w           Q_lwa         Q_lww         h_ML          C_T           H_B1          T_B1          Qbot          H_ice         H_snow        T_ice         T_snow   
        0   0.00000       17.2000       17.2000       8.00000      0.927091E-01  0.319939E-02   0.00000      -131.380      -8.94160      -37.5699       261.996       0.00000      -398.938       11.5500      0.500000       5.00000       4.00000      0.873600       0.00000       0.00000       0.00000       0.00000    
        1   1.00000       18.3931       17.4310       8.00000      0.152974      0.526679E-02  0.625638E-02  -279.960      -26.6146      -145.605       326.508       0.00000      -405.536       9.41162      0.500000       5.00000       4.00000      0.873600       0.00000       0.00000       0.00000       0.00000    
        2   2.00000       18.4763       17.5122       8.02018      0.122096      0.420299E-02  0.801478E-02  -249.070      -36.6270      -126.126       212.038       0.00000      -405.999       9.45979      0.509477       5.00000       4.00000      0.878007       0.00000       0.00000       0.00000       0.00000    
        3   3.00000       18.3573       17.4446       7.98738      0.152262      0.524265E-02  0.435340E-02  -243.983      -16.5990      -126.851       317.385       0.00000      -405.337       9.61551      0.525477       5.00000       4.00000      0.870843       0.00000       0.00000       0.00000       0.00000    
        4   4.00000       18.5083       17.5737       8.02907      0.698677E-01  0.240495E-02   0.00000      -156.458      -12.8895      -62.3585       220.322       0.00000      -406.177       9.61825      0.533230       5.00000       4.00000      0.879949       0.00000       0.00000       0.00000       0.00000    
        5   5.00000       18.6503       17.6858       8.02907      0.548927E-01  0.188896E-02   0.00000      -222.651      -19.9019      -81.2777       351.644       0.00000      -406.969       9.57712      0.531612       5.00000       4.00000      0.879949       0.00000       0.00000       0.00000       0.00000    
        6   6.00000       19.1558       17.9139       8.02907      0.540718E-01  0.185885E-02   0.00000      -206.607      -15.6452      -81.9275       315.485       0.00000      -409.796       9.12067      0.530655       5.00000       4.00000      0.879949       0.00000       0.00000       0.00000       0.00000    
        7   7.00000       19.5152       18.1061       8.02907      0.119588      0.410821E-02  0.689403E-02  -200.113      -23.4424      -97.8786       198.598       0.00000      -411.816       8.87649      0.530001       5.00000       4.00000      0.879949       0.00000       0.00000       0.00000       0.00000    
        8   8.00000       19.4862       18.1018       8.03576      0.214220      0.735954E-02   0.00000      -124.928       4.48354      -51.0157       251.763       0.00000      -411.652       8.95233      0.537597       5.00000       4.00000      0.881411       0.00000       0.00000       0.00000       0.00000    
        9   9.00000       21.7436       18.3260       8.03576      0.193168      0.660661E-02  0.912875E-02  -336.202      -34.5469      -200.391       269.158       0.00000      -424.502       6.10179      0.528540       5.00000       4.00000      0.881411       0.00000       0.00000       0.00000       0.00000    
       10   10.0000       21.4058       18.2050       7.96544      0.993235E-01  0.339929E-02  0.659198E-02  -233.728      -22.9312      -103.658       283.309       0.00000      -422.560       6.38460      0.532510       5.00000       4.00000      0.866053       0.00000       0.00000       0.00000       0.00000    
       11   11.0000       21.5208       18.2916       7.98483      0.179289      0.613467E-02  0.837778E-02  -237.309      -33.2366      -126.632       171.889       0.00000      -423.221       6.39771      0.534797       5.00000       4.00000      0.870286       0.00000       0.00000       0.00000       0.00000    
       12   12.0000       21.2329       18.1735       7.93725      0.193468      0.662360E-02  0.843857E-02  -337.680      -39.2539      -179.703       334.126       0.00000      -421.569       6.61436      0.538479       5.00000       4.00000      0.859894       0.00000       0.00000       0.00000       0.00000    
       13   13.0000       21.1416       18.1655       7.92603      0.155475      0.532385E-02  0.768254E-02  -259.293      -23.2041      -141.395       259.064       0.00000      -421.046       6.75576      0.542532       5.00000       4.00000      0.857445       0.00000       0.00000       0.00000       0.00000    
       14   14.0000       21.0829       18.1635       7.92287      0.124837      0.427523E-02  0.649145E-02  -180.509      -12.9092      -91.9416       195.289       0.00000      -420.710       6.85780      0.546059       5.00000       4.00000      0.856756       0.00000       0.00000       0.00000       0.00000    
       15   15.0000       21.0925       18.1882       7.92961      0.807034E-01  0.276375E-02   0.00000      -170.322      -8.25117      -56.6664       313.562       0.00000      -420.765       6.90526      0.548670       5.00000       4.00000      0.858226       0.00000       0.00000       0.00000       0.00000    
