"datetime","PAR_umolm2s"
2008-04-16,555.848583333333
2008-04-17,565.791944444444
2008-04-18,557.270590277778
2008-04-19,553.154916666667
2008-04-20,524.3128125
2008-04-21,534.955111111111
2008-04-22,518.473208333333
2008-04-23,524.17375
2008-04-24,526.170631944444
2008-04-25,542.5094375
2008-04-26,396.947375
2008-04-27,220.123055555556
2008-04-28,76.0481736111111
2008-04-29,71.9606319444444
2008-04-30,297.626520833333
2008-05-01,413.369048611111
2008-05-02,160.235090277778
2008-05-03,54.504375
2008-05-04,147.717152777778
2008-05-05,589.166395833333
2008-05-06,476.239611111111
2008-05-07,540.201368055556
2008-05-08,428.957722222222
2008-05-09,439.812402777778
2008-05-10,463.278729166667
2008-05-11,609.7365625
2008-05-12,429.828131944444
2008-05-13,569.045923611111
2008-05-14,621.824888888889
2008-05-15,195.494618055556
2008-05-16,351.467861111111
2008-05-17,572.9513125
2008-05-18,352.839215277778
2008-05-19,416.776458333333
2008-05-20,466.202284722222
2008-05-21,439.768368055556
2008-05-22,371.337486111111
2008-05-23,423.281034722222
2008-05-24,485.274076388889
2008-05-25,648.836194444444
2008-05-26,584.155243055556
2008-05-27,534.662423611111
2008-05-28,629.613541666667
2008-05-29,657.338611111111
2008-05-30,609.152340277778
2008-05-31,212.249208333333
2008-06-01,371.5555
2008-06-02,455.674138888889
2008-06-03,391.349819444444
2008-06-04,98.8135902777778
2008-06-05,143.712722222222
2008-06-06,76.5062777777778
2008-06-07,553.300027777778
2008-06-08,676.874034722222
2008-06-09,581.900868055556
2008-06-10,638.325868055556
2008-06-11,583.410076388889
2008-06-12,684.429201388889
2008-06-13,678.417034722222
2008-06-14,505.112027777778
2008-06-15,258.663111111111
2008-06-16,293.783736111111
2008-06-17,430.855069444444
2008-06-18,445.455444444444
2008-06-19,529.469166666667
2008-06-20,398.155458333333
2008-06-21,569.956986111111
2008-06-22,246.718375
2008-06-23,152.506131944444
2008-06-24,386.394909722222
2008-06-25,497.859680555556
2008-06-26,217.733270833333
2008-06-27,415.311430555556
2008-06-28,130.293590277778
2008-06-29,326.870784722222
2008-06-30,528.506215277778
2008-07-01,539.959972222222
2008-07-02,569.6180625
2008-07-03,432.905020833333
2008-07-04,566.06075
2008-07-05,489.080381944444
2008-07-06,572.260395833333
2008-07-07,526.916069444444
2008-07-08,506.518881944444
2008-07-09,408.292826388889
2008-07-10,576.070659722222
2008-07-11,348.561458333333
2008-07-12,389.125951388889
2008-07-13,263.7285
2008-07-14,285.455715277778
2008-07-15,579.825
2008-07-16,640.099229166667
2008-07-17,584.033013888889
2008-07-18,468.866708333333
2008-07-19,424.503395833333
2008-07-20,181.355854166667
2008-07-21,135.115847222222
2008-07-22,386.022326388889
2008-07-23,90.3662916666667
2008-07-24,109.453604166667
2008-07-25,520.204034722222
2008-07-26,518.953680555556
2008-07-27,348.309743055556
2008-07-28,425.498333333333
2008-07-29,463.971368055556
2008-07-30,545.302284722222
2008-07-31,359.6434375
2008-08-01,385.584020833333
2008-08-02,331.776923611111
2008-08-03,302.926958333333
2008-08-04,359.489993055556
2008-08-05,375.183368055556
2008-08-06,83.4270416666667
2008-08-07,299.7165625
2008-08-08,251.660069444444
2008-08-09,446.358895833333
2008-08-10,420.931715277778
2008-08-11,125.697236111111
2008-08-12,303.8091875
2008-08-13,506.502805555556
2008-08-14,476.0988125
2008-08-15,303.415909722222
2008-08-16,402.788986111111
2008-08-17,458.197618055556
2008-08-18,433.905604166667
2008-08-19,294.086402777778
2008-08-20,454.912354166667
2008-08-21,506.536715277778
2008-08-22,498.6948125
2008-08-23,469.487215277778
2008-08-24,459.717402777778
2008-08-25,325.775333333333
2008-08-26,475.593055555556
2008-08-27,495.532972222222
2008-08-28,417.714402777778
2008-08-29,349.935569444444
2008-08-30,227.855909722222
2008-08-31,409.107534722222
2008-09-01,440.857708333333
2008-09-02,375.222583333333
2008-09-03,380.093916666667
2008-09-04,385.397840277778
2008-09-05,406.516868055556
2008-09-06,160.093090277778
2008-09-07,283.405965277778
2008-09-08,401.419118055556
2008-09-09,109.987166666667
2008-09-10,380.063277777778
2008-09-11,402.635326388889
2008-09-12,80.4230347222222
2008-09-13,273.608541666667
2008-09-14,154.987958333333
2008-09-15,367.272652777778
2008-09-16,328.082881944444
2008-09-17,384.926375
2008-09-18,388.354125
2008-09-19,381.766875
2008-09-20,379.003319444444
2008-09-21,280.054388888889
2008-09-22,301.743763888889
2008-09-23,331.16425
2008-09-24,315.148451388889
2008-09-25,268.128048611111
2008-09-26,61.9169444444444
2008-09-27,106.250430555556
2008-09-28,144.444243055556
2008-09-29,179.547090277778
2008-09-30,17.9974375
2008-10-07,430.368989795918
2008-10-08,252.569576388889
2008-10-09,261.245340277778
2008-10-10,294.662659722222
2008-10-11,274.804041666667
2008-10-12,286.35875
2008-10-13,159.313340277778
2008-10-14,165.789243055556
2008-10-15,239.751298611111
2008-10-16,49.3753541666667
2008-10-17,245.720409722222
2008-10-18,259.812013888889
2008-10-19,244.473548611111
2008-10-20,241.051319444444
2008-10-21,101.85975
2008-10-22,113.9975
2008-10-23,242.030111111111
2008-10-24,250.770930555556
2008-10-25,70.4363125
2008-10-26,228.636368055556
2008-10-27,155.657583333333
2008-10-28,29.6405347222222
2008-10-29,56.8708611111111
2008-10-30,137.732555555556
2008-10-31,212.483916666667
2008-11-01,177.623388888889
2008-11-02,202.088146666667
2008-11-03,79.7309305555556
2008-11-04,191.191819444444
2008-11-05,145.580111111111
2008-11-06,71.2551666666667
2008-11-07,110.652319444444
2008-11-08,73.3792291666667
2008-11-09,103.208951388889
2008-11-10,100.505875
2008-11-11,99.0465833333333
2008-11-12,176.8919375
2008-11-13,36.9483125
2008-11-14,46.2603611111111
2008-11-15,21.0512361111111
2008-11-16,0
2008-11-17,142.470054945055
2008-11-18,105.532881944444
2008-11-19,124.895416666667
2008-11-20,159.114479166667
2008-11-21,147.806972222222
2008-11-22,112.719208333333
2008-11-23,144.336340277778
2008-11-24,100.830826388889
2008-11-25,20.4509444444444
2008-11-26,109.058416666667
2008-11-27,119.199555555556
2008-11-28,64.8998888888889
2008-11-29,107.611909722222
2008-11-30,43.7321944444444
2008-12-01,84.1030833333333
2008-12-02,106.959972222222
2008-12-03,148.425659722222
2008-12-04,51.2742847222222
2008-12-05,NA
2008-12-06,105.632138888889
2008-12-07,43.1101875
2008-12-08,125.384784722222
2008-12-09,65.4756736111111
2008-12-10,27.9444375
2008-12-11,24.6587013888889
2008-12-12,48.9387291666667
2008-12-13,129.357513888889
2008-12-14,78.2646527777778
2008-12-15,45.2753125
2008-12-16,65.7685069444444
2008-12-17,30.0068055555556
2008-12-18,70.5749652777778
2008-12-19,35.3817083333333
2008-12-20,53.3351597222222
2008-12-21,17.7680486111111
2008-12-22,77.7077847222222
2008-12-23,84.7402152777778
2008-12-24,34.2087847222222
2008-12-25,NA
2008-12-26,NA
2008-12-27,27.4317916666667
2008-12-28,58.8451944444444
2008-12-29,50.5580916666667
2008-12-30,248.639797101449
2008-12-31,165.627810810811
2009-01-01,NA
2009-01-02,NA
2009-01-03,NA
2009-01-04,NA
2009-01-05,NA
2009-01-06,NA
2009-01-07,NA
2009-01-08,NA
2009-01-09,NA
2009-01-10,NA
2009-01-11,NA
2009-01-12,NA
2009-01-13,NA
2009-01-14,NA
2009-01-15,0.0136666666666667
2009-02-06,NA
2009-02-18,301.328405940594
2009-02-19,NA
2009-02-23,349.68
2009-02-24,311.967215277778
2009-02-25,301.544444444444
2009-02-26,187.986340277778
2009-02-27,80.3918263888889
2009-02-28,334.284541666667
2009-03-01,180.134993055556
2009-03-02,119.498743055556
2009-03-03,346.663611111111
2009-03-04,341.760222222222
2009-03-05,338.014833333333
2009-03-06,124.485298611111
2009-03-07,271.811868055556
2009-03-08,NA
2009-03-09,136.072611111111
2009-03-10,257.487159722222
2009-03-11,87.3594583333333
2009-03-12,297.439222222222
2009-03-13,360.2820625
2009-03-14,382.505305555556
2009-03-15,380.496229166667
2009-03-16,347.904118055556
2009-03-17,370.572381944444
2009-03-18,221.477916666667
2009-03-19,196.010159722222
2009-03-20,388.346340277778
2009-03-21,361.241513888889
2009-03-22,224.749465277778
2009-03-23,404.698069444444
2009-03-24,392.276034722222
2009-03-25,414.991645833333
2009-03-26,247.339986111111
2009-03-27,314.078861111111
2009-03-28,383.884895833333
2009-03-29,94.3580555555556
2009-03-30,78.0941180555556
2009-03-31,306.327375
2009-04-01,227.183666666667
2009-04-02,375.197972222222
2009-04-03,137.301229166667
2009-04-04,168.511569444444
2009-04-05,291.435215277778
2009-04-06,79.48775
2009-04-07,128.444423611111
2009-04-08,193.3285625
2009-04-09,429.145888888889
2009-04-10,450.911145833333
2009-04-11,235.623534722222
2009-04-12,305.5960625
2009-04-13,451.325006944444
2009-04-14,467.500576388889
2009-04-15,74.8665454545455
2009-07-28,1278.16
2009-07-29,512.1875
2009-07-30,315.838916666667
2009-07-31,96.7043055555555
2009-08-01,473.193583333333
2009-08-02,163.539583333333
2009-08-03,495.450430555556
2009-08-04,540.8324375
2009-08-05,358.754923611111
2009-08-06,423.031409722222
2009-08-07,456.131027777778
2009-08-08,NA
2009-08-09,245.163291666667
2009-08-10,272.004090277778
2009-08-11,NA
2009-08-12,352.523979166667
2009-08-13,167.8045
2009-08-14,479.454131944444
2009-08-15,433.381402777778
2009-08-16,425.892083333333
2009-08-17,420.539201388889
2009-08-18,419.913215277778
2009-08-19,438.530354166667
2009-08-20,407.107555555556
2009-08-21,187.897222222222
2009-08-22,186.918659722222
2009-08-23,192.691180555556
2009-08-24,280.16025
2009-08-25,391.165875
2009-08-26,252.381041666667
2009-08-27,397.159236111111
2009-08-28,351.055798611111
2009-08-29,80.3880416666667
2009-08-30,348.609076388889
2009-08-31,365.676548611111
2009-09-01,398.270840277778
2009-09-02,420.095972222222
2009-09-03,403.845166666667
2009-09-04,398.458409722222
2009-09-05,380.347701388889
2009-09-06,445.954590277778
2009-09-07,239.937895833333
2009-09-08,381.680118055556
2009-09-09,312.080868055556
2009-09-10,304.262256944444
2009-09-11,207.152847222222
2009-09-12,88.3817638888889
2009-09-13,262.545270833333
2009-09-14,361.412659722222
2009-09-15,257.672881944444
2009-09-16,291.253652777778
2009-09-17,236.863493055556
2009-09-18,227.194847222222
2009-09-19,323.009958333333
2009-09-20,391.291715277778
2009-09-21,394.635020833333
2009-09-22,168.9084375
2009-09-23,171.708090277778
2009-09-24,305.819090277778
2009-09-25,292.398090277778
2009-09-26,385.270597222222
2009-09-27,93.3902916666667
2009-09-28,248.757444444444
2009-09-29,199.151243055556
2009-09-30,131.141666666667
2009-10-01,157.182604166667
2009-10-02,235.579472222222
2009-10-03,33.1432777777778
2009-10-04,219.570576388889
2009-10-05,170.608597222222
2009-10-06,175.313805555556
2009-10-07,131.696527777778
2009-10-08,176.4881875
2009-10-09,55.1684722222222
2009-10-10,103.863340277778
2009-10-11,223.246
2009-10-12,261.074416666667
2009-10-13,76.6887986111111
2009-10-14,226.579277777778
2009-10-15,137.251701388889
2009-10-16,158.068986111111
2009-10-17,232.205625
2009-10-18,53.7290069444444
2009-10-19,186.415743055556
2009-10-20,162.510972222222
2009-10-21,193.865416666667
2009-10-22,136.459930555556
2009-10-23,166.432381944444
2009-10-24,18.8785902777778
2009-10-25,233.580583333333
2009-10-26,208.345111111111
2009-10-27,70.4538958333333
2009-10-28,25.6105138888889
2009-10-29,163.872770833333
2009-10-30,65.5740555555556
2009-10-31,127.031388888889
2009-11-01,157.206746666667
2009-11-02,228.804743055556
2009-11-03,131.383548611111
2009-11-04,140.357958333333
2009-11-05,79.5467083333333
2009-11-06,85.9180902777778
2009-11-07,167.364236111111
2009-11-08,194.400291666667
2009-11-09,161.424763888889
2009-11-10,86.1977916666667
2009-11-11,142.7484375
2009-11-12,120.989583333333
2009-11-13,123.104020833333
2009-11-14,17.3560625
2009-11-15,108.8275
2009-11-16,142.248381944444
2009-11-17,141.346965277778
2009-11-18,153.321236111111
2009-11-19,151.497048611111
2009-11-20,100.6671875
2009-11-21,124.833298611111
2009-11-22,153.432104166667
2009-11-23,53.1337361111111
2009-11-24,88.3449166666667
2009-11-25,53.8380277777778
2009-11-26,109.213784722222
2009-11-27,24.3791180555556
2009-11-28,108.046930555556
2009-11-29,135.319930555556
2009-11-30,25.42725
2009-12-01,97.1131388888889
2009-12-02,122.677451388889
2009-12-03,91.4925486111111
2009-12-04,116.667194444444
2009-12-05,30.7808333333333
2009-12-06,96.0247708333333
2009-12-07,51.7114305555556
2009-12-08,98.8649791666667
2009-12-09,17.7496875
2009-12-10,69.0234583333333
2009-12-11,97.3758611111111
2009-12-12,NA
2009-12-13,58.6744305555556
2009-12-14,70.7518402777778
2009-12-15,35.1021805555556
2009-12-16,81.3184236111111
2009-12-17,73.4137013888889
2009-12-18,50.0737916666667
2009-12-19,58.877
2009-12-20,50.7256527777778
2009-12-21,65.4596180555556
2009-12-22,NA
2009-12-23,54.8074513888889
2009-12-24,68.8379236111111
2009-12-25,36.0874930555556
2009-12-26,21.8154375
2009-12-27,31.7959027777778
2009-12-28,36.3244722222222
2009-12-29,71.5082708333333
2009-12-30,64.2172777777778
2009-12-31,0
2010-01-01,89.5297941176471
2010-01-02,35.5561041666667
2010-01-03,45.6961527777778
2010-01-04,82.7680833333333
2010-01-05,76.9405763888889
2010-01-06,79.0284166666667
2010-01-07,86.9486666666667
2010-01-08,58.6610625
2010-01-09,NA
2010-01-10,NA
2010-01-11,NA
2010-01-12,88.0539513888889
2010-01-13,NA
2010-01-14,80.215625
2010-01-15,42.1687013888889
2010-01-16,94.8831041666667
2010-01-17,65.1211875
2010-01-18,94.0374166666667
2010-01-19,48.5654166666667
2010-01-20,90.2302569444444
2010-01-21,115.09025
2010-01-22,NA
2010-01-23,NA
2010-01-24,NA
2010-01-25,35.5518680555556
2010-01-26,86.5262291666667
2010-01-27,65.1666597222222
2010-01-28,86.6687361111111
2010-01-29,NA
2010-01-30,NA
2010-01-31,NA
2010-02-01,113.945465277778
2010-02-02,96.1535833333333
2010-02-03,101.693972222222
2010-02-04,119.838715277778
2010-02-05,NA
2010-02-06,NA
2010-02-07,NA
2010-02-08,108.276631944444
2010-02-09,107.5336875
2010-02-10,90.4278055555556
2010-02-11,157.944534722222
2010-02-12,143.532138888889
2010-02-13,114.518798611111
2010-02-14,106.134625
2010-02-15,102.970423611111
2010-02-16,NA
2010-02-17,87.3605347222222
2010-02-18,128.495104166667
2010-02-19,NA
2010-02-20,NA
2010-02-21,137.958722222222
2010-02-22,140.766770833333
2010-02-23,59.2280625
2010-02-24,79.5726944444445
2010-02-25,103.321527777778
2010-02-26,107.6479375
2010-02-27,151.4289375
2010-02-28,140.533868055556
2010-03-01,124.985826388889
2010-03-02,158.401208333333
2010-03-03,118.075743055556
2010-03-04,149.347798611111
2010-03-05,NA
2010-03-06,207.259770833333
2010-03-07,203.0581875
2010-03-08,186.663506944444
2010-03-09,NA
2010-03-10,208.338798611111
2010-03-11,110.804402777778
2010-03-12,75.753375
2010-03-13,132.148430555556
2010-03-14,NA
2010-03-15,88.6335763888889
2010-03-16,187.279520833333
2010-03-17,220.738652777778
2010-03-18,223.667479166667
2010-03-19,NA
2010-03-20,170.604444444444
2010-03-21,206.013222222222
2010-03-22,131.113486111111
2010-03-23,NA
2010-03-24,208.828548611111
2010-03-25,226.189576388889
2010-03-26,308.719458333333
2010-03-27,NA
2010-03-28,NA
2010-03-29,67.4070763888889
2010-03-30,56.5287569444444
2010-03-31,87.2303055555556
2010-04-01,351.311826388889
2010-04-02,393.941458333333
2010-04-03,425.4806875
2010-04-04,378.789118055556
2010-04-05,297.603993055556
2010-04-06,101.764347222222
2010-04-07,354.731756944444
2010-04-08,136.162347222222
2010-04-09,84.4582986111111
2010-04-10,329.161326388889
2010-04-11,421.52775
2010-04-12,332.959243055556
2010-04-13,419.346270833333
2010-04-14,409.842611111111
2010-04-15,399.411861111111
2010-04-16,81.6144097222222
2010-04-17,111.5955
2010-04-18,195.015222222222
2010-04-19,295.670888888889
2010-04-20,333.552118055556
2010-04-21,82.9868229166667
2010-05-17,NA
2010-05-18,NA
2010-05-19,NA
2010-05-20,NA
2010-05-21,607.305611111111
2010-05-22,384.3556875
2010-05-23,420.957402777778
2010-05-24,522.400354166667
2010-05-25,512.194479166667
2010-05-26,482.594965277778
2010-05-27,453.298243055556
2010-05-28,511.913201388889
2010-05-29,345.643576388889
2010-05-30,451.679875
2010-05-31,513.079493055556
2010-06-01,221.944645833333
2010-06-02,514.609395833333
2010-06-03,198.820506944444
2010-06-04,425.643041666667
2010-06-05,350.599881944444
2010-06-06,119.2438125
2010-06-07,363.492243055556
2010-06-08,385.72
2010-06-09,329.5384375
2010-06-10,82.0438402777778
2010-06-11,320.941965277778
2010-06-12,112.783659722222
2010-06-13,88.4936458333333
2010-06-14,253.358027777778
2010-06-15,485.177013888889
2010-06-16,237.096645833333
2010-06-17,141.0553125
2010-06-18,514.058208333333
2010-06-19,534.899611111111
2010-06-20,392.717131944444
2010-06-21,470.595861111111
2010-06-22,422.250097222222
2010-06-23,369.970993055556
2010-06-24,302.969097222222
2010-06-25,467.811381944444
2010-06-26,313.911819444444
2010-06-27,266.372263888889
2010-06-28,230.367
2010-06-29,429.423611111111
2010-06-30,434.0134375
2010-07-01,288.541
2010-07-02,478.349097222222
2010-07-03,534.9849375
2010-07-04,377.954659722222
2010-07-05,502.764381944444
2010-07-06,505.093041666667
2010-07-07,484.461034722222
2010-07-08,363.004798611111
2010-07-09,415.654590277778
2010-07-10,151.201055555556
2010-07-11,411.240590277778
2010-07-12,488.6719375
2010-07-13,324.925930555556
2010-07-14,160.864715277778
2010-07-15,374.6853125
2010-07-16,378.125527777778
2010-07-17,408.175451388889
2010-07-18,415.154659722222
2010-07-19,315.218770833333
2010-07-20,305.158722222222
2010-07-21,423.156756944444
2010-07-22,314.771256944444
2010-07-23,236.2460625
2010-07-24,317.869944444444
2010-07-25,207.428722222222
2010-07-26,470.607472222222
2010-07-27,474.398847222222
2010-07-28,429.557236111111
2010-07-29,380.311201388889
2010-07-30,409.843270833333
2010-07-31,468.6239375
2010-08-01,402.695395833333
2010-08-02,340.761131944444
2010-08-03,196.630784722222
2010-08-04,401.251673611111
2010-08-05,167.625361111111
2010-08-06,381.6048125
2010-08-07,410.660645833333
2010-08-08,444.457013888889
2010-08-09,377.888402777778
2010-08-10,460.831048611111
2010-08-11,418.618638888889
2010-08-12,302.559506944444
2010-08-13,412.453888888889
2010-08-14,423.389777777778
2010-08-15,242.7955
2010-08-16,130.423618055556
2010-08-17,429.329506944444
2010-08-18,291.939354166667
2010-08-19,393.867263888889
2010-08-20,384.622263888889
2010-08-21,316.951736111111
2010-08-22,56.9946736111111
2010-08-23,123.7735
2010-08-24,297.758118055556
2010-08-25,89.5460138888889
2010-08-26,276.793166666667
2010-08-27,375.5056875
2010-08-28,391.337291666667
2010-08-29,404.141319444444
2010-08-30,425.325791666667
2010-08-31,332.030680555556
2010-09-01,413.214631944444
2010-09-02,395.119458333333
2010-09-03,239.017215277778
2010-09-04,263.413090277778
2010-09-05,179.9909375
2010-09-06,348.551819444444
2010-09-07,298.336923611111
2010-09-08,233.152319444444
2010-09-09,110.753673611111
2010-09-10,157.982263888889
2010-09-11,325.526201388889
2010-09-12,177.048972222222
2010-09-13,105.760368055556
2010-09-14,237.749319444444
2010-09-15,200.787611111111
2010-09-16,297.847361111111
2010-09-17,130.693118055556
2010-09-18,226.457493055556
2010-09-19,195.857291666667
2010-09-20,326.655111111111
2010-09-21,282.770798611111
2010-09-22,217.469756944444
2010-09-23,246.021354166667
2010-09-24,244.726090277778
2010-09-25,311.500868055556
2010-09-26,133.964770833333
2010-09-27,38.8579583333333
2010-09-28,86.2469583333333
2010-09-29,299.744347222222
2010-09-30,47.817375
2010-10-01,38.1060694444444
2010-10-02,272.478229166667
2010-10-03,239.933770833333
2010-10-04,216.965576388889
2010-10-05,169.183298611111
2010-10-06,37.8913055555556
2010-10-07,128.913347222222
2010-10-08,280.151840277778
2010-10-09,256.955520833333
2010-10-10,269.426465277778
2010-10-11,231.720534722222
2010-10-12,219.084368055556
2010-10-13,236.380326388889
2010-10-14,223.470277777778
2010-10-15,34.2242430555556
2010-10-16,123.580173611111
2010-10-17,185.885486111111
2010-10-18,164.072694444444
2010-10-19,159.680715277778
2010-10-20,219.529965277778
2010-10-21,82.0448333333333
2010-10-22,114.105381944444
2010-10-23,219.842583333333
2010-10-24,45.0220833333333
2010-10-25,52.0669264705882
2010-10-26,155.7068125
2010-10-27,47.6205694444444
2010-10-28,189.597173611111
2010-10-29,86.5118787878788
2010-12-14,NA
2010-12-15,NA
2010-12-16,NA
2010-12-17,NA
2010-12-18,NA
2010-12-19,NA
2010-12-20,NA
2010-12-21,NA
2010-12-22,NA
2010-12-23,NA
2011-01-03,119.797194444444
2011-01-04,73.8805069444444
2011-01-05,65.7909583333333
2011-01-06,103.042590277778
2011-01-07,62.3426180555556
2011-01-08,60.3081736111111
2011-01-09,79.5511319444444
2011-01-10,99.46925
2011-01-11,94.4362222222222
2011-01-12,3.9509375
2011-01-13,10.0348958333333
2011-01-14,8.88874305555556
2011-01-15,9.37024305555556
2011-01-16,9.20231944444444
2011-01-17,9.85239583333333
2011-01-18,5.88809722222222
2011-01-19,15.51675
2011-01-20,18.7209375
2011-01-21,12.14775
2011-01-22,12.8711388888889
