"","Reservoir","Site","DateTime","Depth_m","Chla_ugL","Pheo_ugL","Flag_Chla","Flag_Pheo","age","year"
"328","SHR",50,2015-06-12 12:00:00,31,1.2,0.5,0,4,NA,2015
"329","SHR",50,2015-06-26 12:00:00,0.1,0.6,0.7,4,4,NA,2015
"330","SHR",50,2015-06-26 12:00:00,8,2.3,1.4,0,0,NA,2015
"331","SHR",50,2015-06-26 12:00:00,31,1.2,1.3,0,0,NA,2015
"332","SHR",50,2015-07-10 12:00:00,0.1,0.6,0.3,4,4,NA,2015
"333","SHR",50,2015-07-10 12:00:00,8,1.2,0.1,0,4,NA,2015
"334","SHR",50,2015-07-10 12:00:00,31,0,0.4,4,4,NA,2015
"335","SHR",50,2015-07-24 12:00:00,0.1,0,0,4,4,NA,2015
"336","SHR",50,2015-07-24 12:00:00,8,0.6,0.7,4,4,NA,2015
"337","SHR",50,2015-07-24 12:00:00,31,0.6,-1,4,4,NA,2015
"338","SHR",50,2015-08-07 12:00:00,8,1.2,NA,2,2,NA,2015
"339","SHR",50,2015-08-26 12:00:00,0.1,1.2,NA,2,2,NA,2015
"340","SHR",50,2015-09-09 12:00:00,8,1.2,6.3,2,2,NA,2015
"341","FCR",50,2016-04-25 12:00:00,3.8,2.1,0.4,1,1,NA,2016
"342","FCR",50,2016-04-25 12:00:00,5,3.5,2,1,1,NA,2016
"343","FCR",50,2016-05-02 12:00:00,1.6,3.5,0,1,1,NA,2016
"344","FCR",50,2016-05-02 12:00:00,6.2,4.8,2.6,0,0,NA,2016
"345","FCR",50,2016-05-09 12:00:00,3.8,4.2,2.3,0,0,NA,2016
"346","FCR",50,2016-05-09 12:00:00,5,5.5,2.4,0,0,NA,2016
"347","FCR",50,2016-05-16 12:00:00,5,8.2,3.6,0,0,NA,2016
"348","FCR",50,2016-05-16 12:00:00,6.2,6.9,3.4,0,0,NA,2016
"349","FCR",50,2016-05-23 12:00:00,5,11.9,5.2,0,0,NA,2016
"350","FCR",50,2016-05-23 12:00:00,6,10.4,5.6,0,0,NA,2016
"351","FCR",50,2016-05-30 12:00:00,1.6,4.2,0.8,1,1,NA,2016
"352","FCR",50,2016-05-30 12:00:00,1.6,4.2,3.8,0,0,NA,2016
"353","FCR",50,2016-05-30 12:00:00,5,4.2,3.3,0,0,NA,2016
"354","FCR",50,2016-05-30 12:00:00,6.2,4.2,2.3,1,1,NA,2016
"355","FCR",50,2016-05-31 12:00:00,5,4.8,3.1,0,0,NA,2016
"356","FCR",50,2016-05-31 12:00:00,6.2,4.8,4.6,0,0,NA,2016
"357","FCR",50,2016-06-02 12:00:00,1.6,4.8,2.6,0,0,NA,2016
"358","FCR",50,2016-06-02 12:00:00,5,5.5,2.9,0,0,NA,2016
"359","FCR",50,2016-06-06 12:00:00,3.8,11.1,2.9,0,0,NA,2016
"360","FCR",50,2016-06-06 12:00:00,5,9.7,2.8,0,0,NA,2016
"361","FCR",50,2016-06-13 12:00:00,1.6,4.2,1.8,0,0,NA,2016
"362","FCR",50,2016-06-13 12:00:00,3.8,11.4,2.8,0,0,NA,2016
"363","FCR",50,2016-06-13 12:00:00,5,9,3.5,0,0,NA,2016
"364","FCR",50,2016-06-20 12:00:00,3.8,13.4,7.8,0,0,NA,2016
"365","FCR",50,2016-06-20 12:00:00,5,12.3,7.8,0,0,NA,2016
"366","FCR",50,2016-06-27 12:00:00,3.8,9.7,7.2,0,0,NA,2016
"367","FCR",50,2016-06-27 12:00:00,5,9.8,7.1,0,0,NA,2016
"368","FCR",50,2016-06-28 12:00:00,1.6,5.2,3.8,0,0,NA,2016
"369","FCR",50,2016-06-28 12:00:00,3.8,6.1,4.5,0,0,NA,2016
"370","FCR",50,2016-06-28 12:00:00,5,6.9,4.2,0,0,NA,2016
"371","FCR",50,2016-06-30 12:00:00,4.1,6.9,3.9,0,0,NA,2016
"372","FCR",50,2016-06-30 12:00:00,5,7.5,5.8,0,0,NA,2016
"373","FCR",50,2016-07-05 12:00:00,1.6,7.8,4.2,0,0,NA,2016
"374","FCR",50,2016-07-05 12:00:00,3.8,10.7,6,0,0,NA,2016
"375","FCR",50,2016-07-11 12:00:00,3.8,7.9,4,0,0,NA,2016
"376","FCR",50,2016-07-11 12:00:00,5,11.1,4.8,0,0,NA,2016
"377","FCR",50,2016-07-18 12:00:00,3.8,11.5,4.7,0,0,NA,2016
"378","FCR",50,2016-07-18 12:00:00,5,7.1,3.7,0,0,NA,2016
"379","FCR",50,2016-07-25 12:00:00,3.8,3.9,0.7,3,3,NA,2016
"380","FCR",50,2016-07-25 12:00:00,6,18.7,2.7,3,3,NA,2016
"381","FCR",50,2016-07-27 12:00:00,4,6.5,2,3,3,NA,2016
"382","FCR",50,2016-07-27 12:00:00,7,24.9,5.2,3,3,NA,2016
"383","FCR",50,2016-08-01 12:00:00,2.8,8.5,1.7,3,3,NA,2016
"384","FCR",50,2016-08-01 12:00:00,4.5,7.5,1.9,3,3,NA,2016
"385","FCR",50,2016-08-01 12:00:00,6.2,57.1,12.7,3,3,NA,2016
"386","FCR",50,2016-08-08 12:00:00,1.6,7,2.2,0,0,NA,2016
"387","FCR",50,2016-08-08 12:00:00,5,56.7,12.8,3,3,NA,2016
"388","FCR",50,2016-08-15 12:00:00,3.8,10.8,6.3,3,3,NA,2016
"389","FCR",50,2016-08-15 12:00:00,5,25.9,10.7,3,3,NA,2016
"390","FCR",50,2016-08-26 12:00:00,3.8,16.1,13.3,3,3,NA,2016
"391","FCR",50,2016-08-26 12:00:00,5,34.2,18.3,3,3,NA,2016
"392","FCR",50,2016-09-02 12:00:00,1.6,10.6,5.9,0,0,NA,2016
"393","FCR",50,2016-09-02 12:00:00,3.8,11.4,14.8,0,0,NA,2016
"394","FCR",50,2016-09-09 12:00:00,3.8,20.8,11.9,0,0,NA,2016
"395","FCR",50,2016-09-09 12:00:00,5,21.8,14.8,0,0,NA,2016
"396","FCR",50,2016-09-20 12:00:00,1.6,13.1,7.4,0,0,NA,2016
"397","FCR",50,2016-09-20 12:00:00,5,11.8,6.9,0,0,NA,2016
"398","FCR",50,2016-09-30 12:00:00,2,14.5,6.1,0,0,NA,2016
"399","FCR",50,2016-09-30 12:00:00,6,28.2,9.5,0,0,NA,2016
"400","FCR",50,2016-10-07 12:00:00,1.6,12.1,5.3,0,0,NA,2016
"401","FCR",50,2016-10-07 12:00:00,5,7.3,5.1,0,0,NA,2016
"402","BVR",50,2016-04-20 12:00:00,6,3.9,2.9,0,0,NA,2016
"403","BVR",50,2016-05-04 12:00:00,7,8.3,1.7,0,0,NA,2016
"404","BVR",50,2016-05-12 12:00:00,7.5,8.3,1.7,0,0,NA,2016
"405","BVR",50,2016-05-19 12:00:00,7,8.6,4.2,0,0,NA,2016
"406","BVR",50,2016-05-26 12:00:00,9,56.7,9.5,0,0,NA,2016
"407","BVR",50,2016-05-29 12:00:00,9,46.3,9.9,0,0,NA,2016
"408","BVR",50,2016-05-31 12:00:00,9,38,10.3,0,0,NA,2016
"409","BVR",50,2016-06-02 12:00:00,7,15.2,5.2,0,0,NA,2016
"410","BVR",50,2016-06-08 12:00:00,6,3.5,2.9,0,0,NA,2016
"411","BVR",50,2016-06-08 12:00:00,9,68.7,10.7,0,0,NA,2016
"412","BVR",50,2016-06-16 12:00:00,6,2.9,1,0,0,NA,2016
"413","BVR",50,2016-06-16 12:00:00,9,76.7,15.1,0,0,NA,2016
"414","BVR",50,2016-06-23 12:00:00,5,5.4,2,0,0,NA,2016
"415","BVR",50,2016-06-23 12:00:00,9,48.1,10.2,0,0,NA,2016
"416","BVR",50,2016-06-26 12:00:00,6,9.2,4.7,0,0,NA,2016
"417","BVR",50,2016-06-26 12:00:00,9,85.8,16.1,0,0,NA,2016
"418","BVR",50,2016-06-28 12:00:00,4,5.5,1.7,0,0,NA,2016
"419","BVR",50,2016-06-28 12:00:00,9,95.1,13.5,0,0,NA,2016
"420","BVR",50,2016-06-30 12:00:00,4,8.6,3.8,0,0,NA,2016
"421","BVR",50,2016-06-30 12:00:00,9,158,22,0,0,NA,2016
"422","BVR",50,2016-07-07 12:00:00,5,13.4,6.1,0,0,NA,2016
"423","BVR",50,2016-07-07 12:00:00,9,93.6,12.9,0,0,NA,2016
"424","BVR",50,2016-07-14 12:00:00,4,13.8,6.8,0,0,NA,2016
"425","BVR",50,2016-07-14 12:00:00,7.5,54.6,14.8,0,0,NA,2016
"426","BVR",50,2016-07-21 12:00:00,5,17.6,4.8,3,3,NA,2016
"427","BVR",50,2016-07-21 12:00:00,7,74.7,5.7,3,3,NA,2016
"428","BVR",50,2016-07-24 12:00:00,6.8,41.2,8.6,3,3,NA,2016
"429","BVR",50,2016-07-28 12:00:00,4,6.7,1.4,3,3,NA,2016
"430","BVR",50,2016-07-28 12:00:00,7,33.4,9.3,3,3,NA,2016
"431","BVR",50,2016-08-04 12:00:00,7,68.8,10.6,3,3,NA,2016
"432","BVR",50,2016-08-11 12:00:00,3.5,11.3,2.9,0,0,NA,2016
"433","BVR",50,2016-08-11 12:00:00,7,55.7,7.1,3,3,NA,2016
"434","BVR",50,2016-08-18 12:00:00,4,9.1,1.3,3,3,NA,2016
"435","BVR",50,2016-08-18 12:00:00,6,19,3.4,3,3,NA,2016
"436","BVR",50,2016-08-23 12:00:00,4,17.5,6.7,0,0,NA,2016
"437","BVR",50,2016-08-23 12:00:00,6.5,68.1,15,0,0,NA,2016
"438","BVR",50,2016-09-06 12:00:00,3,8.3,3.2,0,0,NA,2016
"439","BVR",50,2016-09-06 12:00:00,7,31.5,16.1,0,0,NA,2016
"440","BVR",50,2016-09-17 12:00:00,3,12.8,5.1,0,0,NA,2016
"441","BVR",50,2016-09-17 12:00:00,6,130.7,NA,0,2,NA,2016
"442","BVR",50,2016-09-27 12:00:00,1.5,10.6,7,0,0,NA,2016
"443","BVR",50,2016-09-27 12:00:00,7,11,7.9,0,0,NA,2016
"444","BVR",50,2016-10-11 12:00:00,3,6.1,3.6,0,0,NA,2016
"445","BVR",50,2016-10-11 12:00:00,9,74.8,NA,0,2,NA,2016
"446","BVR",50,2016-10-25 12:00:00,3,5.2,2.1,0,0,NA,2016
"447","BVR",50,2018-05-04 12:00:00,0.1,3,0.4,0,0,NA,2018
"448","BVR",50,2018-05-04 12:00:00,0.1,2.6,0.7,0,0,NA,2018
"449","BVR",50,2018-05-04 12:00:00,3,4.5,1.7,0,0,NA,2018
"450","BVR",50,2018-05-04 12:00:00,6,16.2,-17.9,4,4,NA,2018
"451","BVR",50,2018-05-11 12:00:00,0.1,3.2,0.6,0,0,NA,2018
"452","BVR",50,2018-05-11 12:00:00,3,3.5,1.1,0,0,NA,2018
"453","BVR",50,2018-05-11 12:00:00,6,2.9,2.3,0,0,NA,2018
"454","FCR",50,2018-04-23 12:00:00,0.1,1.9,1,0,0,NA,2018
"455","FCR",50,2018-04-23 12:00:00,1.6,1.9,0.7,0,0,NA,2018
"456","FCR",50,2018-04-23 12:00:00,3.8,3.7,2.6,0,0,NA,2018
"457","FCR",50,2018-04-23 12:00:00,3.8,3.7,1.6,0,0,NA,2018
"458","FCR",50,2018-04-23 12:00:00,5,8.4,3.6,0,0,NA,2018
"459","FCR",50,2018-05-07 12:00:00,0.1,1.9,0.4,0,0,NA,2018
"460","FCR",50,2018-05-07 12:00:00,0.1,1.9,0.3,0,0,NA,2018
"461","FCR",50,2018-05-07 12:00:00,1.6,1.9,0.6,0,0,NA,2018
"462","FCR",50,2018-05-07 12:00:00,3.8,2.3,0.5,0,0,NA,2018
"463","FCR",50,2018-05-07 12:00:00,5,1.9,0.8,0,0,NA,2018
"464","FCR",50,2018-05-14 12:00:00,0.1,1.2,0.4,0,0,NA,2018
"465","FCR",50,2018-05-14 12:00:00,3.8,3.1,0.9,0,0,NA,2018
"466","BVR",50,2018-05-17 12:00:00,0.1,4.8,1,0,0,NA,2018
"467","FCR",50,2018-05-21 12:00:00,0.1,3.3,0.9,0,0,NA,2018
"468","FCR",50,2018-05-28 12:00:00,0.1,6.7,2.6,0,0,NA,2018
"469","FCR",50,2018-06-25 12:00:00,3.8,9,2.5,0,0,NA,2018
"470","BVR",50,2018-06-14 12:00:00,0.1,9,1.7,0,0,NA,2018
"471","CCR",50,2018-06-27 12:00:00,6,4,2.4,0,0,NA,2018
"472","BVR",50,2018-06-14 12:00:00,3,13.5,7.2,0,0,NA,2018
"473","FCR",50,2018-05-28 12:00:00,5,3.1,2.8,0,0,NA,2018
"474","FCR",50,2018-06-25 12:00:00,0.1,10.6,2.2,0,0,NA,2018
"475","CCR",50,2018-05-16 12:00:00,12,3.5,1.6,0,0,NA,2018
"476","BVR",50,2018-06-21 12:00:00,3,12.1,3.1,0,0,NA,2018
"477","BVR",50,2018-06-21 12:00:00,6,8.9,2.5,0,0,NA,2018
"478","FCR",50,2018-05-21 12:00:00,1.6,4.4,1.7,0,0,NA,2018
"479","BVR",50,2018-06-28 12:00:00,6,24.2,4.2,0,0,NA,2018
"480","CCR",50,2018-05-16 12:00:00,6,4,1.4,0,0,NA,2018
"481","FCR",50,2018-06-04 12:00:00,5,3,2.9,0,0,NA,2018
"482","CCR",50,2018-06-27 12:00:00,12,1,1.5,0,0,NA,2018
"483","FCR",50,2018-05-28 12:00:00,3.8,5.3,3.5,0,0,NA,2018
"484","FCR",50,2018-06-25 12:00:00,0.1,10.4,2.1,0,0,NA,2018
"485","BVR",50,2018-05-31 12:00:00,6,2.4,0.9,0,0,NA,2018
"486","FCR",50,2018-06-18 12:00:00,0.1,3.7,0.8,0,0,NA,2018
"487","FCR",50,2018-05-21 12:00:00,3.8,3.7,2.7,0,0,NA,2018
"488","BVR",50,2018-05-24 12:00:00,3,4.2,1.8,0,0,NA,2018
"489","FCR",50,2018-06-18 12:00:00,3.8,5.2,2.6,0,0,NA,2018
"490","BVR",50,2018-05-31 12:00:00,3,10.1,3.4,0,0,NA,2018
"491","FCR",50,2018-05-28 12:00:00,1.6,8.5,3.3,0,0,NA,2018
"492","FCR",50,2018-06-04 12:00:00,1.6,3,2.6,0,0,NA,2018
"493","BVR",50,2018-05-24 12:00:00,6,2.2,1.5,0,0,NA,2018
"494","FCR",50,2018-06-25 12:00:00,5,5.6,2.9,0,0,NA,2018
"495","BVR",50,2018-06-28 12:00:00,3,23.9,4.3,0,0,NA,2018
"496","CCR",50,2018-05-16 12:00:00,6,3.6,1.2,0,0,NA,2018
"497","BVR",50,2018-06-28 12:00:00,0.1,23.9,2.3,0,0,NA,2018
"498","BVR",50,2018-05-24 12:00:00,0.1,3.2,1.4,0,0,NA,2018
"499","FCR",50,2018-06-11 12:00:00,0.1,3.2,1.1,0,0,NA,2018
"500","FCR",50,2018-05-28 12:00:00,1.6,8.3,2.7,0,0,NA,2018
"501","BVR",50,2018-06-14 12:00:00,3,13.5,6.2,0,0,NA,2018
"502","BVR",50,2018-06-21 12:00:00,3,9.3,1.1,0,0,NA,2018
"503","FCR",50,2018-06-25 12:00:00,1.6,9.9,2.5,0,0,NA,2018
"504","BVR",50,2018-05-17 12:00:00,6,2.8,1.2,0,0,NA,2018
"505","FCR",50,2018-06-11 12:00:00,1.6,3.5,0.4,0,0,NA,2018
"506","CCR",50,2018-06-27 12:00:00,0.1,3.9,1.5,0,0,NA,2018
"507","FCR",50,2018-05-21 12:00:00,5,3.3,2.1,0,0,NA,2018
"508","FCR",50,2018-06-18 12:00:00,1.6,3.7,0.7,0,0,NA,2018
"509","BVR",50,2018-05-31 12:00:00,0.1,8.6,2.4,0,0,NA,2018
"510","BVR",50,2018-05-17 12:00:00,3,3.9,0.9,0,0,NA,2018
"511","BVR",50,2018-06-28 12:00:00,6,24.9,4.8,0,0,NA,2018
"512","BVR",50,2018-05-24 12:00:00,3,4,1.7,0,0,NA,2018
"513","CCR",50,2018-06-13 12:00:00,6,5.2,2.4,0,0,NA,2018
"514","FCR",50,2018-06-11 12:00:00,3.8,3.7,1.8,0,0,NA,2018
"515","CCR",50,2018-05-30 12:00:00,0.1,2.8,1.1,0,0,NA,2018
"516","BVR",50,2018-06-07 12:00:00,0.1,5.9,1.1,0,0,NA,2018
"517","BVR",50,2018-06-07 12:00:00,6,8.4,2.5,0,0,NA,2018
"518","BVR",50,2018-06-14 12:00:00,6,4.9,2.8,0,0,NA,2018
"519","CCR",50,2018-06-27 12:00:00,6,4,2.2,0,0,NA,2018
"520","BVR",50,2018-06-07 12:00:00,3,6,2,0,0,NA,2018
"521","BVR",50,2018-05-17 12:00:00,3,3.9,1.6,0,0,NA,2018
"522","CCR",50,2018-06-13 12:00:00,6,5.7,1.8,0,0,NA,2018
"523","BVR",50,2018-06-21 12:00:00,6,8.4,2.6,0,0,NA,2018
"524","FCR",50,2018-06-04 12:00:00,0.1,2.2,1.6,0,0,NA,2018
"525","CCR",50,2018-06-13 12:00:00,12,2.6,1.1,0,0,NA,2018
"526","FCR",50,2018-06-04 12:00:00,3.8,3.5,2.9,0,0,NA,2018
"527","CCR",50,2018-05-30 12:00:00,12,3.2,1.4,0,0,NA,2018
"528","FCR",50,2018-06-18 12:00:00,5,5.2,2.5,0,0,NA,2018
"529","FCR",50,2018-06-11 12:00:00,5,5.7,2.7,0,0,NA,2018
"530","BVR",50,2018-06-07 12:00:00,6,8.9,2.3,0,0,NA,2018
"531","CCR",50,2018-05-30 12:00:00,6,5.2,1.2,0,0,NA,2018
"532","CCR",50,2018-06-13 12:00:00,0.1,1.3,0.6,0,0,NA,2018
"533","CCR",50,2018-05-30 12:00:00,6,4.7,1.6,0,0,NA,2018
"534","BVR",50,2018-05-31 12:00:00,6,2.2,1.9,0,0,NA,2018
"535","FCR",50,2018-07-02 12:00:00,1.6,5.9,3.3,0,0,NA,2018
"536","FCR",50,2018-07-02 12:00:00,3.8,5,3.9,0,0,NA,2018
"537","BVR",50,2018-07-05 12:00:00,0.1,23.2,3.2,0,0,NA,2018
"538","FCR",50,2018-07-09 12:00:00,1.6,7.2,3,0,0,NA,2018
"539","CCR",50,2018-07-11 12:00:00,6,5.2,3.9,0,0,NA,2018
"540","BVR",50,2018-07-12 12:00:00,6,30.5,4.9,0,0,NA,2018
"541","BVR",50,2018-07-19 12:00:00,3,17.9,4.5,0,0,NA,2018
"542","BVR",50,2018-07-19 12:00:00,0.1,12.1,2.3,0,0,NA,2018
"543","CCR",50,2018-07-25 12:00:00,6,4.5,2.7,0,0,NA,2018
"544","BVR",50,2018-07-26 12:00:00,3,19,6.1,0,0,NA,2018
"545","FCR",50,2018-07-30 12:00:00,3.8,7.2,5.1,0,0,NA,2018
"546","BVR",50,2018-08-02 12:00:00,3,18.3,9.1,0,0,NA,2018
"547","FCR",50,2018-08-06 12:00:00,1.6,9.1,3,0,0,NA,2018
"548","CCR",50,2018-08-08 12:00:00,6,4.5,2.7,0,0,NA,2018
"549","BVR",50,2018-08-09 12:00:00,0.1,13.8,4.6,0,0,NA,2018
"550","FCR",50,2018-08-13 12:00:00,1,7.8,5.7,0,0,NA,2018
"551","BVR",50,2018-08-16 12:00:00,6,53,8.4,0,0,NA,2018
"552","BVR",50,2018-08-16 12:00:00,3,18.6,7.2,0,0,NA,2018
"553","BVR",50,2018-08-16 12:00:00,0.1,16.7,4.9,0,0,NA,2018
"554","FCR",50,2018-08-20 12:00:00,1.6,6.9,2.2,0,0,NA,2018
"555","CCR",50,2018-08-22 12:00:00,6,6.2,3.4,0,0,NA,2018
"556","CCR",50,2018-08-22 12:00:00,0.1,3.1,1.1,0,0,NA,2018
"557","BVR",50,2018-08-23 12:00:00,6,35.2,5.5,0,0,NA,2018
"558","BVR",50,2018-08-23 12:00:00,0.1,13.3,10,0,0,NA,2018
"559","FCR",50,2018-08-27 12:00:00,0.1,7.3,2.4,0,0,NA,2018
"560","FCR",50,2018-09-03 12:00:00,0.1,6.2,3.7,0,0,NA,2018
"561","BVR",50,2018-09-07 12:00:00,0.1,9.3,3.6,0,0,NA,2018
"562","FCR",50,2019-06-10 12:00:00,1.6,7.7,2.6,0,0,NA,2019
"563","BVR",50,2019-07-03 12:00:00,0.1,1.3,0.3,0,0,NA,2019
"564","BVR",50,2019-07-03 12:00:00,9,46.6,15.1,0,0,NA,2019
"565","BVR",50,2019-06-06 12:00:00,0.1,1.3,0.6,0,0,NA,2019
"566","BVR",50,2019-06-20 12:00:00,0.1,1.8,0.5,0,0,NA,2019
"567","FCR",50,2019-04-15 12:00:00,1.6,4.3,2.2,0,0,NA,2019
"568","FCR",50,2019-05-27 12:00:00,1.6,2.4,0.8,0,0,NA,2019
"569","BVR",50,2019-05-23 12:00:00,0.1,0.7,0.1,0,0,NA,2019
"570","BVR",50,2019-05-30 12:00:00,9,42.4,5.9,0,0,NA,2019
"571","BVR",50,2019-06-20 12:00:00,9,35.5,8.6,0,0,NA,2019
"572","BVR",50,2019-06-13 12:00:00,0.1,1.1,0.6,0,0,NA,2019
"573","FCR",50,2019-07-01 12:00:00,1.6,10.9,2.5,0,0,NA,2019
"574","FCR",50,2019-06-24 12:00:00,1.6,6.8,1.9,0,0,NA,2019
"575","BVR",50,2019-04-08 12:00:00,0.1,1.2,0.4,0,0,NA,2019
"576","FCR",50,2019-05-13 12:00:00,1.6,2.7,2.3,0,0,NA,2019
"577","BVR",50,2019-06-06 12:00:00,9,37.5,4.3,0,0,NA,2019
"578","FCR",50,2019-06-17 12:00:00,1.6,6.3,1.7,0,0,NA,2019
"579","FCR",50,2019-05-20 12:00:00,1.6,2.2,1.3,0,0,NA,2019
"580","FCR",50,2019-04-22 12:00:00,1.6,3.6,3,0,0,NA,2019
"581","BVR",50,2019-06-13 12:00:00,9,56.2,10.6,0,0,NA,2019
"582","FCR",50,2019-05-06 12:00:00,1.6,2,1.9,0,0,NA,2019
"583","FCR",50,2019-04-29 12:00:00,1.6,1.5,1,0,0,NA,2019
"584","FCR",50,2019-06-03 12:00:00,1.6,4.8,1.8,0,0,NA,2019
"585","BVR",50,2019-05-16 12:00:00,0.1,1,0.5,0,0,NA,2019
"586","FCR",50,2019-04-01 12:00:00,1.6,1.8,0.8,0,0,NA,2019
"587","FCR",50,2019-04-01 12:00:00,5,3.2,1.2,0,0,NA,2019
"588","FCR",50,2019-07-15 12:00:00,1.6,29.3,4.3,0,0,NA,2019
"589","FCR",50,2019-04-22 12:00:00,5,4.3,2.4,0,0,NA,2019
"590","FCR",50,2019-04-15 12:00:00,3.8,2.4,3.1,0,0,NA,2019
"591","FCR",50,2019-05-27 12:00:00,3.8,5.4,2.3,0,0,NA,2019
"592","FCR",50,2019-04-29 12:00:00,3.8,4.1,4.3,0,0,NA,2019
"593","FCR",50,2019-05-06 12:00:00,5,4.9,4.5,0,0,NA,2019
"594","FCR",50,2019-05-13 12:00:00,5,6.3,3.1,0,0,NA,2019
"595","FCR",50,2019-04-01 12:00:00,3.8,0.8,0.1,4,4,NA,2019
"596","FCR",50,2019-05-06 12:00:00,3.8,19,12.7,0,0,NA,2019
"597","FCR",50,2019-04-15 12:00:00,5,1.7,2.7,0,0,NA,2019
"598","FCR",50,2019-05-27 12:00:00,5,8.5,5.6,0,0,NA,2019
"599","FCR",50,2019-07-08 12:00:00,1.6,10.4,1.8,0,0,NA,2019
"600","FCR",50,2019-05-20 12:00:00,3.8,5.3,2.4,0,0,NA,2019
"601","FCR",50,2019-04-29 12:00:00,5,4.4,4.4,0,0,NA,2019
"602","FCR",50,2019-07-29 12:00:00,1.6,19.3,1.4,0,0,NA,2019
"603","FCR",50,2019-08-12 12:00:00,1.6,33.9,1.7,0,0,NA,2019
"604","FCR",50,2019-08-05 12:00:00,1.6,28.8,2.2,0,0,NA,2019
"605","FCR",50,2019-07-22 12:00:00,1.6,15.5,1.7,0,0,NA,2019
"606","BVR",1,2019-04-29 12:00:00,0.1,2,NA,0,2,NA,2019
"607","BVR",100,2019-04-29 12:00:00,0.1,0.3,NA,0,2,NA,2019
"608","BVR",20,2019-04-29 12:00:00,0.1,1.7,NA,0,2,NA,2019
"609","BVR",200,2019-04-29 12:00:00,0.1,1.3,NA,0,2,NA,2019
"610","BVR",30,2019-04-29 12:00:00,0.1,1.8,NA,0,2,NA,2019
"611","BVR",45,2019-04-29 12:00:00,0.1,2.7,NA,0,2,NA,2019
"612","BVR",50,2019-04-29 12:00:00,0.1,2.7,NA,0,2,NA,2019
"613","FCR",1,2019-04-29 12:00:00,0.1,1.3,NA,0,2,NA,2019
"614","FCR",100,2019-04-29 12:00:00,0.1,1.1,NA,0,2,NA,2019
"615","FCR",101,2019-04-29 12:00:00,0.1,1.5,NA,0,2,NA,2019
"616","FCR",102,2019-04-29 12:00:00,0.1,2,NA,0,2,NA,2019
"617","FCR",20,2019-04-29 12:00:00,0.1,1.8,NA,0,2,NA,2019
"618","FCR",200,2019-04-29 12:00:00,0.1,0.7,NA,0,2,NA,2019
"619","FCR",30,2019-04-29 12:00:00,0.1,2,NA,0,2,NA,2019
"620","FCR",45,2019-04-29 12:00:00,0.1,2,NA,0,2,NA,2019
"621","FCR",50,2019-04-29 12:00:00,0.1,1.8,NA,0,2,NA,2019
"622","FCR",99,2019-04-29 12:00:00,0.1,0.7,NA,0,2,NA,2019
"623","BVR",1,2019-05-30 12:00:00,0.1,1,NA,0,2,NA,2019
"624","BVR",100,2019-05-30 12:00:00,0.1,0.5,NA,0,2,NA,2019
"625","BVR",20,2019-05-30 12:00:00,0.1,1.5,NA,0,2,NA,2019
"626","BVR",200,2019-05-30 12:00:00,0.1,1.7,NA,0,2,NA,2019
"627","BVR",30,2019-05-30 12:00:00,0.1,1.7,NA,0,2,NA,2019
"628","BVR",45,2019-05-30 12:00:00,0.1,1,NA,0,2,NA,2019
"629","BVR",50,2019-05-30 12:00:00,0.1,1.4,NA,0,2,NA,2019
"630","FCR",1,2019-05-30 12:00:00,0.1,0.9,NA,0,2,NA,2019
"631","FCR",100,2019-05-30 12:00:00,0.1,0.5,NA,0,2,NA,2019
"632","FCR",101,2019-05-30 12:00:00,0.1,0.5,NA,0,2,NA,2019
"633","FCR",102,2019-05-30 12:00:00,0.1,0.9,NA,0,2,NA,2019
"634","FCR",20,2019-05-30 12:00:00,0.1,4.8,NA,0,2,NA,2019
"635","FCR",200,2019-05-30 12:00:00,0.1,0.7,NA,0,2,NA,2019
"636","FCR",30,2019-05-30 12:00:00,0.1,4.6,NA,0,2,NA,2019
"637","FCR",45,2019-05-30 12:00:00,0.1,4.6,NA,0,2,NA,2019
"638","FCR",50,2019-05-30 12:00:00,0.1,3.8,NA,0,2,NA,2019
"639","FCR",99,2019-05-30 12:00:00,0.1,0.5,NA,0,2,NA,2019
"640","BVR",1,2019-06-27 12:00:00,0.1,0.9,NA,0,2,NA,2019
"641","BVR",100,2019-06-27 12:00:00,0.1,0.3,NA,0,2,NA,2019
"642","BVR",20,2019-06-27 12:00:00,0.1,1.4,NA,0,2,NA,2019
"643","BVR",200,2019-06-27 12:00:00,0.1,0.5,NA,0,2,NA,2019
"644","BVR",30,2019-06-27 12:00:00,0.1,1.1,NA,0,2,NA,2019
"645","BVR",45,2019-06-27 12:00:00,0.1,1.1,NA,0,2,NA,2019
"646","BVR",50,2019-06-27 12:00:00,0.1,0.9,NA,0,2,NA,2019
"647","FCR",1,2019-06-27 12:00:00,0.1,2.2,NA,0,2,NA,2019
"648","FCR",100,2019-06-27 12:00:00,0.1,0.3,NA,0,2,NA,2019
"649","FCR",101,2019-06-27 12:00:00,0.1,0.4,NA,0,2,NA,2019
"650","FCR",102,2019-06-27 12:00:00,0.1,0.4,NA,0,2,NA,2019
"651","FCR",20,2019-06-27 12:00:00,0.1,9.6,NA,0,2,NA,2019
"652","FCR",200,2019-06-27 12:00:00,0.1,0.4,NA,0,2,NA,2019
"653","FCR",30,2019-06-27 12:00:00,0.1,8.6,NA,0,2,NA,2019
