"datetime","FLake","GLM","GOTM","MyLake","Obs","Simstrat","mean"
2005-07-25,9.46571833627857,13.2728969149045,3.79224552703695,4.39212422863433,8.10359735780802,4.82568981082475,7.14973496353583
2006-07-05,8.54369010210218,13.4039218050108,2.78774677663195,4.48168585318681,14.4534709402997,5.36492217550807,6.91639334248795
2006-07-24,9.46943792662521,13.3962574126741,3.63505616206597,4.55192163827058,5.6820158349556,4.85068247613782,7.18067112315474
2006-08-15,10.5,13.3837923531347,6.19756125393131,6.59527308191533,7.89898826560886,6.53936712269827,8.64319876233591
2007-06-11,6.5813326242847,13.3815241526772,2.34832514090842,3.26237202054952,11.3192794647076,3.42558341449071,5.79982747058211
2007-07-16,8.53291987506375,13.2990077872272,3.52917435576858,4.64152470683408,7.63320840059134,4.75009311841495,6.95054396866171
2007-08-14,9.55228405526586,13.3756021086739,4.98186345446411,5.56077165919588,7.82841861131424,5.79227894650407,7.85256004482076
2007-08-28,10.5,13.3560421120488,2.66541143703766,7.24274382060215,7.46555351915068,6.23572469811081,7.99998441355987
2007-08-29,10.5,13.363197636036,2.81843523096051,7.20523805970883,7.21001693206371,6.14656150968387,8.00668648727784
2008-06-01,7.08145912586887,10.7166880370965,2.55921122874339,4.46812911029775,6.96446155513246,5.84208656901054,6.1335148142034
2008-06-02,6.09980570778513,10.7019391906085,2.58492697150869,4.58767083425391,6.67468801877814,6.47291482918478,6.08945150666821
2008-06-03,6.41385094138996,10.6889615382035,2.62856427162327,4.53438550413819,10.7969038654149,5.56840608065321,5.96683366720163
2008-06-04,6.52926534469664,10.6849765073688,2.63847838451133,4.6295909025029,6.25504378959194,4.73078791715138,5.8426198112462
2008-06-05,6.61371710471909,13.3925667402396,2.85952020542364,4.59978328209008,5.89776839733033,3.77763266564294,6.24864399962307
2008-06-06,6.64270791665974,13.401225347626,3.02705954427735,5.40722757802548,6.50205080169268,4.10951560608878,6.51754719853547
2008-06-07,6.81420721313501,13.3895457693226,3.31180462864576,5.37826002848676,5.83859068920153,4.33208060716506,6.64517964935104
2008-06-08,6.75098697666274,13.3935016431838,1.57325744214706,5.32461178972664,5.92543002527599,3.48456812726575,6.1053851957972
2008-06-09,6.69550783293205,13.392119201764,1.34924823402206,5.23570823006184,6.64692503926664,3.44108727317696,6.02273415439139
2008-06-10,6.65634548212875,13.3881942575451,1.3505921544425,5.04990045512765,5.53429974314332,3.05229106102416,5.89946468205364
2008-06-11,6.63315904863256,13.3961611421437,1.55768898554078,2.53106534921229,3.08453768203322,2.97191148240932,5.41799720158773
2008-06-12,6.61735419882041,13.3873727905623,1.79144227407668,2.89576254878316,5.15271483512161,3.84799813344095,5.70798598913671
2008-06-13,6.66369420766677,13.3840935235264,2.41772858080782,2.80991893936127,2.19065932060854,4.10259452287665,5.87560595484779
2008-06-14,6.69254846832226,13.3933147022143,2.47684870840407,2.76290765061323,5.01354687499136,3.9346290059021,5.85204970709119
2008-06-15,6.66140085459525,13.4009626342363,2.50446375800101,2.86349887560183,3.65752462821042,3.82207490549356,5.85048020558559
2008-06-16,6.73286635592902,13.4081629056479,2.62930618329357,3.42784171057558,3.83150389528257,3.73301678527986,5.98623878814518
2008-06-17,6.84445322004533,13.4084336335826,2.73309043470842,3.55450413554603,5.30992157805426,3.79964295714724,6.06802487620592
2008-06-18,7.090449620045,13.4095803008789,2.84384800911048,3.65495509555183,3.8176319684071,4.0276609977957,6.20529880467639
2008-06-19,7.41859284038026,13.4111182324214,3.18757228380154,3.79604820243646,4.36231826079874,4.32874467796293,6.42841524740051
2008-06-20,7.52689647246455,13.412856368946,3.46568192462566,3.94570644659553,4.26671212743481,4.4410782725151,6.55844389702937
2008-06-21,7.57302659972498,13.415596160731,3.54215175237257,3.86274997245615,5.15942139536051,4.47900956032342,6.57450680912162
2008-06-22,7.59396704514455,13.4181776145473,3.50971439848619,4.31314695141515,4.57145390189827,4.51958953700424,6.67091910931949
2008-06-23,7.62348537941399,13.4167320545253,3.46430965175018,4.44982042923207,5.52211587230135,4.58360736552521,6.70759097608935
2008-06-24,7.65655738004371,13.4150983809104,3.37959900968986,4.33677091165315,5.35671510092213,4.56088231024028,6.66978159850748
2008-06-25,7.74082980235493,13.4151714685643,3.10785758465386,4.37535351724728,5.27106357409652,4.56769578065856,6.64138163069579
2008-06-26,7.88662826660961,13.4133023684069,3.03444005955584,4.55177163481198,5.33003030491203,4.64576029707306,6.70638052529149
2008-06-27,8.22898297419229,13.4137071860125,3.40118136442734,4.52633275052042,5.2811173787184,4.65682594688184,6.84540604440688
2008-06-28,8.40176515625857,13.4159685031623,3.32215792920176,4.50680161333645,5.51772493676402,4.59647846654925,6.84863433370166
2008-06-29,8.31181300532448,13.4196441993365,2.9353714459838,4.03075870630126,5.56829306958062,4.42902785438765,6.62532304226674
2008-06-30,7.7268581858251,13.4146997022907,2.64943284827067,3.79829825283956,5.44857469704252,4.1975364430951,6.35736508646422
2008-07-01,7.86022982250889,13.4114436808283,2.6065116088967,3.76741919232149,10.2238797085588,4.09932220766605,6.34898530244429
2008-07-02,8.07256422329851,13.415056072267,2.67817997541964,3.659121949506,5.50780023903917,3.98909934062275,6.36280431222277
2008-07-03,8.23564258022836,13.4185503135673,2.75545085781035,3.93635101734769,5.68917326374659,4.26015426003912,6.52122980579857
2008-07-04,8.4532072748777,13.4094039651802,2.90356536357801,4.08712429364501,5.40474901529658,4.52217426132328,6.67509503172083
2008-07-05,8.52013137846338,13.4126950004692,3.15551296487231,4.11413225978882,4.87021244012227,4.55193224840338,6.75088077039943
