732678	7.2984678	0.55627143	-8.3101868	80.803345	970.48023	1.9677212	0
732679	5.4362799	0.79271213	-6.3536743	66.385422	965.73766	4.5377321	8.5742031e-06
732680	8.922794	0.2723757	-19.88967	53.954018	982.99883	3.0381999	0
732681	7.1286539	0.60916685	-16.338263	64.39296	986.93844	1.5920072	0
732682	2.2413457	1	0.014550781	98.866859	967.66172	3.3622661	0.00039631058
732683	4.1900661	0.91461034	2.6395813	83.737007	952.59805	3.703959	1.2629671e-05
732684	7.7195202	0.53262503	-4.4550232	61.257389	972.27633	2.536916	0
732685	7.9845803	0.49417906	-3.2126526	68.829926	982.25305	1.9513195	0
732686	4.3327419	0.91233016	-0.31433716	87.953865	978.35469	1.8694905	5.5398209e-06
732687	1.7810462	1	4.3903748	96.245621	956.10133	4.7170506	0.0002369443
732688	4.656005	0.89102953	-1.555365	87.776344	943.36547	5.246819	0.00016346925
732689	5.5505197	0.81990434	-6.8468994	66.763229	952.32523	3.5114396	7.1905711e-06
732690	6.5742785	0.72513813	-11.465796	72.174103	962.27797	2.6689851	6.3435373e-06
732691	7.0731174	0.67969379	-13.616125	67.223099	967.86031	1.6958445	0
732692	7.5545222	0.63161422	-14.351843	73.183685	966.14211	2.59044	0
732693	9.2962503	0.38780884	-14.778204	71.173569	966.09117	3.1127336	0
732694	9.4241496	0.3743995	-11.95957	74.638329	962.09242	3.5854828	0
732695	7.5138139	0.65580427	-8.4601501	74.119492	960.28656	2.9055099	0
732696	8.5466404	0.54543159	-11.887793	65.956612	961.78805	3.112395	0
732697	8.8083802	0.52669356	-16.935767	70.371414	962.07859	2.4792047	0
732698	6.6322296	0.77396398	-17.403082	72.350273	964.61727	3.3319528	0
732699	8.9016271	0.5394876	-18.094595	76.565689	967.19273	4.1004782	0
732700	8.6358564	0.58009874	-14.011786	79.827698	966.84781	5.4501815	0
732701	4.8123242	0.9336222	-9.0905823	83.647148	972.67305	3.7381866	1.4602764e-05
732702	5.9105149	0.85426355	-10.291113	84.812363	971.8107	3.4926376	1.6249927e-05
732703	5.2228491	0.91302738	-10.538306	74.329826	971.38023	3.503334	0
732704	8.5649814	0.62954115	-11.059393	75.068253	972.59211	3.533886	0
732705	10.554794	0.3784278	-8.6326355	74.696175	970.53469	2.3767476	0
732706	9.1149765	0.58842061	-7.5077271	73.093552	966.34945	2.5441163	7.0782971e-06
732707	9.5758578	0.55950191	-15.561346	66.37471	975.46148	2.1092944	0
732708	3.4369817	1	-9.3360046	86.931602	958.40953	4.7896061	0.00021583082
732709	10.544565	0.45861064	-9.4056763	76.481277	949.55711	4.280571	4.0615305e-05
732710	9.7058646	0.57610972	-9.794043	73.56398	958.7432	3.1856105	1.0674989e-05
