datetime	Ten_Meter_Uwind_vector_meterPerSecond	Ten_Meter_Vwind_vector_meterPerSecond	Air_Temperature_celsius	Shortwave_Radiation_Downwelling_wattPerMeterSquared	Vapour_Pressure_milliBar	Longwave_Radiation_Downwelling_wattPerMeterSquared	Precipitation_meterPerHour
0	4.7841797	-3.5019531	-9.5593933	84.090317	1.912318	237.87022	9.6427821e-11
1	2.3125	-1.4785156	-11.676489	50.993351	1.4870416	242.00227	0
2	-0.86425781	0.30957031	-5.3259338	40.443325	3.1836101	286.96732	7.4679989e-10
3	0.37402344	-0.86914063	-3.1649841	75.843407	3.8838589	264.44714	0
4	-0.6171875	-0.40136719	-4.946051	35.900879	3.6696088	271.54196	7.0305615e-10
5	-0.23339844	-1.1591797	0.44820557	11.848612	5.9145559	307.08612	1.0618077e-08
6	0.69824219	0.89550781	3.0580994	56.188564	6.3353304	303.6333	1.2476465e-10
7	3.0927734	-0.73730469	-0.84537354	77.871811	3.6818238	263.7049	1.2452579e-10
8	1.6972656	-1.6914062	-4.2266296	92.507637	2.8602825	237.16919	0
9	1.1953125	0.90527344	-4.774939	99.473778	2.8351099	231.04626	0
10	3.1640625	-1.2324219	-4.7030701	89.132843	2.2359742	237.13777	0
11	-0.88476562	0.41894531	-4.1362671	7.7756886	3.2334074	275.97678	8.0047236e-09
12	2.6992188	-0.95410156	-3.2392334	68.309937	3.836583	271.08856	4.2525376e-10
13	1.265625	-0.11816406	-7.3613037	68.924614	2.83219	246.56116	0
14	0.65722656	1.5097656	-1.5628113	58.94577	4.3956364	274.09354	9.9402541e-11
15	-0.796875	-0.11230469	-1.7295593	35.523979	4.5811032	285.59186	1.3562688e-09
16	-0.83203125	-1.0595703	-3.046759	69.163071	4.2752918	278.74677	1.733055e-09
17	-0.60351562	0.52832031	-2.1901917	56.99868	4.5392424	278.81683	9.6470965e-11
18	-0.22363281	-0.45800781	0.31618652	19.744379	5.4089877	296.90683	2.111334e-09
19	-0.453125	-1.4697266	-5.8772339	84.380493	3.1311908	251.38567	0
20	0.62207031	-0.4296875	-5.4737305	107.8425	3.2752841	242.53691	0
21	-0.52832031	0.28417969	-5.3855652	93.668716	3.1884854	243.5054	0
22	-0.67382812	0.96191406	0.88884888	25.58391	5.7885487	297.90979	2.2955275e-09
23	-0.91992188	0.041992188	2.3866211	11.657182	6.7377587	313.83014	1.0895445e-08
24	2.3564453	1.1269531	2.8684021	95.363739	5.3942155	282.9826	4.2224273e-10
25	-0.5859375	0.59765625	1.9649902	78.53231	5.75649	279.90494	0
26	-0.546875	0.91308594	3.8870789	56.921253	7.1937359	303.5098	0
27	-0.37890625	-0.65917969	4.0155579	30.243784	7.1131378	318.02115	3.5712225e-09
28	-2.2011719	-1.6484375	-0.90674438	36.943439	4.7986868	295.3602	6.9549727e-09
29	0.93066406	-0.33789062	-1.1279968	58.194515	4.6199263	289.29614	7.6578272e-10
30	1.6914062	0.20214844	-4.1741089	98.48587	3.4943877	260.14557	0
31	1.1318359	1.3984375	-3.5277161	98.002769	3.613021	242.37364	0
32	4.1162109	-2.6347656	-14.163306	102.39587	1.4425735	217.27879	0
33	2.5332031	0.11425781	-19.697592	74.864304	0.93923406	201.90605	2.1009989e-10
34	1.1484375	-0.46484375	-11.463354	114.66989	1.9225417	227.1342	1.7124214e-10
35	-0.88867188	-0.91503906	-9.8068604	53.412533	2.438868	251.97061	1.3684039e-09
36	-0.84130859	-1.5332031	-9.28974	57.840206	2.5698486	253.81827	1.6756414e-09
37	-0.79394531	-2.1513672	-8.7766785	64.283104	2.6956433	255.66608	1.9967876e-09
38	0.05859375	-1.3007812	-11.588782	146.23543	2.0431474	217.11859	0
39	-0.69238281	-0.37304688	-8.7210754	79.874886	2.759649	244.9187	4.6614321e-10
40	2.2861328	-0.51171875	-7.513739	98.551117	2.7690675	246.3954	7.9577543e-10
41	3.09375	-0.51367188	-12.843665	107.9015	1.7578917	225.12796	0
42	1.2480469	1.4208984	-6.6295532	87.965561	2.8024051	243.22383	5.2152996e-10
43	1.5117187	-3.7412109	-14.299017	134.12756	1.55903	217.192	2.4953437e-10
44	-0.03125	-0.63867188	-17.811499	134.16602	1.246289	199.52205	0
45	2.1601563	-1.7783203	-14.170447	97.521049	1.5945194	226.98361	2.2756603e-10
46	3.8359375	-3.578125	-19.648413	160.91779	0.98839735	192.5858	0
47	0.98242188	-1.5732422	-17.69248	168.98103	1.2396938	188.75958	0
48	0.58496094	-0.32421875	-13.048956	152.18777	1.8990304	213.21825	0
49	0.89746094	1.1708984	-9.0563416	155.13167	2.5079154	221.73872	0
50	2.6259766	1.6005859	-2.137793	136.98914	3.6452331	254.02719	0
51	4.0615234	-0.796875	-2.7395081	131.41721	3.5159399	257.05676	2.7960958e-10
52	4.0898438	-3.1113281	-8.4259399	153.03333	2.0892997	234.13324	2.07731e-10
53	0.171875	1.5224609	-5.3206543	78.705673	2.9872595	256.17941	3.6088253e-10
54	2.859375	-0.37207031	-1.1188416	157.98825	3.8637701	252.09448	0
55	-0.25585938	2.5595703	0.74093018	136.74777	4.6841419	263.38876	1.4915943e-10
56	-0.087890625	-0.80078125	2.7805115	41.853958	6.3509117	302.9841	9.0483045e-09
57	-1.3164062	-1.2988281	-1.1980957	21.806681	4.8874101	287.85214	1.6504013e-08
58	2.2451172	-2.6083984	-1.9312805	171.3947	3.9766129	262.35388	7.1007829e-09
59	2.4033203	-1.8896484	-6.0540527	181.80186	2.3373018	223.32491	0
60	2.1015625	-1.8876953	-8.9230103	172.10727	1.8556898	209.69984	0
61	1.8017578	-2.1835938	-9.7905029	182.61723	1.6560653	217.31758	0
62	0.5234375	1.9746094	-2.7745117	194.89601	2.9580073	232.1537	0
63	-0.5234375	2.171875	2.7083679	67.354065	5.9242776	275.62402	1.9493359e-09
64	-0.48632813	0.4140625	7.4938904	101.49021	8.8751661	315.21158	5.8487082e-09
65	-0.94433594	-0.47558594	5.1937195	85.703918	7.6125022	306.69913	3.2773858e-10
66	-0.60058594	2.4375	7.1054932	89.338341	8.7358191	304.86111	0
67	1.0566406	4.2539062	11.904901	72.914528	11.061969	323.8638	1.0973369e-09
68	1.7070312	0.096679688	8.3459717	189.19693	6.6126283	283.25412	2.2325905e-10
69	-0.84667969	-3.5244141	-0.3107666	59.012569	4.7314416	286.86157	6.5335413e-09
70	-1.2568359	-1.4960937	-4.1535706	170.21385	3.7280848	245.16447	0
71	-1.5371094	-1.2021484	-2.2709717	99.562653	4.1401447	268.71741	2.3727345e-10
72	-2.3867188	-1.796875	-1.8650879	211.15404	3.6918483	237.754	0
73	-1.9003906	-1.3242188	-0.4171814	176.43576	4.0334658	254.09993	0
74	-0.97949219	-2.59375	0.31670532	41.722092	4.5565418	292.78848	3.624582e-09
75	-3.1542969	-3.4267578	-0.28134766	184.92357	3.4667085	263.71637	7.286936e-10
76	-1.9111328	-1.5849609	-2.5197815	231.22621	2.9126744	227.00482	0
77	-0.57910156	-0.98046875	-1.047583	241.49904	3.5536876	228.47209	0
78	0.359375	0.14746094	1.199762	234.34697	4.4658161	242.38689	0
79	-0.44824219	2.0820313	4.2366577	217.3954	5.6668465	260.87119	0
80	-4.8457031	1.5585937	5.126062	58.605091	7.2563208	298.55725	4.4219353e-09
81	-0.58984375	3.8134766	-0.21359863	143.98409	4.165927	287.44766	4.1913645e-09
82	-0.140625	0.50585938	-1.1828064	162.66786	3.9288174	263.44336	2.1779052e-10
83	1.8837891	-2.4833984	-0.56720581	78.041534	4.4123172	286.87335	2.6455918e-09
84	2.1259766	-1.4804687	0.99096069	215.13834	4.6258465	266.23541	2.0447368e-10
85	1.4521484	0.72949219	0.25484619	230.37225	4.3148818	252.79066	0
86	1.078125	-1.6816406	-0.57953491	72.660889	4.7859592	284.70093	1.9284697e-09
87	0.37890625	-1.2255859	0.25997314	143.62727	4.76296	288.45258	1.2776195e-09
88	-0.46972656	-0.91894531	-0.066595459	235.08133	4.3348242	254.5957	0
89	-1.8779297	-0.18457031	0.25762329	196.58446	4.2282296	255.74211	0
90	-4.0117188	-3.1591797	-0.20963135	18.696306	5.0541676	299.82211	9.2826303e-09
91	-0.33398438	-3.6396484	1.3914124	50.380825	6.2172932	311.03452	4.4054056e-09
92	1.1015625	-0.11523438	3.7399231	183.2151	6.8444233	304.3537	3.0487905e-10
93	-1.5283203	0.34667969	5.7465454	39.305187	8.5946442	314.94727	4.3777345e-09
94	-0.026367188	1.6201172	7.9467712	219.76076	8.1753232	300.05212	4.173991e-10
95	-0.13378906	1.3261719	4.7062622	227.57062	6.1682415	273.84906	0
96	2.6738281	-1.0351562	3.073938	34.698807	6.7479918	314.01422	7.8591365e-09
97	1.6884766	0.28613281	1.0545288	183.10751	5.551793	294.11642	1.2203717e-09
98	2.0917969	-1.2460937	3.3967224	258.9827	5.7871479	277.8779	0
99	0.7109375	0.37011719	4.0167175	232.34596	6.0471941	273.8407	0
100	-3.9023438	0.1875	5.9927002	22.908041	8.3843188	324.74554	7.6192858e-09
101	-1.6894531	1.2880859	8.5505005	104.33762	9.6290295	332.866	6.5533241e-09
102	-0.54101562	3.0087891	5.108667	107.55863	6.687467	315.98871	3.9949316e-10
103	0.45800781	1.7509766	4.4009338	123.15469	6.3663867	301.41226	1.6998598e-10
104	0.70996094	0.95214844	5.1065002	128.1601	6.9823241	304.58603	7.1152749e-10
105	1.6435547	-0.58398437	5.7293945	191.80418	7.1308324	296.99893	2.7899538e-10
106	0.05078125	0.21386719	6.0618835	148.02162	7.217973	297.49756	4.6191379e-10
107	-2.8701172	1.6943359	7.2074524	20.017534	9.4030708	337.93628	1.1436205e-08
108	-0.140625	3.3720703	13.106317	134.36966	12.594947	350.00299	5.2032222e-09
109	1.3330078	2.1391602	11.821008	141.88651	11.005574	338.89777	2.5576707e-09
110	2.8066406	0.90625	10.535028	150.23099	9.6056292	327.78287	1.2818135e-10
111	3.0371094	-1.0351562	9.2101685	286.21567	6.8046088	296.86188	0
112	1.4697266	-0.053710938	7.3923584	222.4622	6.5410577	294.0376	1.3756593e-10
113	0.875	-0.29980469	7.9713684	138.6144	8.4175415	320.59891	1.7788849e-09
