"",-33.000,-32.000,-31.000,-30.000,-29.000,-28.000,-27.000,-26.000,-25.000,-24.000,-23.000,-22.000,-21.000,-20.000,-19.000,-18.000,-17.000,-16.000,-15.000,-14.000,-13.000,-12.000,-11.000,-10.000,-9.000,-8.000,-7.000,-6.000,-5.000,-4.000,-3.000,-2.000,-1.000,0.000
177.0000,NaN,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000
178.0000,NaN,4.0986E-104,1.0194E-104,1.5723E-104,8.1864E-104,3.5448E-101,2.2113E-097,1.5680E-093,8.9258E-090,4.7340E-086,3.5221E-082,2.6067E-078,1.8360E-074,1.2634E-070,8.7163E-067,5.9988E-063,3.9734E-059,2.3995E-055,1.4160E-051,7.8833E-048,4.0458E-044,1.8912E-040,7.9239E-037,2.9414E-033,9.6833E-030,2.7039E-026,6.0304E-023,9.9719E-020,1.0805E-016,6.2664E-014,3.4121E-011,5.2381E-008,9.3827E-008,0.0000E+000
179.0000,NaN,3.4868E-086,3.5546E-085,1.7974E-084,5.6375E-083,1.2421E-080,6.3212E-078,2.6476E-075,1.0308E-072,4.8973E-070,3.2674E-067,2.5614E-064,1.9011E-061,1.3944E-058,1.2257E-055,1.5348E-052,2.4461E-049,2.9083E-046,3.0069E-043,3.5750E-040,4.3132E-037,4.8810E-034,5.1231E-031,4.7701E-028,4.1281E-025,3.5478E-022,2.6586E-019,1.5785E-016,6.5324E-014,1.5451E-011,2.0669E-009,7.1405E-008,8.9023E-008,0.0000E+000
180.0000,NaN,2.4368E-073,5.3604E-073,1.7178E-072,2.1236E-070,4.9578E-068,8.9649E-066,1.6192E-063,3.3467E-061,7.6687E-059,1.9925E-056,5.5134E-054,1.4240E-051,3.5919E-049,1.0332E-046,3.7221E-044,1.4821E-041,5.0018E-039,1.6093E-036,5.4519E-034,1.7632E-031,5.0833E-029,1.2939E-026,2.9915E-024,7.2672E-022,1.8713E-019,4.3783E-017,8.2061E-015,1.0702E-012,7.6351E-011,1.7142E-009,4.8620E-010,4.8019E-009,0.0000E+000
181.0000,NaN,2.5974E-067,4.4909E-067,1.2813E-066,1.6676E-064,3.1593E-062,4.3477E-060,5.7920E-058,8.5007E-056,1.3258E-053,2.2966E-051,4.2214E-049,7.2226E-047,1.1910E-044,2.1690E-042,4.6638E-040,1.0744E-037,2.0563E-035,3.8974E-033,7.8085E-031,1.4797E-028,2.5296E-026,3.8063E-024,5.0173E-022,6.5351E-020,8.5782E-018,9.7701E-016,8.4814E-014,4.8229E-012,1.3926E-010,1.9174E-009,9.8392E-008,1.5437E-007,0.0000E+000
182.0000,NaN,3.5372E-061,6.9129E-061,2.9184E-060,2.3997E-058,2.6618E-056,2.2196E-054,1.8013E-052,1.5994E-050,1.4952E-048,1.5433E-046,1.6716E-044,1.6698E-042,1.6175E-040,1.7556E-038,2.2760E-036,3.1556E-034,3.5745E-032,4.0601E-030,4.8131E-028,5.2741E-026,5.0781E-024,4.1962E-022,3.0122E-020,2.1427E-018,1.5121E-016,9.2548E-015,4.3079E-013,1.3320E-011,3.5906E-010,6.5459E-008,1.7026E-008,2.3174E-007,0.0000E+000
183.0000,NaN,1.6868E-056,4.6419E-056,8.3566E-055,4.9407E-053,3.2572E-051,1.6514E-049,8.3590E-048,4.6435E-046,2.7281E-044,1.7830E-042,1.2152E-040,7.5743E-039,4.5991E-037,3.1482E-035,2.5681E-033,2.2090E-031,1.5257E-029,1.0786E-027,7.8239E-026,5.1748E-024,2.9894E-022,1.4750E-020,6.3697E-019,2.8098E-017,1.2372E-015,4.7987E-014,1.5263E-012,3.9326E-011,9.1022E-010,3.8533E-009,5.1333E-010,1.8831E-008,0.0000E+000
184.0000,NaN,1.6768E-053,2.3391E-053,4.3020E-052,2.1203E-050,1.1245E-048,4.7078E-047,1.9908E-045,9.1463E-044,4.3955E-042,2.3219E-040,1.2746E-038,6.5112E-037,3.2762E-035,1.8248E-033,1.1646E-031,7.6690E-030,4.1615E-028,2.2819E-026,1.2519E-024,6.2470E-023,2.7535E-021,1.0638E-019,3.7117E-018,1.3155E-016,4.5282E-015,1.3903E-013,3.7093E-012,8.7024E-011,3.8157E-009,2.4824E-007,2.9380E-008,2.6979E-008,0.0000E+000
185.0000,NaN,1.5192E-050,9.7959E-050,1.4377E-048,5.6820E-047,2.3933E-045,7.6907E-044,2.4701E-042,8.5861E-041,3.1138E-039,1.2507E-037,5.2098E-036,1.9641E-034,7.1080E-033,2.8403E-031,1.3273E-029,6.5014E-028,2.5349E-026,1.0044E-024,4.0716E-023,1.5245E-021,5.0674E-020,1.4558E-018,3.6397E-017,9.1555E-016,2.3273E-014,5.6302E-013,1.3868E-011,3.8088E-010,8.7503E-009,3.2394E-007,4.7845E-008,3.7302E-008,0.0000E+000
186.0000,NaN,5.3091E-047,2.5721E-046,2.5362E-045,7.6640E-044,2.2943E-042,5.2834E-041,1.2577E-039,3.2274E-038,8.5974E-037,2.5217E-035,7.5377E-034,2.0386E-032,5.4407E-031,1.6383E-029,5.7533E-028,2.0639E-026,5.8757E-025,1.7941E-023,5.4933E-022,1.5300E-020,3.7566E-019,7.9741E-018,1.5279E-016,3.1720E-015,6.9586E-014,1.4782E-012,2.7147E-011,3.1830E-010,3.3948E-009,3.9115E-010,5.0254E-012,4.2981E-009,0.0000E+000
187.0000,NaN,7.2898E-045,3.0336E-044,2.6544E-043,7.0251E-042,1.7989E-040,3.5654E-039,7.2514E-038,1.5767E-036,3.5367E-035,8.7016E-034,2.2022E-032,5.1265E-031,1.1761E-029,2.9859E-028,8.6772E-027,2.5898E-025,6.2686E-024,1.5867E-022,3.9964E-021,9.1944E-020,1.8887E-018,3.4481E-017,5.8246E-016,1.0495E-014,1.9542E-013,3.3631E-012,5.8046E-011,3.0481E-009,1.0636E-009,8.1233E-011,3.8730E-011,8.1927E-008,0.0000E+000
188.0000,NaN,5.8349E-042,2.0107E-041,1.4502E-040,3.2309E-039,6.5233E-038,9.9397E-037,1.5822E-035,2.6968E-034,4.7522E-033,9.2808E-032,1.8506E-030,3.3239E-029,5.8581E-028,1.1554E-026,2.6525E-025,6.2628E-024,1.1634E-022,2.3200E-021,4.6416E-020,8.5887E-019,1.4365E-017,2.1320E-016,2.8904E-015,4.2500E-014,6.7489E-013,1.1435E-011,1.6333E-010,1.9686E-010,1.4965E-010,2.0124E-011,1.1962E-010,8.3075E-009,0.0000E+000
189.0000,NaN,8.9346E-040,2.6012E-039,1.6236E-038,3.1159E-037,5.0957E-036,6.3151E-035,8.3453E-034,1.1761E-032,1.7052E-031,2.7268E-030,4.4162E-029,6.4764E-028,9.4767E-027,1.5617E-025,2.9684E-024,5.7033E-023,8.6813E-022,1.4594E-020,2.4405E-019,3.7700E-018,5.2851E-017,6.6437E-016,7.8581E-015,1.0387E-013,1.4007E-012,1.4631E-011,7.6945E-011,8.3530E-011,8.9375E-012,3.8476E-013,4.5782E-011,1.5708E-008,0.0000E+000
190.0000,NaN,3.1149E-036,7.4586E-036,3.9943E-035,6.3654E-034,7.9468E-033,7.2844E-032,7.2243E-031,7.6075E-030,8.2213E-029,9.9189E-028,1.2123E-026,1.3208E-025,1.4256E-024,1.7420E-023,2.5097E-022,3.7423E-021,4.2998E-020,5.5778E-019,7.2953E-018,8.9430E-017,1.0022E-015,9.9436E-015,8.8008E-014,8.0696E-013,6.7533E-012,4.1732E-011,3.6179E-010,4.6705E-009,5.3564E-010,1.0537E-011,1.6599E-009,2.4724E-006,0.0000E+000
191.0000,NaN,8.4724E-029,1.2095E-028,3.9318E-028,4.0286E-027,2.4089E-026,1.0800E-025,5.4461E-025,2.8814E-024,1.5458E-023,9.2141E-023,5.5045E-022,2.9627E-021,1.6635E-020,1.0880E-019,8.3015E-019,6.3053E-018,3.6357E-017,2.6088E-016,1.7820E-015,1.0988E-014,6.1163E-014,3.0097E-013,1.3916E-012,7.6122E-012,4.2996E-011,2.2322E-010,1.3525E-009,2.5231E-008,1.8856E-007,2.3888E-007,2.8064E-007,4.5010E-007,0.0000E+000
192.0000,NaN,1.3176E-026,1.4502E-026,4.1475E-026,3.6309E-025,1.7097E-024,5.7779E-024,2.2953E-023,9.6366E-023,4.1073E-022,1.9596E-021,9.2920E-021,3.9839E-020,1.7965E-019,9.3871E-019,5.5873E-018,3.2148E-017,1.4158E-016,7.9328E-016,4.1627E-015,1.9789E-014,8.7387E-014,3.5618E-013,1.4443E-012,7.2661E-012,3.9327E-011,2.0560E-010,9.2612E-010,1.8729E-009,4.9972E-010,5.1565E-009,5.3938E-008,7.6259E-008,0.0000E+000
193.0000,NaN,3.1465E-026,3.2702E-026,9.2790E-026,7.8238E-025,3.4803E-024,1.0997E-023,4.1601E-023,1.6690E-022,6.8024E-022,3.0912E-021,1.3883E-020,5.6730E-020,2.4613E-019,1.2337E-018,6.9092E-018,3.6837E-017,1.5387E-016,8.1324E-016,4.0038E-015,1.7913E-014,7.5483E-014,3.0185E-013,1.2440E-012,6.3411E-012,3.3506E-011,1.5593E-010,5.3239E-010,7.2184E-010,1.2297E-010,3.2536E-009,9.6319E-008,6.6036E-008,0.0000E+000
194.0000,NaN,9.2658E-026,9.6147E-026,2.6223E-025,2.2076E-024,9.4827E-024,2.8990E-023,1.0668E-022,4.1492E-022,1.6345E-021,7.1539E-021,3.1089E-020,1.2396E-019,5.2155E-019,2.4955E-018,1.3186E-017,6.6919E-017,2.7125E-016,1.3529E-015,6.3174E-015,2.7204E-014,1.1199E-013,4.4579E-013,1.8278E-012,8.8460E-012,4.2547E-011,1.7076E-010,4.6646E-010,5.1728E-010,2.4866E-010,1.1199E-008,4.6874E-008,8.3535E-008,0.0000E+000
195.0000,NaN,1.6305E-025,1.7071E-025,4.6939E-025,3.9289E-024,1.6383E-023,4.8321E-023,1.7345E-022,6.5815E-022,2.5278E-021,1.0815E-020,4.5741E-020,1.7635E-019,7.1791E-019,3.3324E-018,1.7072E-017,8.3354E-017,3.2270E-016,1.5611E-015,7.0766E-015,2.9708E-014,1.2053E-013,4.7568E-013,1.9271E-012,9.1168E-012,4.1294E-011,1.4796E-010,3.4640E-010,3.4559E-010,1.5782E-010,1.2705E-009,4.8669E-008,6.0880E-008,0.0000E+000
196.0000,NaN,1.8056E-025,1.9325E-025,5.4338E-025,4.5125E-024,1.8485E-023,5.4080E-023,1.9283E-022,7.2929E-022,2.8003E-021,1.1884E-020,4.9511E-020,1.8920E-019,7.7116E-019,3.5902E-018,1.8181E-017,8.6275E-017,3.3182E-016,1.5861E-015,7.0994E-015,2.9486E-014,1.1889E-013,4.6997E-013,1.9253E-012,9.0251E-012,3.8785E-011,1.2679E-010,2.6552E-010,2.4618E-010,8.9275E-011,1.3037E-010,4.2914E-009,1.3601E-007,0.0000E+000
197.0000,NaN,6.0256E-025,6.3974E-025,1.6815E-024,1.3193E-023,5.3259E-023,1.5735E-022,5.4924E-022,2.0251E-021,7.5629E-021,3.0948E-020,1.2615E-019,4.7850E-019,1.8975E-018,8.3546E-018,3.9669E-017,1.8245E-016,7.0245E-016,3.1604E-015,1.3603E-014,5.5498E-014,2.2138E-013,8.6640E-013,3.3880E-012,1.4138E-011,5.1830E-011,1.4859E-010,2.7317E-010,2.2991E-010,7.7392E-011,1.1095E-008,3.7278E-008,5.9997E-008,0.0000E+000
198.0000,NaN,3.3378E-024,3.3680E-024,8.9696E-024,7.3117E-023,2.9195E-022,8.1175E-022,2.7166E-021,9.5467E-021,3.3770E-020,1.3326E-019,5.2298E-019,1.8553E-018,6.7741E-018,2.7599E-017,1.2436E-016,5.5188E-016,1.9564E-015,8.3934E-015,3.4673E-014,1.3745E-013,5.3328E-013,1.9734E-012,6.9337E-012,2.5376E-011,8.2994E-011,2.0510E-010,3.2969E-010,2.3988E-010,6.8476E-011,2.2446E-008,7.0509E-008,1.9120E-007,-2.6470E-023
