"year","rcp","gcm","model","variable","mean","value","anom","mean_model","sd_model","var_model","mean_gcm","sd_gcm","var_gcm","mean_rcp","sd_rcp","var_rcp"
2042,"rcp85","MIROC5","GLM","wtr_32",6.40899378133412,6.47339762563575,0.06440384430163,0.478407430423346,0.362467631985972,0.131382784237518,0.0305836287364312,0.042374220603554,0.00179557457175866,0.06440384430163,NA,NA
2042,"rcp85","MIROC5","GOTM","wtr_32",7.49896405708585,8.2376044485667,0.738640391480852,0.478407430423346,0.362467631985972,0.131382784237518,0.96889740030767,0.256857477458561,0.065975763726375,0.738640391480852,NA,NA
2042,"rcp85","MIROC5","MyLake","wtr_32",6.99608916152148,7.62826721700903,0.632178055487556,0.478407430423346,0.362467631985972,0.131382784237518,1.06873713681434,0.661611075934833,0.437729215799648,0.632178055487556,NA,NA
2042,"rcp85","MIROC5","Simstrat","wtr_32",NA,NA,NA,0.478407430423346,0.362467631985972,0.131382784237518,NA,NA,NA,NA,NA,NA
2043,"rcp85","GFDL-ESM2M","FLake","wtr_32",NA,NA,NA,0.155674614133616,0.110343248272665,0.012175632439363,NA,NA,NA,NA,NA,NA
2043,"rcp85","GFDL-ESM2M","GLM","wtr_32",6.4059976330444,6.60939304110122,0.203395408056821,0.155674614133616,0.110343248272665,0.012175632439363,0.182252574711931,0.0778997844130594,0.00606837641160113,0.203395408056821,NA,NA
2043,"rcp85","GFDL-ESM2M","GOTM","wtr_32",6.80772310843518,7.0418489906795,0.234125882244317,0.155674614133616,0.110343248272665,0.012175632439363,1.06245560252721,0.568584409156585,0.323288230335942,0.234125882244317,NA,NA
2043,"rcp85","GFDL-ESM2M","MyLake","wtr_32",6.92259609314975,6.95209864524946,0.0295025520997094,0.155674614133616,0.110343248272665,0.012175632439363,0.973741628359093,0.769283483895303,0.591797078594095,0.0295025520997094,NA,NA
2043,"rcp85","GFDL-ESM2M","Simstrat","wtr_32",NA,NA,NA,0.155674614133616,0.110343248272665,0.012175632439363,NA,NA,NA,NA,NA,NA
2043,"rcp85","HadGEM2-ES","FLake","wtr_32",NA,NA,NA,0.828663797973296,0.639233290752926,0.408619200006815,NA,NA,NA,NA,NA,NA
2043,"rcp85","HadGEM2-ES","GLM","wtr_32",6.40686999490233,6.6009111417483,0.194041146845967,0.828663797973296,0.639233290752926,0.408619200006815,0.182252574711931,0.0778997844130594,0.00606837641160113,0.194041146845967,NA,NA
2043,"rcp85","HadGEM2-ES","GOTM","wtr_32",7.32619646807068,8.79860652848466,1.47241006041398,0.828663797973296,0.639233290752926,0.408619200006815,1.06245560252721,0.568584409156585,0.323288230335942,1.47241006041398,NA,NA
2043,"rcp85","HadGEM2-ES","MyLake","wtr_32",7.16562141240785,7.98516159906779,0.819540186659938,0.828663797973296,0.639233290752926,0.408619200006815,0.973741628359093,0.769283483895303,0.591797078594095,0.819540186659938,NA,NA
2043,"rcp85","HadGEM2-ES","Simstrat","wtr_32",NA,NA,NA,0.828663797973296,0.639233290752926,0.408619200006815,NA,NA,NA,NA,NA,NA
2043,"rcp85","IPSL-CM5A-LR","FLake","wtr_32",NA,NA,NA,0.797018776897046,0.626714037111441,0.39277048431252,NA,NA,NA,NA,NA,NA
2043,"rcp85","IPSL-CM5A-LR","GLM","wtr_32",6.40946254420278,6.48284568068099,0.0733831364782098,0.797018776897046,0.626714037111441,0.39277048431252,0.182252574711931,0.0778997844130594,0.00606837641160113,0.0733831364782098,NA,NA
2043,"rcp85","IPSL-CM5A-LR","GOTM","wtr_32",6.76158075141289,7.9145796050139,1.15299885360101,0.797018776897046,0.626714037111441,0.39277048431252,1.06245560252721,0.568584409156585,0.323288230335942,1.15299885360101,NA,NA
2043,"rcp85","IPSL-CM5A-LR","MyLake","wtr_32",7.23773602027307,8.40241036088499,1.16467434061192,0.797018776897046,0.626714037111441,0.39277048431252,0.973741628359093,0.769283483895303,0.591797078594095,1.16467434061192,NA,NA
2043,"rcp85","IPSL-CM5A-LR","Simstrat","wtr_32",NA,NA,NA,0.797018776897046,0.626714037111441,0.39277048431252,NA,NA,NA,NA,NA,NA
2043,"rcp85","MIROC5","FLake","wtr_32",NA,NA,NA,1.17657588512702,0.83236681570967,0.692834515894655,NA,NA,NA,NA,NA,NA
2043,"rcp85","MIROC5","GLM","wtr_32",6.40899378133412,6.66718438880084,0.258190607466725,1.17657588512702,0.83236681570967,0.692834515894655,0.182252574711931,0.0778997844130594,0.00606837641160113,0.258190607466725,NA,NA
2043,"rcp85","MIROC5","GOTM","wtr_32",7.49896405708585,8.88925167093538,1.39028761384954,1.17657588512702,0.83236681570967,0.692834515894655,1.06245560252721,0.568584409156585,0.323288230335942,1.39028761384954,NA,NA
2043,"rcp85","MIROC5","MyLake","wtr_32",6.99608916152148,8.87733859558628,1.8812494340648,1.17657588512702,0.83236681570967,0.692834515894655,0.973741628359093,0.769283483895303,0.591797078594095,1.8812494340648,NA,NA
2043,"rcp85","MIROC5","Simstrat","wtr_32",NA,NA,NA,1.17657588512702,0.83236681570967,0.692834515894655,NA,NA,NA,NA,NA,NA
2044,"rcp85","GFDL-ESM2M","FLake","wtr_32",NA,NA,NA,0.21392885112552,0.347158587307188,0.120519084741123,NA,NA,NA,NA,NA,NA
2044,"rcp85","GFDL-ESM2M","GLM","wtr_32",6.4059976330444,6.23239696351557,-0.173600669528831,0.21392885112552,0.347158587307188,0.120519084741123,0.0637796341197821,0.203274851662102,0.0413206653182497,-0.173600669528831,NA,NA
2044,"rcp85","GFDL-ESM2M","GOTM","wtr_32",6.80772310843518,7.12662067432739,0.318897565892212,0.21392885112552,0.347158587307188,0.120519084741123,1.06032916779574,0.657891362140737,0.432821044379395,0.318897565892212,NA,NA
2044,"rcp85","GFDL-ESM2M","MyLake","wtr_32",6.92259609314975,7.41908575016293,0.496489657013178,0.21392885112552,0.347158587307188,0.120519084741123,1.18619850196248,0.741973052318454,0.550524010366764,0.496489657013178,NA,NA
2044,"rcp85","GFDL-ESM2M","Simstrat","wtr_32",NA,NA,NA,0.21392885112552,0.347158587307188,0.120519084741123,NA,NA,NA,NA,NA,NA
2044,"rcp85","HadGEM2-ES","FLake","wtr_32",NA,NA,NA,0.856865910760933,0.698153532983813,0.48741835561778,NA,NA,NA,NA,NA,NA
2044,"rcp85","HadGEM2-ES","GLM","wtr_32",6.40686999490233,6.48182456806058,0.0749545731582472,0.856865910760933,0.698153532983813,0.48741835561778,0.0637796341197821,0.203274851662102,0.0413206653182497,0.0749545731582472,NA,NA
2044,"rcp85","HadGEM2-ES","GOTM","wtr_32",7.32619646807068,8.74395730358655,1.41776083551588,0.856865910760933,0.698153532983813,0.48741835561778,1.06032916779574,0.657891362140737,0.432821044379395,1.41776083551588,NA,NA
2044,"rcp85","HadGEM2-ES","MyLake","wtr_32",7.16562141240785,8.24350373601653,1.07788232360867,0.856865910760933,0.698153532983813,0.48741835561778,1.18619850196248,0.741973052318454,0.550524010366764,1.07788232360867,NA,NA
2044,"rcp85","HadGEM2-ES","Simstrat","wtr_32",NA,NA,NA,0.856865910760933,0.698153532983813,0.48741835561778,NA,NA,NA,NA,NA,NA
2044,"rcp85","IPSL-CM5A-LR","FLake","wtr_32",NA,NA,NA,0.565434649578923,0.473163962119695,0.223884135048808,NA,NA,NA,NA,NA,NA
2044,"rcp85","IPSL-CM5A-LR","GLM","wtr_32",6.40946254420278,6.44159805644405,0.0321355122412697,0.565434649578923,0.473163962119695,0.223884135048808,0.0637796341197821,0.203274851662102,0.0413206653182497,0.0321355122412697,NA,NA
2044,"rcp85","IPSL-CM5A-LR","GOTM","wtr_32",6.76158075141289,7.49081479885381,0.729234047440921,0.565434649578923,0.473163962119695,0.223884135048808,1.06032916779574,0.657891362140737,0.432821044379395,0.729234047440921,NA,NA
2044,"rcp85","IPSL-CM5A-LR","MyLake","wtr_32",7.23773602027307,8.17267040932765,0.934934389054579,0.565434649578923,0.473163962119695,0.223884135048808,1.18619850196248,0.741973052318454,0.550524010366764,0.934934389054579,NA,NA
2044,"rcp85","IPSL-CM5A-LR","Simstrat","wtr_32",NA,NA,NA,0.565434649578923,0.473163962119695,0.223884135048808,NA,NA,NA,NA,NA,NA
2044,"rcp85","MIROC5","FLake","wtr_32",NA,NA,NA,1.44418032703862,0.999002249718122,0.998005494941869,NA,NA,NA,NA,NA,NA
2044,"rcp85","MIROC5","GLM","wtr_32",6.40899378133412,6.73062290194256,0.321629120608443,1.44418032703862,0.999002249718122,0.998005494941869,0.0637796341197821,0.203274851662102,0.0413206653182497,0.321629120608443,NA,NA
2044,"rcp85","MIROC5","GOTM","wtr_32",7.49896405708585,9.27438827941978,1.77542422233393,1.44418032703862,0.999002249718122,0.998005494941869,1.06032916779574,0.657891362140737,0.432821044379395,1.77542422233393,NA,NA
2044,"rcp85","MIROC5","MyLake","wtr_32",6.99608916152148,9.23157679969496,2.23548763817348,1.44418032703862,0.999002249718122,0.998005494941869,1.18619850196248,0.741973052318454,0.550524010366764,2.23548763817348,NA,NA
2044,"rcp85","MIROC5","Simstrat","wtr_32",NA,NA,NA,1.44418032703862,0.999002249718122,0.998005494941869,NA,NA,NA,NA,NA,NA
2045,"rcp85","GFDL-ESM2M","FLake","wtr_32",NA,NA,NA,0.151801483798389,0.226162337748355,0.0511494030158011,NA,NA,NA,NA,NA,NA
2045,"rcp85","GFDL-ESM2M","GLM","wtr_32",6.4059976330444,6.31202609849303,-0.0939715345513719,0.151801483798389,0.226162337748355,0.0511494030158011,-0.0213391987327283,0.0815950412906241,0.00665775076321865,-0.0939715345513719,NA,NA
2045,"rcp85","GFDL-ESM2M","GOTM","wtr_32",6.80772310843518,7.15887102950309,0.351147921067907,0.151801483798389,0.226162337748355,0.0511494030158011,0.956843078542364,0.432561154897169,0.187109152725972,0.351147921067907,NA,NA
2045,"rcp85","GFDL-ESM2M","MyLake","wtr_32",6.92259609314975,7.12082415802838,0.198228064878632,0.151801483798389,0.226162337748355,0.0511494030158011,0.986327982996893,0.77159162403553,0.595353634281787,0.198228064878632,NA,NA
2045,"rcp85","GFDL-ESM2M","Simstrat","wtr_32",NA,NA,NA,0.151801483798389,0.226162337748355,0.0511494030158011,NA,NA,NA,NA,NA,NA
2045,"rcp85","HadGEM2-ES","FLake","wtr_32",NA,NA,NA,0.911909406547883,0.778763446021386,0.606472504859105,NA,NA,NA,NA,NA,NA
2045,"rcp85","HadGEM2-ES","GLM","wtr_32",6.40686999490233,6.44481785444364,0.0379478595413109,0.911909406547883,0.778763446021386,0.606472504859105,-0.0213391987327283,0.0815950412906241,0.00665775076321865,0.0379478595413109,NA,NA
2045,"rcp85","HadGEM2-ES","GOTM","wtr_32",7.32619646807068,8.49174021203836,1.16554374396769,0.911909406547883,0.778763446021386,0.606472504859105,0.956843078542364,0.432561154897169,0.187109152725972,1.16554374396769,NA,NA
2045,"rcp85","HadGEM2-ES","MyLake","wtr_32",7.16562141240785,8.69785802854251,1.53223661613465,0.911909406547883,0.778763446021386,0.606472504859105,0.986327982996893,0.77159162403553,0.595353634281787,1.53223661613465,NA,NA
2045,"rcp85","HadGEM2-ES","Simstrat","wtr_32",NA,NA,NA,0.911909406547883,0.778763446021386,0.606472504859105,NA,NA,NA,NA,NA,NA
2045,"rcp85","IPSL-CM5A-LR","FLake","wtr_32",NA,NA,NA,0.445531609889427,0.527460779943177,0.278214874378265,NA,NA,NA,NA,NA,NA
2045,"rcp85","IPSL-CM5A-LR","GLM","wtr_32",6.40946254420278,6.32031849573736,-0.0891440484654205,0.445531609889427,0.527460779943177,0.278214874378265,-0.0213391987327283,0.0815950412906241,0.00665775076321865,-0.0891440484654205,NA,NA
2045,"rcp85","IPSL-CM5A-LR","GOTM","wtr_32",6.76158075141289,7.72704933863819,0.965468587225297,0.445531609889427,0.527460779943177,0.278214874378265,0.956843078542364,0.432561154897169,0.187109152725972,0.965468587225297,NA,NA
2045,"rcp85","IPSL-CM5A-LR","MyLake","wtr_32",7.23773602027307,7.69800631118147,0.460270290908405,0.445531609889427,0.527460779943177,0.278214874378265,0.986327982996893,0.77159162403553,0.595353634281787,0.460270290908405,NA,NA
2045,"rcp85","IPSL-CM5A-LR","Simstrat","wtr_32",NA,NA,NA,0.445531609889427,0.527460779943177,0.278214874378265,NA,NA,NA,NA,NA,NA
2045,"rcp85","MIROC5","FLake","wtr_32",NA,NA,NA,1.05319998350634,0.884314008624322,0.782011265849217,NA,NA,NA,NA,NA,NA
2045,"rcp85","MIROC5","GLM","wtr_32",6.40899378133412,6.46880470987869,0.0598109285445683,1.05319998350634,0.884314008624322,0.782011265849217,-0.0213391987327283,0.0815950412906241,0.00665775076321865,0.0598109285445683,NA,NA
2045,"rcp85","MIROC5","GOTM","wtr_32",7.49896405708585,8.84417611899441,1.34521206190857,1.05319998350634,0.884314008624322,0.782011265849217,0.956843078542364,0.432561154897169,0.187109152725972,1.34521206190857,NA,NA
2045,"rcp85","MIROC5","MyLake","wtr_32",6.99608916152148,8.75066612158736,1.75457696006588,1.05319998350634,0.884314008624322,0.782011265849217,0.986327982996893,0.77159162403553,0.595353634281787,1.75457696006588,NA,NA
2045,"rcp85","MIROC5","Simstrat","wtr_32",NA,NA,NA,1.05319998350634,0.884314008624322,0.782011265849217,NA,NA,NA,NA,NA,NA
2046,"rcp85","GFDL-ESM2M","FLake","wtr_32",NA,NA,NA,0.521635061687567,0.394775530159179,0.155847719212461,NA,NA,NA,NA,NA,NA
2046,"rcp85","GFDL-ESM2M","GLM","wtr_32",6.4059976330444,6.50785388293332,0.101856249888917,0.521635061687567,0.394775530159179,0.155847719212461,0.00768885123596506,0.107235151578177,0.0114993777339947,0.101856249888917,NA,NA
2046,"rcp85","GFDL-ESM2M","GOTM","wtr_32",6.80772310843518,7.38534165967658,0.577618551241399,0.521635061687567,0.394775530159179,0.155847719212461,1.10849556110158,0.38898513509385,0.151309435323981,0.577618551241399,NA,NA
2046,"rcp85","GFDL-ESM2M","MyLake","wtr_32",6.92259609314975,7.80802647708213,0.885430383932386,0.521635061687567,0.394775530159179,0.155847719212461,0.969202187929719,0.43624774345846,0.190312093672598,0.885430383932386,NA,NA
2046,"rcp85","GFDL-ESM2M","Simstrat","wtr_32",NA,NA,NA,0.521635061687567,0.394775530159179,0.155847719212461,NA,NA,NA,NA,NA,NA
2046,"rcp85","HadGEM2-ES","FLake","wtr_32",NA,NA,NA,0.486913292546184,0.672148898520365,0.45178414178214,NA,NA,NA,NA,NA,NA
2046,"rcp85","HadGEM2-ES","GLM","wtr_32",6.40686999490233,6.26277890499324,-0.144091089909091,0.486913292546184,0.672148898520365,0.45178414178214,0.00768885123596506,0.107235151578177,0.0114993777339947,-0.144091089909091,NA,NA
2046,"rcp85","HadGEM2-ES","GOTM","wtr_32",7.32619646807068,8.51996760055015,1.19377113247947,0.486913292546184,0.672148898520365,0.45178414178214,1.10849556110158,0.38898513509385,0.151309435323981,1.19377113247947,NA,NA
2046,"rcp85","HadGEM2-ES","MyLake","wtr_32",7.16562141240785,7.57668124747603,0.411059835068175,0.486913292546184,0.672148898520365,0.45178414178214,0.969202187929719,0.43624774345846,0.190312093672598,0.411059835068175,NA,NA
2046,"rcp85","HadGEM2-ES","Simstrat","wtr_32",NA,NA,NA,0.486913292546184,0.672148898520365,0.45178414178214,NA,NA,NA,NA,NA,NA
2046,"rcp85","IPSL-CM5A-LR","FLake","wtr_32",NA,NA,NA,0.888370105852236,0.779282131202827,0.60728064001202,NA,NA,NA,NA,NA,NA
2046,"rcp85","IPSL-CM5A-LR","GLM","wtr_32",6.40946254420278,6.42434885861122,0.0148863144084407,0.888370105852236,0.779282131202827,0.60728064001202,0.00768885123596506,0.107235151578177,0.0114993777339947,0.0148863144084407,NA,NA
2046,"rcp85","IPSL-CM5A-LR","GOTM","wtr_32",6.76158075141289,8.27390971155582,1.51232896014293,0.888370105852236,0.779282131202827,0.60728064001202,1.10849556110158,0.38898513509385,0.151309435323981,1.51232896014293,NA,NA
2046,"rcp85","IPSL-CM5A-LR","MyLake","wtr_32",7.23773602027307,8.37563106327841,1.13789504300534,0.888370105852236,0.779282131202827,0.60728064001202,0.969202187929719,0.43624774345846,0.190312093672598,1.13789504300534,NA,NA
2046,"rcp85","IPSL-CM5A-LR","Simstrat","wtr_32",NA,NA,NA,0.888370105852236,0.779282131202827,0.60728064001202,NA,NA,NA,NA,NA,NA
2046,"rcp85","MIROC5","FLake","wtr_32",NA,NA,NA,0.883597006937037,0.72967010667513,0.532418464575296,NA,NA,NA,NA,NA,NA
2046,"rcp85","MIROC5","GLM","wtr_32",6.40899378133412,6.46709771188971,0.0581039305555931,0.883597006937037,0.72967010667513,0.532418464575296,0.00768885123596506,0.107235151578177,0.0114993777339947,0.0581039305555931,NA,NA
2046,"rcp85","MIROC5","GOTM","wtr_32",7.49896405708585,8.64922765762839,1.15026360054254,0.883597006937037,0.72967010667513,0.532418464575296,1.10849556110158,0.38898513509385,0.151309435323981,1.15026360054254,NA,NA
2046,"rcp85","MIROC5","MyLake","wtr_32",6.99608916152148,8.43851265123446,1.44242348971298,0.883597006937037,0.72967010667513,0.532418464575296,0.969202187929719,0.43624774345846,0.190312093672598,1.44242348971298,NA,NA
2046,"rcp85","MIROC5","Simstrat","wtr_32",NA,NA,NA,0.883597006937037,0.72967010667513,0.532418464575296,NA,NA,NA,NA,NA,NA
2047,"rcp85","GFDL-ESM2M","FLake","wtr_32",NA,NA,NA,0.368143576746779,0.365183330337341,0.133358864756272,NA,NA,NA,NA,NA,NA
2047,"rcp85","GFDL-ESM2M","GLM","wtr_32",6.4059976330444,6.37781142829216,-0.0281862047522424,0.368143576746779,0.365183330337341,0.133358864756272,0.065242641194527,0.0865438488268333,0.00748983776976177,-0.0281862047522424,NA,NA
2047,"rcp85","GFDL-ESM2M","GOTM","wtr_32",6.80772310843518,7.24932835632999,0.441605247894811,0.368143576746779,0.365183330337341,0.133358864756272,1.43063369222784,0.667605231976322,0.445696745762159,0.441605247894811,NA,NA
2047,"rcp85","GFDL-ESM2M","MyLake","wtr_32",6.92259609314975,7.61360778024752,0.69101168709777,0.368143576746779,0.365183330337341,0.133358864756272,1.67467036719483,0.724061252533926,0.524264697420997,0.69101168709777,NA,NA
2047,"rcp85","GFDL-ESM2M","Simstrat","wtr_32",NA,NA,NA,0.368143576746779,0.365183330337341,0.133358864756272,NA,NA,NA,NA,NA,NA
2047,"rcp85","HadGEM2-ES","FLake","wtr_32",NA,NA,NA,1.21554475365851,0.912758014747581,0.833127193485946,NA,NA,NA,NA,NA,NA
2047,"rcp85","HadGEM2-ES","GLM","wtr_32",6.40686999490233,6.5687404501928,0.161870455290474,1.21554475365851,0.912758014747581,0.833127193485946,0.065242641194527,0.0865438488268333,0.00748983776976177,0.161870455290474,NA,NA
2047,"rcp85","HadGEM2-ES","GOTM","wtr_32",7.32619646807068,9.04724651199498,1.7210500439243,1.21554475365851,0.912758014747581,0.833127193485946,1.43063369222784,0.667605231976322,0.445696745762159,1.7210500439243,NA,NA
2047,"rcp85","HadGEM2-ES","MyLake","wtr_32",7.16562141240785,8.92933517416863,1.76371376176077,1.21554475365851,0.912758014747581,0.833127193485946,1.67467036719483,0.724061252533926,0.524264697420997,1.76371376176077,NA,NA
2047,"rcp85","HadGEM2-ES","Simstrat","wtr_32",NA,NA,NA,1.21554475365851,0.912758014747581,0.833127193485946,NA,NA,NA,NA,NA,NA
2047,"rcp85","IPSL-CM5A-LR","FLake","wtr_32",NA,NA,NA,1.16038404887033,0.993318118180199,0.986680883905051,NA,NA,NA,NA,NA,NA
2047,"rcp85","IPSL-CM5A-LR","GLM","wtr_32",6.40946254420278,6.42620947067052,0.0167469264677335,1.16038404887033,0.993318118180199,0.986680883905051,0.065242641194527,0.0865438488268333,0.00748983776976177,0.0167469264677335,NA,NA
2047,"rcp85","IPSL-CM5A-LR","GOTM","wtr_32",6.76158075141289,8.41794482838898,1.65636407697609,1.16038404887033,0.993318118180199,0.986680883905051,1.43063369222784,0.667605231976322,0.445696745762159,1.65636407697609,NA,NA
2047,"rcp85","IPSL-CM5A-LR","MyLake","wtr_32",7.23773602027307,9.04577716344023,1.80804114316717,1.16038404887033,0.993318118180199,0.986680883905051,1.67467036719483,0.724061252533926,0.524264697420997,1.80804114316717,NA,NA
2047,"rcp85","IPSL-CM5A-LR","Simstrat","wtr_32",NA,NA,NA,1.16038404887033,0.993318118180199,0.986680883905051,NA,NA,NA,NA,NA,NA
2047,"rcp85","MIROC5","FLake","wtr_32",NA,NA,NA,1.48332322154732,1.21830369423506,1.4842638913868,NA,NA,NA,NA,NA,NA
2047,"rcp85","MIROC5","GLM","wtr_32",6.40899378133412,6.51953316910626,0.110539387772143,1.48332322154732,1.21830369423506,1.4842638913868,0.065242641194527,0.0865438488268333,0.00748983776976177,0.110539387772143,NA,NA
2047,"rcp85","MIROC5","GOTM","wtr_32",7.49896405708585,9.40247945720202,1.90351540011618,1.48332322154732,1.21830369423506,1.4842638913868,1.43063369222784,0.667605231976322,0.445696745762159,1.90351540011618,NA,NA
2047,"rcp85","MIROC5","MyLake","wtr_32",6.99608916152148,9.4320040382751,2.43591487675363,1.48332322154732,1.21830369423506,1.4842638913868,1.67467036719483,0.724061252533926,0.524264697420997,2.43591487675363,NA,NA
2047,"rcp85","MIROC5","Simstrat","wtr_32",NA,NA,NA,1.48332322154732,1.21830369423506,1.4842638913868,NA,NA,NA,NA,NA,NA
2048,"rcp85","GFDL-ESM2M","FLake","wtr_32",NA,NA,NA,0.0724378942467542,0.101929427355454,0.0103896081610108,NA,NA,NA,NA,NA,NA
2048,"rcp85","GFDL-ESM2M","GLM","wtr_32",6.4059976330444,6.39580704182224,-0.0101905912221638,0.0724378942467542,0.101929427355454,0.0103896081610108,0.0819622109624289,0.0838707412468607,0.00703430123729787,-0.0101905912221638,NA,NA
2048,"rcp85","GFDL-ESM2M","GOTM","wtr_32",6.80772310843518,6.99406317969507,0.186340071259889,0.0724378942467542,0.101929427355454,0.0103896081610108,1.02143956329231,0.628596670297935,0.395133773909651,0.186340071259889,NA,NA
2048,"rcp85","GFDL-ESM2M","MyLake","wtr_32",6.92259609314975,6.96376029585229,0.0411642027025371,0.0724378942467542,0.101929427355454,0.0103896081610108,0.861472212549463,0.577980595786829,0.334061569106098,0.0411642027025371,NA,NA
2048,"rcp85","GFDL-ESM2M","Simstrat","wtr_32",NA,NA,NA,0.0724378942467542,0.101929427355454,0.0103896081610108,NA,NA,NA,NA,NA,NA
2048,"rcp85","HadGEM2-ES","FLake","wtr_32",NA,NA,NA,0.652954925576327,0.400251834363684,0.160201530911494,NA,NA,NA,NA,NA,NA
2048,"rcp85","HadGEM2-ES","GLM","wtr_32",6.40686999490233,6.59791748966676,0.191047494764426,0.652954925576327,0.400251834363684,0.160201530911494,0.0819622109624289,0.0838707412468607,0.00703430123729787,0.191047494764426,NA,NA
2048,"rcp85","HadGEM2-ES","GOTM","wtr_32",7.32619646807068,8.22362083811415,0.897424370043471,0.652954925576327,0.400251834363684,0.160201530911494,1.02143956329231,0.628596670297935,0.395133773909651,0.897424370043471,NA,NA
2048,"rcp85","HadGEM2-ES","MyLake","wtr_32",7.16562141240785,8.03601432432894,0.870392911921084,0.652954925576327,0.400251834363684,0.160201530911494,0.861472212549463,0.577980595786829,0.334061569106098,0.870392911921084,NA,NA
2048,"rcp85","HadGEM2-ES","Simstrat","wtr_32",NA,NA,NA,0.652954925576327,0.400251834363684,0.160201530911494,NA,NA,NA,NA,NA,NA
2048,"rcp85","IPSL-CM5A-LR","FLake","wtr_32",NA,NA,NA,0.913878276337896,0.746563231063744,0.557356657976337,NA,NA,NA,NA,NA,NA
2048,"rcp85","IPSL-CM5A-LR","GLM","wtr_32",6.40946254420278,6.46610901655395,0.056646472351168,0.913878276337896,0.746563231063744,0.557356657976337,0.0819622109624289,0.0838707412468607,0.00703430123729787,0.056646472351168,NA,NA
2048,"rcp85","IPSL-CM5A-LR","GOTM","wtr_32",6.76158075141289,8.18295384740649,1.4213730959936,0.913878276337896,0.746563231063744,0.557356657976337,1.02143956329231,0.628596670297935,0.395133773909651,1.4213730959936,NA,NA
2048,"rcp85","IPSL-CM5A-LR","MyLake","wtr_32",7.23773602027307,8.50135128094199,1.26361526066892,0.913878276337896,0.746563231063744,0.557356657976337,0.861472212549463,0.577980595786829,0.334061569106098,1.26361526066892,NA,NA
2048,"rcp85","IPSL-CM5A-LR","Simstrat","wtr_32",NA,NA,NA,0.913878276337896,0.746563231063744,0.557356657976337,NA,NA,NA,NA,NA,NA
2048,"rcp85","MIROC5","FLake","wtr_32",NA,NA,NA,0.980560886244627,0.786366821439615,0.618372777861043,NA,NA,NA,NA,NA,NA
2048,"rcp85","MIROC5","GLM","wtr_32",6.40899378133412,6.4993392492904,0.0903454679562858,0.980560886244627,0.786366821439615,0.618372777861043,0.0819622109624289,0.0838707412468607,0.00703430123729787,0.0903454679562858,NA,NA
2048,"rcp85","MIROC5","GOTM","wtr_32",7.49896405708585,9.07958477295813,1.58062071587228,0.980560886244627,0.786366821439615,0.618372777861043,1.02143956329231,0.628596670297935,0.395133773909651,1.58062071587228,NA,NA
2048,"rcp85","MIROC5","MyLake","wtr_32",6.99608916152148,8.26680563642679,1.27071647490531,0.980560886244627,0.786366821439615,0.618372777861043,0.861472212549463,0.577980595786829,0.334061569106098,1.27071647490531,NA,NA
2048,"rcp85","MIROC5","Simstrat","wtr_32",NA,NA,NA,0.980560886244627,0.786366821439615,0.618372777861043,NA,NA,NA,NA,NA,NA
2049,"rcp85","GFDL-ESM2M","FLake","wtr_32",NA,NA,NA,0.492628558000276,0.55962251943448,0.313177364258195,NA,NA,NA,NA,NA,NA
2049,"rcp85","GFDL-ESM2M","GLM","wtr_32",6.4059976330444,6.50481687931165,0.0988192462672537,0.492628558000276,0.55962251943448,0.313177364258195,0.050635584096687,0.0489584093454767,0.00239692584563926,0.0988192462672537,NA,NA
2049,"rcp85","GFDL-ESM2M","GOTM","wtr_32",6.80772310843518,7.05356382320775,0.245840714772575,0.492628558000276,0.55962251943448,0.313177364258195,1.02107588628599,0.561014235539417,0.314736972477876,0.245840714772575,NA,NA
2049,"rcp85","GFDL-ESM2M","MyLake","wtr_32",6.92259609314975,8.05582180611075,1.133225712961,0.492628558000276,0.55962251943448,0.313177364258195,1.45026214137761,0.361119221018523,0.130407091789025,1.133225712961,NA,NA
2049,"rcp85","GFDL-ESM2M","Simstrat","wtr_32",NA,NA,NA,0.492628558000276,0.55962251943448,0.313177364258195,NA,NA,NA,NA,NA,NA
2049,"rcp85","HadGEM2-ES","FLake","wtr_32",NA,NA,NA,1.15303866799707,1.01717895213593,1.03465302066836,NA,NA,NA,NA,NA,NA
2049,"rcp85","HadGEM2-ES","GLM","wtr_32",6.40686999490233,6.39759307822136,-0.00927691668097037,1.15303866799707,1.01717895213593,1.03465302066836,0.050635584096687,0.0489584093454767,0.00239692584563926,-0.00927691668097037,NA,NA
2049,"rcp85","HadGEM2-ES","GOTM","wtr_32",7.32619646807068,8.91403760093532,1.58784113286465,1.15303866799707,1.01717895213593,1.03465302066836,1.02107588628599,0.561014235539417,0.314736972477876,1.58784113286465,NA,NA
2049,"rcp85","HadGEM2-ES","MyLake","wtr_32",7.16562141240785,9.04617320021538,1.88055178780752,1.15303866799707,1.01717895213593,1.03465302066836,1.45026214137761,0.361119221018523,0.130407091789025,1.88055178780752,NA,NA
2049,"rcp85","HadGEM2-ES","Simstrat","wtr_32",NA,NA,NA,1.15303866799707,1.01717895213593,1.03465302066836,NA,NA,NA,NA,NA,NA
2049,"rcp85","IPSL-CM5A-LR","FLake","wtr_32",NA,NA,NA,0.928360663407651,0.812521277250192,0.660190825984283,NA,NA,NA,NA,NA,NA
