"year","rcp","gcm","model","variable","mean","value","anom","mean_model","sd_model","var_model","mean_gcm","sd_gcm","var_gcm","mean_rcp","sd_rcp","var_rcp"
2023,"rcp85","GFDL-ESM2M","GOTM","wtr_32",6.80772310843518,6.78723780064244,-0.0204853077927386,-0.045312354298395,0.118597520474203,0.0140653718626291,0.0811922648499819,0.332086844125019,0.110281672040915,-0.0204853077927386,NA,NA
2023,"rcp85","GFDL-ESM2M","MyLake","wtr_32",6.92259609314975,6.74823795083451,-0.174358142315239,-0.045312354298395,0.118597520474203,0.0140653718626291,-0.095715954709075,0.533981308880471,0.285136038233701,-0.174358142315239,NA,NA
2023,"rcp85","GFDL-ESM2M","Simstrat","wtr_32",NA,NA,NA,-0.045312354298395,0.118597520474203,0.0140653718626291,NA,NA,NA,NA,NA,NA
2023,"rcp85","HadGEM2-ES","FLake","wtr_32",NA,NA,NA,0.00694517446459226,0.397797649760907,0.158242970155301,NA,NA,NA,NA,NA,NA
2023,"rcp85","HadGEM2-ES","GLM","wtr_32",6.40686999490233,6.34502423822063,-0.0618457566816978,0.00694517446459226,0.397797649760907,0.158242970155301,-0.0928117146129733,0.129894041196672,0.0168724619384026,-0.0618457566816978,NA,NA
2023,"rcp85","HadGEM2-ES","GOTM","wtr_32",7.32619646807068,7.76084846822826,0.43465200015758,0.00694517446459226,0.397797649760907,0.158242970155301,0.0811922648499819,0.332086844125019,0.110281672040915,0.43465200015758,NA,NA
2023,"rcp85","HadGEM2-ES","MyLake","wtr_32",7.16562141240785,6.81365069232575,-0.351970720082106,0.00694517446459226,0.397797649760907,0.158242970155301,-0.095715954709075,0.533981308880471,0.285136038233701,-0.351970720082106,NA,NA
2023,"rcp85","HadGEM2-ES","Simstrat","wtr_32",NA,NA,NA,0.00694517446459226,0.397797649760907,0.158242970155301,NA,NA,NA,NA,NA,NA
2023,"rcp85","IPSL-CM5A-LR","FLake","wtr_32",NA,NA,NA,-0.372340619129768,0.142907419125697,0.0204225304411677,NA,NA,NA,NA,NA,NA
2023,"rcp85","IPSL-CM5A-LR","GLM","wtr_32",6.40946254420278,6.15476314074373,-0.254699403459058,-0.372340619129768,0.142907419125697,0.0204225304411677,-0.0928117146129733,0.129894041196672,0.0168724619384026,-0.254699403459058,NA,NA
2023,"rcp85","IPSL-CM5A-LR","GOTM","wtr_32",6.76158075141289,6.43063398808853,-0.33094676332436,-0.372340619129768,0.142907419125697,0.0204225304411677,0.0811922648499819,0.332086844125019,0.110281672040915,-0.33094676332436,NA,NA
2023,"rcp85","IPSL-CM5A-LR","MyLake","wtr_32",7.23773602027307,6.70636032966718,-0.531375690605886,-0.372340619129768,0.142907419125697,0.0204225304411677,-0.095715954709075,0.533981308880471,0.285136038233701,-0.531375690605886,NA,NA
2023,"rcp85","IPSL-CM5A-LR","Simstrat","wtr_32",NA,NA,NA,-0.372340619129768,0.142907419125697,0.0204225304411677,NA,NA,NA,NA,NA,NA
2023,"rcp85","MIROC5","FLake","wtr_32",NA,NA,NA,0.267593926334148,0.394869135114408,0.155921633866001,NA,NA,NA,NA,NA,NA
2023,"rcp85","MIROC5","GLM","wtr_32",6.40899378133412,6.29538569581019,-0.113608085523931,0.267593926334148,0.394869135114408,0.155921633866001,-0.0928117146129733,0.129894041196672,0.0168724619384026,-0.113608085523931,NA,NA
2023,"rcp85","MIROC5","GOTM","wtr_32",7.49896405708585,7.74051318744529,0.241549130359446,0.267593926334148,0.394869135114408,0.155921633866001,0.0811922648499819,0.332086844125019,0.110281672040915,0.241549130359446,NA,NA
2023,"rcp85","MIROC5","MyLake","wtr_32",6.99608916152148,7.67092989568841,0.67484073416693,0.267593926334148,0.394869135114408,0.155921633866001,-0.095715954709075,0.533981308880471,0.285136038233701,0.67484073416693,NA,NA
2023,"rcp85","MIROC5","Simstrat","wtr_32",NA,NA,NA,0.267593926334148,0.394869135114408,0.155921633866001,NA,NA,NA,NA,NA,NA
2024,"rcp85","GFDL-ESM2M","FLake","wtr_32",NA,NA,NA,0.516743415517603,0.447966614835268,0.200674088006969,NA,NA,NA,NA,NA,NA
2024,"rcp85","GFDL-ESM2M","GLM","wtr_32",6.4059976330444,6.52705699237969,0.121059359335295,0.516743415517603,0.447966614835268,0.200674088006969,0.0871855890129516,0.0384458600805921,0.00147808415733647,0.121059359335295,NA,NA
2024,"rcp85","GFDL-ESM2M","GOTM","wtr_32",6.80772310843518,7.23377833912108,0.426055230685905,0.516743415517603,0.447966614835268,0.200674088006969,0.640815574142622,0.252648263451761,0.0638311450251904,0.426055230685905,NA,NA
2024,"rcp85","GFDL-ESM2M","MyLake","wtr_32",6.92259609314975,7.92571174968136,1.00311565653161,0.516743415517603,0.447966614835268,0.200674088006969,0.8142367270778,0.183700096853473,0.0337457255839752,1.00311565653161,NA,NA
2024,"rcp85","GFDL-ESM2M","Simstrat","wtr_32",NA,NA,NA,0.516743415517603,0.447966614835268,0.200674088006969,NA,NA,NA,NA,NA,NA
2024,"rcp85","HadGEM2-ES","FLake","wtr_32",NA,NA,NA,0.584468150520175,0.443714239847567,0.196882326643504,NA,NA,NA,NA,NA,NA
2024,"rcp85","HadGEM2-ES","GLM","wtr_32",6.40686999490233,6.51656298722074,0.109692992318413,0.584468150520175,0.443714239847567,0.196882326643504,0.0871855890129516,0.0384458600805921,0.00147808415733647,0.109692992318413,NA,NA
2024,"rcp85","HadGEM2-ES","GOTM","wtr_32",7.32619646807068,8.31485668956582,0.988660221495144,0.584468150520175,0.443714239847567,0.196882326643504,0.640815574142622,0.252648263451761,0.0638311450251904,0.988660221495144,NA,NA
2024,"rcp85","HadGEM2-ES","MyLake","wtr_32",7.16562141240785,7.82067265015482,0.655051237746968,0.584468150520175,0.443714239847567,0.196882326643504,0.8142367270778,0.183700096853473,0.0337457255839752,0.655051237746968,NA,NA
2024,"rcp85","HadGEM2-ES","Simstrat","wtr_32",NA,NA,NA,0.584468150520175,0.443714239847567,0.196882326643504,NA,NA,NA,NA,NA,NA
2024,"rcp85","IPSL-CM5A-LR","FLake","wtr_32",NA,NA,NA,0.562061187868541,0.43722946832944,0.191169607975645,NA,NA,NA,NA,NA,NA
2024,"rcp85","IPSL-CM5A-LR","GLM","wtr_32",6.40946254420278,6.49285855645039,0.0833960122476067,0.562061187868541,0.43722946832944,0.191169607975645,0.0871855890129516,0.0384458600805921,0.00147808415733647,0.0833960122476067,NA,NA
2024,"rcp85","IPSL-CM5A-LR","GOTM","wtr_32",6.76158075141289,7.42394451158633,0.662363760173435,0.562061187868541,0.43722946832944,0.191169607975645,0.640815574142622,0.252648263451761,0.0638311450251904,0.662363760173435,NA,NA
2024,"rcp85","IPSL-CM5A-LR","MyLake","wtr_32",7.23773602027307,8.17815981145765,0.940423791184581,0.562061187868541,0.43722946832944,0.191169607975645,0.8142367270778,0.183700096853473,0.0337457255839752,0.940423791184581,NA,NA
2024,"rcp85","IPSL-CM5A-LR","Simstrat","wtr_32",NA,NA,NA,0.562061187868541,0.43722946832944,0.191169607975645,NA,NA,NA,NA,NA,NA
2024,"rcp85","MIROC5","FLake","wtr_32",NA,NA,NA,0.393044433071514,0.322142726697279,0.103775936363957,NA,NA,NA,NA,NA,NA
2024,"rcp85","MIROC5","GLM","wtr_32",6.40899378133412,6.44358777348461,0.0345939921504925,0.393044433071514,0.322142726697279,0.103775936363957,0.0871855890129516,0.0384458600805921,0.00147808415733647,0.0345939921504925,NA,NA
2024,"rcp85","MIROC5","GOTM","wtr_32",7.49896405708585,7.98514714130185,0.486183084216006,0.393044433071514,0.322142726697279,0.103775936363957,0.640815574142622,0.252648263451761,0.0638311450251904,0.486183084216006,NA,NA
2024,"rcp85","MIROC5","MyLake","wtr_32",6.99608916152148,7.65444538436952,0.658356222848043,0.393044433071514,0.322142726697279,0.103775936363957,0.8142367270778,0.183700096853473,0.0337457255839752,0.658356222848043,NA,NA
2024,"rcp85","MIROC5","Simstrat","wtr_32",NA,NA,NA,0.393044433071514,0.322142726697279,0.103775936363957,NA,NA,NA,NA,NA,NA
2025,"rcp85","GFDL-ESM2M","FLake","wtr_32",NA,NA,NA,0.0134906368077246,0.235442176934691,0.0554330186797464,NA,NA,NA,NA,NA,NA
2025,"rcp85","GFDL-ESM2M","GLM","wtr_32",6.4059976330444,6.48172439843008,0.0757267653856803,0.0134906368077246,0.235442176934691,0.0554330186797464,0.0976009773165956,0.106880247683698,0.0114233873449287,0.0757267653856803,NA,NA
2025,"rcp85","GFDL-ESM2M","GOTM","wtr_32",6.80772310843518,7.01928559544509,0.211562487009912,0.0134906368077246,0.235442176934691,0.0554330186797464,0.186222736146032,0.22380516720211,0.0500887528663642,0.211562487009912,NA,NA
2025,"rcp85","GFDL-ESM2M","MyLake","wtr_32",6.92259609314975,6.67577875117733,-0.246817341972418,0.0134906368077246,0.235442176934691,0.0554330186797464,0.0521533762621333,0.305529966962025,0.0933485607118163,-0.246817341972418,NA,NA
2025,"rcp85","GFDL-ESM2M","Simstrat","wtr_32",NA,NA,NA,0.0134906368077246,0.235442176934691,0.0554330186797464,NA,NA,NA,NA,NA,NA
2025,"rcp85","HadGEM2-ES","FLake","wtr_32",NA,NA,NA,0.324751162090872,0.0949736335453133,0.00901999106879946,NA,NA,NA,NA,NA,NA
2025,"rcp85","HadGEM2-ES","GLM","wtr_32",6.40686999490233,6.66027081698588,0.253400822083544,0.324751162090872,0.0949736335453133,0.00901999106879946,0.0976009773165956,0.106880247683698,0.0114233873449287,0.253400822083544,NA,NA
2025,"rcp85","HadGEM2-ES","GOTM","wtr_32",7.32619646807068,7.75874656742975,0.432550099359069,0.324751162090872,0.0949736335453133,0.00901999106879946,0.186222736146032,0.22380516720211,0.0500887528663642,0.432550099359069,NA,NA
2025,"rcp85","HadGEM2-ES","MyLake","wtr_32",7.16562141240785,7.45392397723786,0.288302564830004,0.324751162090872,0.0949736335453133,0.00901999106879946,0.0521533762621333,0.305529966962025,0.0933485607118163,0.288302564830004,NA,NA
2025,"rcp85","HadGEM2-ES","Simstrat","wtr_32",NA,NA,NA,0.324751162090872,0.0949736335453133,0.00901999106879946,NA,NA,NA,NA,NA,NA
2025,"rcp85","IPSL-CM5A-LR","FLake","wtr_32",NA,NA,NA,-0.0793136792426565,0.114063644972226,0.0130105151043501,NA,NA,NA,NA,NA,NA
2025,"rcp85","IPSL-CM5A-LR","GLM","wtr_32",6.40946254420278,6.45668460832883,0.0472220641260486,-0.0793136792426565,0.114063644972226,0.0130105151043501,0.0976009773165956,0.106880247683698,0.0114233873449287,0.0472220641260486,NA,NA
2025,"rcp85","IPSL-CM5A-LR","GOTM","wtr_32",6.76158075141289,6.65065428446851,-0.110926466944385,-0.0793136792426565,0.114063644972226,0.0130105151043501,0.186222736146032,0.22380516720211,0.0500887528663642,-0.110926466944385,NA,NA
2025,"rcp85","IPSL-CM5A-LR","MyLake","wtr_32",7.23773602027307,7.06349938536343,-0.174236634909633,-0.0793136792426565,0.114063644972226,0.0130105151043501,0.0521533762621333,0.305529966962025,0.0933485607118163,-0.174236634909633,NA,NA
2025,"rcp85","IPSL-CM5A-LR","Simstrat","wtr_32",NA,NA,NA,-0.0793136792426565,0.114063644972226,0.0130105151043501,NA,NA,NA,NA,NA,NA
2025,"rcp85","MIROC5","FLake","wtr_32",NA,NA,NA,0.189041333310407,0.164828069032963,0.0271682923411354,NA,NA,NA,NA,NA,NA
2025,"rcp85","MIROC5","GLM","wtr_32",6.40899378133412,6.42304803900523,0.0140542576711093,0.189041333310407,0.164828069032963,0.0271682923411354,0.0976009773165956,0.106880247683698,0.0114233873449287,0.0140542576711093,NA,NA
2025,"rcp85","MIROC5","GOTM","wtr_32",7.49896405708585,7.71066888224538,0.21170482515953,0.189041333310407,0.164828069032963,0.0271682923411354,0.186222736146032,0.22380516720211,0.0500887528663642,0.21170482515953,NA,NA
2025,"rcp85","MIROC5","MyLake","wtr_32",6.99608916152148,7.33745407862206,0.341364917100581,0.189041333310407,0.164828069032963,0.0271682923411354,0.0521533762621333,0.305529966962025,0.0933485607118163,0.341364917100581,NA,NA
2025,"rcp85","MIROC5","Simstrat","wtr_32",NA,NA,NA,0.189041333310407,0.164828069032963,0.0271682923411354,NA,NA,NA,NA,NA,NA
2026,"rcp85","GFDL-ESM2M","FLake","wtr_32",NA,NA,NA,0.242436738038604,0.284268642398815,0.0808086610512655,NA,NA,NA,NA,NA,NA
2026,"rcp85","GFDL-ESM2M","GLM","wtr_32",6.4059976330444,6.3257495507802,-0.0802480822641944,0.242436738038604,0.284268642398815,0.0808086610512655,-0.00119670571336301,0.125970595239313,0.0158685908649469,-0.0802480822641944,NA,NA
2026,"rcp85","GFDL-ESM2M","GOTM","wtr_32",6.80772310843518,7.26360351487178,0.455880406436599,0.242436738038604,0.284268642398815,0.0808086610512655,0.364560707381287,0.257011768619999,0.0660550492091799,0.455880406436599,NA,NA
2026,"rcp85","GFDL-ESM2M","MyLake","wtr_32",6.92259609314975,7.27427398309316,0.351677889943408,0.242436738038604,0.284268642398815,0.0808086610512655,0.340030295623143,0.415532694211138,0.172667419958367,0.351677889943408,NA,NA
2026,"rcp85","GFDL-ESM2M","Simstrat","wtr_32",NA,NA,NA,0.242436738038604,0.284268642398815,0.0808086610512655,NA,NA,NA,NA,NA,NA
2026,"rcp85","HadGEM2-ES","FLake","wtr_32",NA,NA,NA,0.10682342835356,0.0579377004470278,0.00335677713308952,NA,NA,NA,NA,NA,NA
2026,"rcp85","HadGEM2-ES","GLM","wtr_32",6.40686999490233,6.45961867783168,0.0527486829293452,0.10682342835356,0.0579377004470278,0.00335677713308952,-0.00119670571336301,0.125970595239313,0.0158685908649469,0.0527486829293452,NA,NA
2026,"rcp85","HadGEM2-ES","GOTM","wtr_32",7.32619646807068,7.49417058858153,0.167974120510853,0.10682342835356,0.0579377004470278,0.00335677713308952,0.364560707381287,0.257011768619999,0.0660550492091799,0.167974120510853,NA,NA
2026,"rcp85","HadGEM2-ES","MyLake","wtr_32",7.16562141240785,7.26536889402834,0.0997474816204827,0.10682342835356,0.0579377004470278,0.00335677713308952,0.340030295623143,0.415532694211138,0.172667419958367,0.0997474816204827,NA,NA
2026,"rcp85","HadGEM2-ES","Simstrat","wtr_32",NA,NA,NA,0.10682342835356,0.0579377004470278,0.00335677713308952,NA,NA,NA,NA,NA,NA
2026,"rcp85","IPSL-CM5A-LR","FLake","wtr_32",NA,NA,NA,0.00304654533708079,0.137609140875039,0.0189362756523663,NA,NA,NA,NA,NA,NA
2026,"rcp85","IPSL-CM5A-LR","GLM","wtr_32",6.40946254420278,6.2827402457799,-0.126722298422884,0.00304654533708079,0.137609140875039,0.0189362756523663,-0.00119670571336301,0.125970595239313,0.0158685908649469,-0.126722298422884,NA,NA
2026,"rcp85","IPSL-CM5A-LR","GOTM","wtr_32",6.76158075141289,6.90892400385251,0.147343252439613,0.00304654533708079,0.137609140875039,0.0189362756523663,0.364560707381287,0.257011768619999,0.0660550492091799,0.147343252439613,NA,NA
2026,"rcp85","IPSL-CM5A-LR","MyLake","wtr_32",7.23773602027307,7.22625470226758,-0.011481318005487,0.00304654533708079,0.137609140875039,0.0189362756523663,0.340030295623143,0.415532694211138,0.172667419958367,-0.011481318005487,NA,NA
2026,"rcp85","IPSL-CM5A-LR","Simstrat","wtr_32",NA,NA,NA,0.00304654533708079,0.137609140875039,0.0189362756523663,NA,NA,NA,NA,NA,NA
2026,"rcp85","MIROC5","FLake","wtr_32",NA,NA,NA,0.585552351325511,0.395267607414221,0.156236481470963,NA,NA,NA,NA,NA,NA
2026,"rcp85","MIROC5","GLM","wtr_32",6.40899378133412,6.5584286562384,0.149434874904281,0.585552351325511,0.395267607414221,0.156236481470963,-0.00119670571336301,0.125970595239313,0.0158685908649469,0.149434874904281,NA,NA
2026,"rcp85","MIROC5","GOTM","wtr_32",7.49896405708585,8.18600910722393,0.687045050138083,0.585552351325511,0.395267607414221,0.156236481470963,0.364560707381287,0.257011768619999,0.0660550492091799,0.687045050138083,NA,NA
2026,"rcp85","MIROC5","MyLake","wtr_32",6.99608916152148,7.91626629045565,0.920177128934169,0.585552351325511,0.395267607414221,0.156236481470963,0.340030295623143,0.415532694211138,0.172667419958367,0.920177128934169,NA,NA
2026,"rcp85","MIROC5","Simstrat","wtr_32",NA,NA,NA,0.585552351325511,0.395267607414221,0.156236481470963,NA,NA,NA,NA,NA,NA
2027,"rcp85","GFDL-ESM2M","FLake","wtr_32",NA,NA,NA,-0.351740006723779,0.43798930141493,0.191834628153938,NA,NA,NA,NA,NA,NA
2027,"rcp85","GFDL-ESM2M","GLM","wtr_32",6.4059976330444,6.36743420150182,-0.0385634315425791,-0.351740006723779,0.43798930141493,0.191834628153938,-0.0220100517041319,0.0787902789281903,0.00620790805358203,-0.0385634315425791,NA,NA
2027,"rcp85","GFDL-ESM2M","GOTM","wtr_32",6.80772310843518,6.6433060711658,-0.164417037269382,-0.351740006723779,0.43798930141493,0.191834628153938,0.185366136887533,0.438218225143679,0.192035212848077,-0.164417037269382,NA,NA
2027,"rcp85","GFDL-ESM2M","MyLake","wtr_32",6.92259609314975,6.07035654179037,-0.852239551359374,-0.351740006723779,0.43798930141493,0.191834628153938,-0.0736394300170361,0.589820080204017,0.347887727011873,-0.852239551359374,NA,NA
2027,"rcp85","GFDL-ESM2M","Simstrat","wtr_32",NA,NA,NA,-0.351740006723779,0.43798930141493,0.191834628153938,NA,NA,NA,NA,NA,NA
2027,"rcp85","HadGEM2-ES","FLake","wtr_32",NA,NA,NA,0.443034519143643,0.42131866349905,0.177509416212626,NA,NA,NA,NA,NA,NA
2027,"rcp85","HadGEM2-ES","GLM","wtr_32",6.40686999490233,6.39154035522513,-0.0153296396771987,0.443034519143643,0.42131866349905,0.177509416212626,-0.0220100517041319,0.0787902789281903,0.00620790805358203,-0.0153296396771987,NA,NA
2027,"rcp85","HadGEM2-ES","GOTM","wtr_32",7.32619646807068,8.1396084618895,0.813411993818826,0.443034519143643,0.42131866349905,0.177509416212626,0.185366136887533,0.438218225143679,0.192035212848077,0.813411993818826,NA,NA
2027,"rcp85","HadGEM2-ES","MyLake","wtr_32",7.16562141240785,7.69664261569716,0.531021203289301,0.443034519143643,0.42131866349905,0.177509416212626,-0.0736394300170361,0.589820080204017,0.347887727011873,0.531021203289301,NA,NA
2027,"rcp85","HadGEM2-ES","Simstrat","wtr_32",NA,NA,NA,0.443034519143643,0.42131866349905,0.177509416212626,NA,NA,NA,NA,NA,NA
2027,"rcp85","IPSL-CM5A-LR","FLake","wtr_32",NA,NA,NA,-0.0439456032166039,0.1171685042421,0.013728458386331,NA,NA,NA,NA,NA,NA
2027,"rcp85","IPSL-CM5A-LR","GLM","wtr_32",6.40946254420278,6.48793044416872,0.0784678999659342,-0.0439456032166039,0.1171685042421,0.013728458386331,-0.0220100517041319,0.0787902789281903,0.00620790805358203,0.0784678999659342,NA,NA
2027,"rcp85","IPSL-CM5A-LR","GOTM","wtr_32",6.76158075141289,6.706324880101,-0.0552558713118888,-0.0439456032166039,0.1171685042421,0.013728458386331,0.185366136887533,0.438218225143679,0.192035212848077,-0.0552558713118888,NA,NA
2027,"rcp85","IPSL-CM5A-LR","MyLake","wtr_32",7.23773602027307,7.08268718196921,-0.155048838303857,-0.0439456032166039,0.1171685042421,0.013728458386331,-0.0736394300170361,0.589820080204017,0.347887727011873,-0.155048838303857,NA,NA
2027,"rcp85","IPSL-CM5A-LR","Simstrat","wtr_32",NA,NA,NA,-0.0439456032166039,0.1171685042421,0.013728458386331,NA,NA,NA,NA,NA,NA
2027,"rcp85","MIROC5","FLake","wtr_32",NA,NA,NA,0.072273297685227,0.161017079715928,0.0259264999602455,NA,NA,NA,NA,NA,NA
2027,"rcp85","MIROC5","GLM","wtr_32",6.40899378133412,6.29637874577143,-0.112615035562684,0.072273297685227,0.161017079715928,0.0259264999602455,-0.0220100517041319,0.0787902789281903,0.00620790805358203,-0.112615035562684,NA,NA
2027,"rcp85","MIROC5","GOTM","wtr_32",7.49896405708585,7.64668951939843,0.147725462312578,0.072273297685227,0.161017079715928,0.0259264999602455,0.185366136887533,0.438218225143679,0.192035212848077,0.147725462312578,NA,NA
2027,"rcp85","MIROC5","MyLake","wtr_32",6.99608916152148,7.17779862782727,0.181709466305786,0.072273297685227,0.161017079715928,0.0259264999602455,-0.0736394300170361,0.589820080204017,0.347887727011873,0.181709466305786,NA,NA
2027,"rcp85","MIROC5","Simstrat","wtr_32",NA,NA,NA,0.072273297685227,0.161017079715928,0.0259264999602455,NA,NA,NA,NA,NA,NA
2028,"rcp85","GFDL-ESM2M","FLake","wtr_32",NA,NA,NA,-0.303089793799825,0.162740859049675,0.0264845872042261,NA,NA,NA,NA,NA,NA
2028,"rcp85","GFDL-ESM2M","GLM","wtr_32",6.4059976330444,6.2908052691345,-0.115192363909899,-0.303089793799825,0.162740859049675,0.0264845872042261,0.0657536077578294,0.153634397693133,0.0236035281545318,-0.115192363909899,NA,NA
2028,"rcp85","GFDL-ESM2M","GOTM","wtr_32",6.80772310843518,6.40833852109067,-0.399384587344511,-0.303089793799825,0.162740859049675,0.0264845872042261,0.53141363403326,0.664070054126994,0.440989036788229,-0.399384587344511,NA,NA
2028,"rcp85","GFDL-ESM2M","MyLake","wtr_32",6.92259609314975,6.52790366300468,-0.394692430145066,-0.303089793799825,0.162740859049675,0.0264845872042261,0.486236122134301,0.628498868215512,0.39501082734818,-0.394692430145066,NA,NA
2028,"rcp85","GFDL-ESM2M","Simstrat","wtr_32",NA,NA,NA,-0.303089793799825,0.162740859049675,0.0264845872042261,NA,NA,NA,NA,NA,NA
2028,"rcp85","HadGEM2-ES","FLake","wtr_32",NA,NA,NA,0.572577811712589,0.453885878007145,0.206012390254317,NA,NA,NA,NA,NA,NA
2028,"rcp85","HadGEM2-ES","GLM","wtr_32",6.40686999490233,6.49352748846747,0.0866574935651412,0.572577811712589,0.453885878007145,0.206012390254317,0.0657536077578294,0.153634397693133,0.0236035281545318,0.0866574935651412,NA,NA
2028,"rcp85","HadGEM2-ES","GOTM","wtr_32",7.32619646807068,8.31180346473451,0.985606996663833,0.572577811712589,0.453885878007145,0.206012390254317,0.53141363403326,0.664070054126994,0.440989036788229,0.985606996663833,NA,NA
2028,"rcp85","HadGEM2-ES","MyLake","wtr_32",7.16562141240785,7.81109035731665,0.645468944908793,0.572577811712589,0.453885878007145,0.206012390254317,0.486236122134301,0.628498868215512,0.39501082734818,0.645468944908793,NA,NA
2028,"rcp85","HadGEM2-ES","Simstrat","wtr_32",NA,NA,NA,0.572577811712589,0.453885878007145,0.206012390254317,NA,NA,NA,NA,NA,NA
2028,"rcp85","IPSL-CM5A-LR","FLake","wtr_32",NA,NA,NA,0.554800196112571,0.499861958805121,0.249861977860493,NA,NA,NA,NA,NA,NA
2028,"rcp85","IPSL-CM5A-LR","GLM","wtr_32",6.40946254420278,6.44382482408826,0.0343622798854745,0.554800196112571,0.499861958805121,0.249861977860493,0.0657536077578294,0.153634397693133,0.0236035281545318,0.0343622798854745,NA,NA
2028,"rcp85","IPSL-CM5A-LR","GOTM","wtr_32",6.76158075141289,7.7927486030105,1.03116785159761,0.554800196112571,0.499861958805121,0.249861977860493,0.53141363403326,0.664070054126994,0.440989036788229,1.03116785159761,NA,NA
2028,"rcp85","IPSL-CM5A-LR","MyLake","wtr_32",7.23773602027307,7.8366064771277,0.598870456854632,0.554800196112571,0.499861958805121,0.249861977860493,0.486236122134301,0.628498868215512,0.39501082734818,0.598870456854632,NA,NA
2028,"rcp85","IPSL-CM5A-LR","Simstrat","wtr_32",NA,NA,NA,0.554800196112571,0.499861958805121,0.249861977860493,NA,NA,NA,NA,NA,NA
2028,"rcp85","MIROC5","FLake","wtr_32",NA,NA,NA,0.620249604541852,0.430131184785398,0.18501283612489,NA,NA,NA,NA,NA,NA
2028,"rcp85","MIROC5","GLM","wtr_32",6.40899378133412,6.66618080282472,0.257187021490601,0.620249604541852,0.430131184785398,0.18501283612489,0.0657536077578294,0.153634397693133,0.0236035281545318,0.257187021490601,NA,NA
2028,"rcp85","MIROC5","GOTM","wtr_32",7.49896405708585,8.00722833230196,0.508264275216112,0.620249604541852,0.430131184785398,0.18501283612489,0.53141363403326,0.664070054126994,0.440989036788229,0.508264275216112,NA,NA
2028,"rcp85","MIROC5","MyLake","wtr_32",6.99608916152148,8.09138667844032,1.09529751691884,0.620249604541852,0.430131184785398,0.18501283612489,0.486236122134301,0.628498868215512,0.39501082734818,1.09529751691884,NA,NA
2028,"rcp85","MIROC5","Simstrat","wtr_32",NA,NA,NA,0.620249604541852,0.430131184785398,0.18501283612489,NA,NA,NA,NA,NA,NA
2029,"rcp85","GFDL-ESM2M","FLake","wtr_32",NA,NA,NA,0.0114845758752806,0.1510795954946,0.022825044174812,NA,NA,NA,NA,NA,NA
2029,"rcp85","GFDL-ESM2M","GLM","wtr_32",6.4059976330444,6.39423910787661,-0.0117585251677915,0.0114845758752806,0.1510795954946,0.022825044174812,0.193915511249164,0.184424952103252,0.0340125629582867,-0.0117585251677915,NA,NA
2029,"rcp85","GFDL-ESM2M","GOTM","wtr_32",6.80772310843518,6.98056187277456,0.172838764339378,0.0114845758752806,0.1510795954946,0.022825044174812,0.769546352424708,0.542536351912779,0.294345693146827,0.172838764339378,NA,NA
2029,"rcp85","GFDL-ESM2M","MyLake","wtr_32",6.92259609314975,6.795969581604,-0.126626511545745,0.0114845758752806,0.1510795954946,0.022825044174812,0.815496406884694,0.906827005619375,0.822335218120603,-0.126626511545745,NA,NA
2029,"rcp85","GFDL-ESM2M","Simstrat","wtr_32",NA,NA,NA,0.0114845758752806,0.1510795954946,0.022825044174812,NA,NA,NA,NA,NA,NA
2029,"rcp85","HadGEM2-ES","FLake","wtr_32",NA,NA,NA,0.655801395035023,0.355927608987859,0.126684462839814,NA,NA,NA,NA,NA,NA
2029,"rcp85","HadGEM2-ES","GLM","wtr_32",6.40686999490233,6.65682250244977,0.249952507547437,0.655801395035023,0.355927608987859,0.126684462839814,0.193915511249164,0.184424952103252,0.0340125629582867,0.249952507547437,NA,NA
2029,"rcp85","HadGEM2-ES","GOTM","wtr_32",7.32619646807068,8.24104247464709,0.914846006576415,0.655801395035023,0.355927608987859,0.126684462839814,0.769546352424708,0.542536351912779,0.294345693146827,0.914846006576415,NA,NA
2029,"rcp85","HadGEM2-ES","MyLake","wtr_32",7.16562141240785,7.96822708338907,0.802605670981219,0.655801395035023,0.355927608987859,0.126684462839814,0.815496406884694,0.906827005619375,0.822335218120603,0.802605670981219,NA,NA
2029,"rcp85","HadGEM2-ES","Simstrat","wtr_32",NA,NA,NA,0.655801395035023,0.355927608987859,0.126684462839814,NA,NA,NA,NA,NA,NA
2029,"rcp85","IPSL-CM5A-LR","FLake","wtr_32",NA,NA,NA,0.402494341423024,0.246322372396782,0.060674711143179,NA,NA,NA,NA,NA,NA
2029,"rcp85","IPSL-CM5A-LR","GLM","wtr_32",6.40946254420278,6.52753119664649,0.118068652443711,0.402494341423024,0.246322372396782,0.060674711143179,0.193915511249164,0.184424952103252,0.0340125629582867,0.118068652443711,NA,NA
2029,"rcp85","IPSL-CM5A-LR","GOTM","wtr_32",6.76158075141289,7.30739777049381,0.545817019080922,0.402494341423024,0.246322372396782,0.060674711143179,0.769546352424708,0.542536351912779,0.294345693146827,0.545817019080922,NA,NA
2029,"rcp85","IPSL-CM5A-LR","MyLake","wtr_32",7.23773602027307,7.78133337301751,0.543597352744439,0.402494341423024,0.246322372396782,0.060674711143179,0.815496406884694,0.906827005619375,0.822335218120603,0.543597352744439,NA,NA
2029,"rcp85","IPSL-CM5A-LR","Simstrat","wtr_32",NA,NA,NA,0.402494341423024,0.246322372396782,0.060674711143179,NA,NA,NA,NA,NA,NA
