"year","rcp","gcm","model","variable","mean","month","yday","value","anom","mean_model","sd_model","var_model","mean_gcm","sd_gcm","var_gcm","mean_rcp","sd_rcp","var_rcp"
2040,"rcp85","IPSL-CM5A-LR","GOTM","schmidt.stability",102.770526648142,6.51366120218579,183.5,135.236574106911,32.4660474587684,33.9130883404137,16.7488074621376,280.522551403756,27.8262385907772,5.48501681087959,30.0854094156317,32.4660474587684,NA,NA
2040,"rcp85","IPSL-CM5A-LR","MyLake","schmidt.stability",148.102753244323,6.51366120218579,183.5,191.223546113012,43.1207928686886,33.9130883404137,16.7488074621376,280.522551403756,29.9702226581217,11.6270091596352,135.187341998241,43.1207928686886,NA,NA
2040,"rcp85","IPSL-CM5A-LR","Simstrat","schmidt.stability",NA,6.51366120218579,183.5,NA,NA,33.9130883404137,16.7488074621376,280.522551403756,NA,NA,NA,NA,NA,NA
2040,"rcp85","MIROC5","FLake","schmidt.stability",120.673037788321,6.51366120218579,183.5,132.791343628877,12.1183058405551,27.1041160442508,13.0284117037533,169.739511522495,18.8096381051723,9.96662160411109,99.333546199534,12.1183058405551,NA,NA
2040,"rcp85","MIROC5","GLM","schmidt.stability",135.922167600895,6.51366120218579,183.5,179.297266191192,43.3750985902967,27.1041160442508,13.0284117037533,169.739511522495,43.2067708741812,14.5540618986002,211.820717748287,43.3750985902967,NA,NA
2040,"rcp85","MIROC5","GOTM","schmidt.stability",128.670288186539,6.51366120218579,183.5,158.219966381652,29.5496781951123,27.1041160442508,13.0284117037533,169.739511522495,27.8262385907772,5.48501681087959,30.0854094156317,29.5496781951123,NA,NA
2040,"rcp85","MIROC5","MyLake","schmidt.stability",147.558757176461,6.51366120218579,183.5,170.9321387275,23.3733815510391,27.1041160442508,13.0284117037533,169.739511522495,29.9702226581217,11.6270091596352,135.187341998241,23.3733815510391,NA,NA
2040,"rcp85","MIROC5","Simstrat","schmidt.stability",NA,6.51366120218579,183.5,NA,NA,27.1041160442508,13.0284117037533,169.739511522495,NA,NA,NA,NA,NA,NA
2041,"rcp85","GFDL-ESM2M","FLake","schmidt.stability",118.43327506107,6.52602739726027,183,160.671681671667,42.2384066105967,31.5457971060912,9.84399076358393,96.9041541535258,30.1608689358582,9.83066397654416,96.641954219723,42.2384066105967,NA,NA
2041,"rcp85","GFDL-ESM2M","GLM","schmidt.stability",135.291712943483,6.52602739726027,183,172.370117816705,37.078404873222,31.5457971060912,9.84399076358393,96.9041541535258,69.2813444077826,24.3228438962659,591.600735202121,37.078404873222,NA,NA
2041,"rcp85","GFDL-ESM2M","GOTM","schmidt.stability",97.3021022463768,6.52602739726027,183,118.076157588738,20.7740553423609,31.5457971060912,9.84399076358393,96.9041541535258,44.1264922853625,17.7281697390379,314.288002296139,20.7740553423609,NA,NA
2041,"rcp85","GFDL-ESM2M","MyLake","schmidt.stability",145.323453834536,6.52602739726027,183,171.415775432722,26.0923215981853,31.5457971060912,9.84399076358393,96.9041541535258,50.9972100434954,18.9605829858223,359.503707162255,26.0923215981853,NA,NA
2041,"rcp85","GFDL-ESM2M","Simstrat","schmidt.stability",NA,6.52602739726027,183,NA,NA,31.5457971060912,9.84399076358393,96.9041541535258,NA,NA,NA,NA,NA,NA
2041,"rcp85","HadGEM2-ES","FLake","schmidt.stability",117.702650893065,6.52602739726027,183,136.048443891466,18.3457929984006,60.809284605601,30.758170164148,946.065031846683,30.1608689358582,9.83066397654416,96.641954219723,18.3457929984006,NA,NA
2041,"rcp85","HadGEM2-ES","GLM","schmidt.stability",134.375554575635,6.52602739726027,183,225.863232081788,91.4876775061535,60.809284605601,30.758170164148,946.065031846683,69.2813444077826,24.3228438962659,591.600735202121,91.4876775061535,NA,NA
2041,"rcp85","HadGEM2-ES","GOTM","schmidt.stability",113.285103781413,6.52602739726027,183,176.491304082338,63.2062003009249,60.809284605601,30.758170164148,946.065031846683,44.1264922853625,17.7281697390379,314.288002296139,63.2062003009249,NA,NA
2041,"rcp85","HadGEM2-ES","MyLake","schmidt.stability",144.574258903902,6.52602739726027,183,214.771726520827,70.197467616925,60.809284605601,30.758170164148,946.065031846683,50.9972100434954,18.9605829858223,359.503707162255,70.197467616925,NA,NA
2041,"rcp85","HadGEM2-ES","Simstrat","schmidt.stability",NA,6.52602739726027,183,NA,NA,60.809284605601,30.758170164148,946.065031846683,NA,NA,NA,NA,NA,NA
2041,"rcp85","IPSL-CM5A-LR","FLake","schmidt.stability",131.460119230397,6.52602739726027,183,160.001724387229,28.5416051568316,53.8412524525905,23.9285586658881,572.575919826849,30.1608689358582,9.83066397654416,96.641954219723,28.5416051568316,NA,NA
2041,"rcp85","IPSL-CM5A-LR","GLM","schmidt.stability",139.978670102618,6.52602739726027,183,224.124562990599,84.1458928879809,53.8412524525905,23.9285586658881,572.575919826849,69.2813444077826,24.3228438962659,591.600735202121,84.1458928879809,NA,NA
2041,"rcp85","IPSL-CM5A-LR","GOTM","schmidt.stability",102.770526648142,6.52602739726027,183,145.543087456423,42.772560808281,53.8412524525905,23.9285586658881,572.575919826849,44.1264922853625,17.7281697390379,314.288002296139,42.772560808281,NA,NA
2041,"rcp85","IPSL-CM5A-LR","MyLake","schmidt.stability",148.102753244323,6.52602739726027,183,208.007704201592,59.9049509572688,53.8412524525905,23.9285586658881,572.575919826849,50.9972100434954,18.9605829858223,359.503707162255,59.9049509572688,NA,NA
2041,"rcp85","IPSL-CM5A-LR","Simstrat","schmidt.stability",NA,6.52602739726027,183,NA,NA,53.8412524525905,23.9285586658881,572.575919826849,NA,NA,NA,NA,NA,NA
