par_id,rmse,nse,r,re,mae,nmae
p001,3.95613938749046,0.387495226632015,0.836555697452926,-0.198344809656933,3.02638938356164,0.236390087315656
p002,2.50775526234557,0.753885835679156,0.896069875853119,-0.0747419200638085,1.7129397260274,0.116915011883845
p003,4.23426457340215,0.298347155918936,0.819403320840993,-0.19110572844195,3.26636746575342,0.24811748934368
p004,2.33956911031755,0.785790826582892,0.903940445416433,-0.0528067369124545,1.59790171232877,0.106908588931821
p005,1.70230158127045,0.886593143328586,0.931029622265995,0.0385963975277307,1.2698345890411,0.105676356157012
p006,5.32732031639028,-0.110667154862623,0.789742941612846,0.446778845427926,4.52650684931507,0.449950956512059
p007,2.13529703275263,0.821563826599617,0.916545428961127,-0.067673020243137,1.31959589041096,0.0900940274416965
p008,2.71360445347724,0.711822947743018,0.917322183650148,0.148208150622466,2.09795068493151,0.173141550831376
p009,8.23731785318398,-1.65544895104159,0.535504270306694,0.698759169983933,6.95308561643836,0.701323625173979
p010,7.12189641874375,-0.984986758407443,0.470415010944412,0.581270614226941,5.65382534246575,0.592714595326189
p011,2.55572427489368,0.744380309861197,0.903268098110406,-0.0302642566501573,1.69920239726027,0.106306086686093
p012,7.92147828280375,-1.45571961878136,0.308292889915639,0.640279699122615,6.33621917808219,0.66157314474886
p013,2.74174961222394,0.70581407573842,0.902295786975146,-0.0331671693688608,1.84152568493151,0.116111049279437
p014,6.35562408260999,-0.580821056248591,0.64361088321353,0.525420025067998,5.13742465753425,0.52907353337605
p015,4.03098217773185,0.364101114202045,0.824501093472887,-0.112523854366643,2.94544178082192,0.201913654128094
p016,8.43896328437732,-1.78704834900273,0.321270759210996,0.701177386777302,6.78872602739726,0.71073175370146
p017,4.40982055322479,0.238958845451398,0.827813260817806,0.36389336721509,3.62485273972603,0.368863537805756
p018,3.65612793791802,0.476870661656497,0.853375459698261,-0.13977612568275,2.79240205479452,0.205013886270877
p019,4.00396051651037,0.372598026517069,0.838976411746374,-0.201614301744879,3.08948047945205,0.243062030874185
p020,4.84902495035632,0.0798150084437128,0.710212198975425,0.376769433013571,3.77768835616438,0.395875406351847
p021,2.53535353618759,0.748438971259193,0.900240509348319,-0.0626522010181944,1.76456267123288,0.117855890905752
p022,3.30759541823349,0.571854807982085,0.871276052939477,-0.0822919285266898,2.38544554794521,0.162100851937117
p023,1.9110984841167,0.857067021427121,0.920675792529752,0.00988907090902223,1.43075239726027,0.107389813717798
p024,2.64418437539743,0.726378778529738,0.888348097826857,-0.091898781373963,1.79786369863014,0.125351590729734
p025,4.17412061959786,0.318138299137199,0.82006863696002,-0.159457739400847,3.17620308219178,0.231740479497379
p026,2.16990317374409,0.815733232171054,0.924579184363841,0.0639161159422966,1.59991095890411,0.119154731371875
p027,3.36419929808358,0.557075463105101,0.871670249804471,-0.0663120279966059,2.37719828767123,0.157589608127112
p028,3.40353118915457,0.546658186615506,0.870403016280441,-0.119048649570467,2.59405205479452,0.188036009724113
p029,1.64177254319711,0.894514616863474,0.932532997658724,0.0520370847876368,1.28932568493151,0.108290863988268
p030,3.61049366069297,0.489848131542399,0.850605821573246,-0.178989869885663,2.68125342465753,0.207216648466879
p031,3.19877612351289,0.599563184125519,0.900827862129884,0.240862767286201,2.6326404109589,0.247779819530128
p032,3.24653353706076,0.587516961258577,0.8719837795037,-0.129748535444198,2.44509589041096,0.180774861457988
p033,4.41861378944893,0.235920768710183,0.815734497328214,-0.160207814133359,3.40757773972603,0.247655164449102
p034,7.09680776828568,-0.971026173063963,0.540175358970566,0.588738360865575,5.72368493150685,0.593902907954077
p035,3.92379376762107,0.397470029461105,0.807932612530062,0.298716542286193,3.07828424657534,0.320437220087676
p036,8.65074198436972,-1.92868744915018,0.467529750060115,0.735297950142953,7.25920890410959,0.738153032059451
p037,3.68503816498517,0.468564835032829,0.864657066038567,0.298167229052832,3.01780479452055,0.307094896789216
p038,4.4049419874626,0.240641787219155,0.8147164092247,-0.215160416527197,3.41386883561644,0.265756880754033
p039,2.81258077205172,0.690417562836178,0.921951954967971,0.226279437758524,2.38526369863014,0.229990890716674
p040,2.35786740257302,0.782426967556377,0.92073644175592,0.0907093988297063,1.75609280821918,0.134485076813771
p041,3.38326424620625,0.552041123801855,0.870974586339693,-0.0547680234614393,2.34631506849315,0.152936665912614
p042,4.30201352699388,0.275714399201832,0.822436690581645,-0.104357080466111,3.13292945205479,0.211356238995317
p043,3.15906970494241,0.60944273079154,0.896027671758122,0.24629386629946,2.64799657534247,0.257052644003404
p044,7.04295981085085,-0.941228811337264,0.531562253154364,0.582288728857699,5.66537671232877,0.58906392458583
p045,7.98336896840027,-1.49424270779444,0.574690729946913,0.674620157409589,6.7529897260274,0.677011605995913
p046,3.22274282643565,0.593540190976509,0.881563827679225,0.252783453805756,2.57809246575342,0.266962313739649
p047,3.01318102769327,0.644682370096883,0.894097132841972,-0.0282885456489267,2.02438664383562,0.127309535086932
p048,2.03520106212818,0.837900770977672,0.915527411762741,0.0171158569245585,1.48019109589041,0.105792260387413
p049,3.14197378687303,0.613658445500939,0.909383655857749,0.252437576548034,2.65327054794521,0.256111739887521
p050,6.86858253656778,-0.846292692064033,0.512993110687293,0.561176081628832,5.44986301369863,0.571208620806166
