!datetime	Ten_Meter_Uwind_vector_meterPerSecond	Ten_Meter_Vwind_vector_meterPerSecond	Surface_Level_Barometric_Pressure_pascal	Air_Temperature_celsius	Relative_Humidity_percent	Cloud_Cover_decimalFraction	Shortwave_Radiation_Downwelling_wattPerMeterSquared	Precipitation_meterPerSecond
2006-01-01 00:00:00	4.7841797	-3.5019531	96764.227	-9.5593933	64.61628	0.56700183	84.090317	2.6785506e-14
2006-01-02 00:00:00	2.3125	-1.4785156	97716.305	-11.676489	59.48896	0.89809371	50.993351	0
2006-01-03 00:00:00	-0.86425781	0.30957031	97556.203	-5.3259338	77.460197	0.97669147	40.443325	2.0744441e-13
2006-01-04 00:00:00	0.37402344	-0.86914063	98443.797	-3.1649841	80.280327	0.66586172	75.843407	0
2006-01-05 00:00:00	-0.6171875	-0.40136719	98736.445	-4.946051	86.743019	1	35.900879	1.9529338e-13
2006-01-06 00:00:00	-0.23339844	-1.1591797	97152.859	0.44820557	93.700378	1	11.848612	2.9494657e-12
2006-01-07 00:00:00	0.69824219	0.89550781	95816.055	3.0580994	83.234131	0.85437493	56.188564	3.4656848e-14
2006-01-08 00:00:00	3.0927734	-0.73730469	96341.625	-0.84537354	64.096863	0.66721583	77.871811	3.4590497e-14
2006-01-09 00:00:00	1.6972656	-1.6914062	96948.906	-4.2266296	64.029488	0.50660695	92.507637	0
2006-01-10 00:00:00	1.1953125	0.90527344	97183.492	-4.774939	66.15274	0.41361469	99.473778	0
2006-01-11 00:00:00	3.1640625	-1.2324219	97299.047	-4.7030701	51.889523	0.57298013	89.132843	0
2006-01-12 00:00:00	-0.88476562	0.41894531	96639.812	-4.1362671	71.890594	1	7.7756886	2.2235343e-12
2006-01-13 00:00:00	2.6992188	-0.95410156	95590.945	-3.2392334	79.744675	0.78519118	68.309937	1.1812605e-13
2006-01-14 00:00:00	1.265625	-0.11816406	97219.117	-7.3613037	80.574234	0.78919416	68.924614	0
2006-01-15 00:00:00	0.65722656	1.5097656	96363.305	-1.5628113	80.668373	0.86853236	58.94577	2.7611817e-14
2006-01-16 00:00:00	-0.796875	-0.11230469	96853.469	-1.7295593	85.112991	1	35.523979	3.7674134e-13
2006-01-17 00:00:00	-0.83203125	-1.0595703	97091.891	-3.046759	87.594124	0.7979025	69.163071	4.8140418e-13
2006-01-18 00:00:00	-0.60351562	0.52832031	97029.383	-2.1901917	87.2593	0.89517966	56.99868	2.679749e-14
2006-01-19 00:00:00	-0.22363281	-0.45800781	96804.961	0.31618652	86.51561	1	19.744379	5.8648168e-13
2006-01-20 00:00:00	-0.453125	-1.4697266	97327.641	-5.8772339	79.459488	0.69241519	84.380493	0
2006-01-21 00:00:00	0.62207031	-0.4296875	97343.422	-5.4737305	80.593338	0.44485272	107.8425	0
2006-01-22 00:00:00	-0.52832031	0.28417969	98241.672	-5.3855652	77.932022	0.622273	93.668716	0
